,img_url,,,,,,,,,
712,morissette-alanis-medium.jpg,,https://www.famousbirthdays.com/thumbnails/morissette-alanis-medium.jpg,1973,Shows,,,,,
713,pippen-larsa-medium.jpg,,https://www.famousbirthdays.com/thumbnails/pippen-larsa-medium.jpg,Died,in,1973,,,,
714,goldman-duff-medium.jpg,,https://www.famousbirthdays.com/thumbnails/goldman-duff-medium.jpg,"
1


Leonardo","DiCaprio,","48

Movie","Actor

",,,
715,oneal-shaunie-medium.jpg,,https://www.famousbirthdays.com/thumbnails/oneal-shaunie-medium.jpg,"
2


FGTeeV","Duddy,","48

YouTube","Star

",,,
716,colman-olivia-medium.jpg,,https://www.famousbirthdays.com/thumbnails/colman-olivia-medium.jpg,"
3


Jimmy","Fallon,","48

TV",Show,"Host

",,
717,davis-connie-medium.jpg,,https://www.famousbirthdays.com/thumbnails/davis-connie-medium.jpg,"
4


Christian","Bale,","48

Movie","Actor

",,,
718,chandrasekhar-vijay-medium.jpg,,https://www.famousbirthdays.com/thumbnails/chandrasekhar-vijay-medium.jpg,"
5


Sarah","Paulson,","48

TV","Actress

",,,
719,jones-alex-medium.jpg,,https://www.famousbirthdays.com/thumbnails/jones-alex-medium.jpg,"
6


Rey",Mysterio,"Jr.,","48

Wrestler

",,,
720,furler-sia-medium.jpg,,https://www.famousbirthdays.com/thumbnails/furler-sia-medium.jpg,"
7


Lil","Kim,","48

Rapper

",,,,
721,jolie-angelina-medium.jpg,,https://www.famousbirthdays.com/thumbnails/jolie-angelina-medium.jpg,"
8


Kate","Moss,","48

Model

",,,,
722,khaled-dj-medium.jpg,,https://www.famousbirthdays.com/thumbnails/khaled-dj-medium.jpg,"
9


Nelly,","48

Rapper

",,,,,
723,beckham-david-medium.jpg,,https://www.famousbirthdays.com/thumbnails/beckham-david-medium.jpg,"
10


Victoria","Beckham,","48

Pop","Singer

",,,
724,50-cent-medium.jpg,,https://www.famousbirthdays.com/thumbnails/50-cent-medium.jpg,"
11


Misha","Collins,","48

TV","Actor

",,,
725,maguire-tobey-medium.jpg,,https://www.famousbirthdays.com/thumbnails/maguire-tobey-medium.jpg,"
12


Karlie","Redd,","48

Reality","Star

",,,
726,barker-travis-medium.jpg,,https://www.famousbirthdays.com/thumbnails/barker-travis-medium.jpg,"
13


Robbie","Williams,","48

Pop","Singer

",,,
727,harbour-david-medium.jpg,,https://www.famousbirthdays.com/thumbnails/harbour-david-medium.jpg,"
14


Ryan","Seacrest,","48

TV",Show,"Host

",,
728,brown-melanie-medium.jpg,,https://www.famousbirthdays.com/thumbnails/brown-melanie-medium.jpg,"
15


Amy","Adams,","48

Movie","Actress

",,,
729,winslet-kate-medium.jpg,,https://www.famousbirthdays.com/thumbnails/winslet-kate-medium.jpg,"
16


Derek","Jeter,","48

Baseball","Player

",,,
730,barrymore-drew-medium.jpg,,https://www.famousbirthdays.com/thumbnails/barrymore-drew-medium.jpg,"
17


Jeff","Bhasker,","48

Music","Producer

",,,
731,cooper-bradley-medium.jpg,,https://www.famousbirthdays.com/thumbnails/cooper-bradley-medium.jpg,"
18


Brooke","Elliott,","48

TV","Actress

",,,
732,lopez-monty-medium.jpg,,https://www.famousbirthdays.com/thumbnails/lopez-monty-medium.jpg,"
19


Jessalynn","Siwa,","48

Reality","Star

",,,
733,woods-tiger-medium.jpg,,https://www.famousbirthdays.com/thumbnails/woods-tiger-medium.jpg,"
20


Jenna","Fischer,","48

TV","Actress

",,,
734,ferguson-stacy-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ferguson-stacy-medium.jpg,"
21


Steve-O,","48

Reality","Star

",,,,
735,buble-michael-medium.jpg,,https://www.famousbirthdays.com/thumbnails/buble-michael-medium.jpg,"
22


Joaquin","Phoenix,","48

Movie","Actor

",,,
736,will-i-am-medium.jpg,,https://www.famousbirthdays.com/thumbnails/will-i-am-medium.jpg,"
23


Penélope","Cruz,","48

Movie","Actress

",,,
737,iglesias-enrique-medium.jpg,,https://www.famousbirthdays.com/thumbnails/iglesias-enrique-medium.jpg,"
24


Rob","Dyrdek,","48

Skateboarder

",,,,
738,hill-lauryn-medium.jpg,,https://www.famousbirthdays.com/thumbnails/hill-lauryn-medium.jpg,"
25


Loona,","48

Pop","Singer

",,,,
739,pascal-pedro-medium.jpg,,https://www.famousbirthdays.com/thumbnails/pascal-pedro-medium.jpg,"
26


Boogie2988,","48

YouTube","Star

",,,,
740,donnelly-declan-medium.jpg,,https://www.famousbirthdays.com/thumbnails/donnelly-declan-medium.jpg,"
27


Chip","Gaines,","48

Reality","Star

",,,
741,gaskin-bethany-medium.jpg,,https://www.famousbirthdays.com/thumbnails/gaskin-bethany-medium.jpg,"
28


Hrithik","Roshan,","49

Movie","Actor

",,,
742,iverson-allen-medium.jpg,,https://www.famousbirthdays.com/thumbnails/iverson-allen-medium.jpg,"
29


Hilary","Swank,","48

Movie","Actress

",,,
743,longoria-eva-medium.jpg,,https://www.famousbirthdays.com/thumbnails/longoria-eva-medium.jpg,"
30


Bear","Grylls,","48

Reality","Star

",,,
744,theron-charlize-medium.jpg,,https://www.famousbirthdays.com/thumbnails/theron-charlize-medium.jpg,"
31


Eva","Mendes,","48

Movie","Actress

",,,
745,j-juicy-medium.jpg,,https://www.famousbirthdays.com/thumbnails/j-juicy-medium.jpg,"
32


Da","Brat,","48

Rapper

",,,,
746,mcpartlin-anthony-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mcpartlin-anthony-medium.jpg,"
33


Elizabeth","Banks,","48

Movie","Actress

",,,
747,stefansson-stefan-medium.jpg,,https://www.famousbirthdays.com/thumbnails/stefansson-stefan-medium.jpg,"
34


Nina","Gray,","48

Instagram","Star

",,,
748,rodriguez-alex-medium.jpg,,https://www.famousbirthdays.com/thumbnails/rodriguez-alex-medium.jpg,"
35


Seth","Green,","48

Movie","Actor

",,,
749,rio-bianca-medium.jpg,,https://www.famousbirthdays.com/thumbnails/rio-bianca-medium.jpg,"
36


Matt","Hardy,","48

Wrestler

",,,,
750,green-ceelo-medium.jpg,,https://www.famousbirthdays.com/thumbnails/green-ceelo-medium.jpg,"
37


Steve","Nash,","48

Basketball","Player

",,,
751,oliver-jamie-medium.jpg,,https://www.famousbirthdays.com/thumbnails/oliver-jamie-medium.jpg,"
38


Paul","Scholes,","48

Soccer","Player

",,,
752,mia-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mia-medium.jpg,"
39


Kajol,","48

Movie","Actress

",,,,
753,cottle-tameka-medium.jpg,,https://www.famousbirthdays.com/thumbnails/cottle-tameka-medium.jpg,"
40


Cara","Buono,","48

TV","Actress

",,,
754,gosselin-kate-medium.jpg,,https://www.famousbirthdays.com/thumbnails/gosselin-kate-medium.jpg,"
41


Alanis","Morissette,","48

Rock","Singer

",,,
755,jackson-cheyenne-medium.jpg,,https://www.famousbirthdays.com/thumbnails/jackson-cheyenne-medium.jpg,"
42


",Larsa,"Pippen,","48

Reality","Star

",,
756,ramirez-sara-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ramirez-sara-medium.jpg,"
43


Duff","Goldman,","48

Chef

",,,,
757,stratus-trish-medium.jpg,,https://www.famousbirthdays.com/thumbnails/stratus-trish-medium.jpg,"
44


Shaunie","O'Neal,","48

TV","Producer

",,,
758,orourke-heather-medium.jpg,,https://www.famousbirthdays.com/thumbnails/orourke-heather-medium.jpg,"
45


Olivia","Colman,","48

Movie","Actress

",,,
759,truss-liz-medium.jpg,,https://www.famousbirthdays.com/thumbnails/truss-liz-medium.jpg,"
46


Connie","Davis,","48

YouTube","Star

",,,
760,brand-russell-medium.jpg,,https://www.famousbirthdays.com/thumbnails/brand-russell-medium.jpg,"
47


Vijay","Chandrasekhar,","48

Movie","Actor

",,,
761,braff-zach-medium.jpg,,https://www.famousbirthdays.com/thumbnails/braff-zach-medium.jpg,"
48


Alex","Jones,","48

Radio","Host

",,,
762,ronson-mark-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ronson-mark-medium.jpg,1974,Movies,,,,,
763,waititi-taika-medium.jpg,,https://www.famousbirthdays.com/thumbnails/waititi-taika-medium.jpg,1974,Shows,,,,,
764,cardellini-linda-medium.jpg,,https://www.famousbirthdays.com/thumbnails/cardellini-linda-medium.jpg,Died,in,1974,,,,
765,jordison-joey-medium.jpg,,https://www.famousbirthdays.com/thumbnails/jordison-joey-medium.jpg,"
1


Sia,","47

Pop","Singer

",,,,
766,lozada-evelyn-medium.jpg,,https://www.famousbirthdays.com/thumbnails/lozada-evelyn-medium.jpg,"
2


Angelina","Jolie,","47

Movie","Actress

",,,
767,ferguson-jesse-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ferguson-jesse-medium.jpg,"
3


DJ","Khaled,","47

Music","Producer

",,,
768,reynolds-ryan-medium.jpg,,https://www.famousbirthdays.com/thumbnails/reynolds-ryan-medium.jpg,"
4


David","Beckham,","47

Soccer","Player

",,,
769,boseman-chadwick-medium.jpg,,https://www.famousbirthdays.com/thumbnails/boseman-chadwick-medium.jpg,"
5


50","Cent,","47

Rapper

",,,,
770,cameron-c-medium.jpg,,https://www.famousbirthdays.com/thumbnails/cameron-c-medium.jpg,"
6


Tobey","Maguire,","47

Movie","Actor

",,,
771,bryan-luke-medium.jpg,,https://www.famousbirthdays.com/thumbnails/bryan-luke-medium.jpg,"
7


Travis","Barker,","47

Drummer

",,,,
772,shelton-blake-medium.jpg,,https://www.famousbirthdays.com/thumbnails/shelton-blake-medium.jpg,"
8


David","Harbour,","47

Movie","Actor

",,,
773,witherspoon-reese-medium.jpg,,https://www.famousbirthdays.com/thumbnails/witherspoon-reese-medium.jpg,"
9


Mel","B,","47

Pop","Singer

",,,
774,cumberbatch-benedict-medium.jpg,,https://www.famousbirthdays.com/thumbnails/cumberbatch-benedict-medium.jpg,"
10


Kate","Winslet,","47

Movie","Actress

",,,
775,gillies-daniel-medium.jpg,,https://www.famousbirthdays.com/thumbnails/gillies-daniel-medium.jpg,"
11


Drew","Barrymore,","47

Movie","Actress

",,,
776,murphy-cillian-medium.jpg,,https://www.famousbirthdays.com/thumbnails/murphy-cillian-medium.jpg,"
12


Bradley","Cooper,","48

Movie","Actor

",,,
777,iglesias-gabriel-medium.jpg,,https://www.famousbirthdays.com/thumbnails/iglesias-gabriel-medium.jpg,"
13


Monty","Lopez,","47

TikTok","Star

",,,
778,ross-rick-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ross-rick-medium.jpg,"
14


Tiger","Woods,","47

Golfer

",,,,
779,nelson-tiffany-medium.jpg,,https://www.famousbirthdays.com/thumbnails/nelson-tiffany-medium.jpg,"
15


Fergie,","47

Pop","Singer

",,,,
780,manning-peyton-medium.jpg,,https://www.famousbirthdays.com/thumbnails/manning-peyton-medium.jpg,"
16


Michael","Bublé,","47

Jazz","Singer

",,,
781,brandis-jonathan-medium.jpg,,https://www.famousbirthdays.com/thumbnails/brandis-jonathan-medium.jpg,"
17


will.i.am,","47

Rapper

",,,,,
782,worthington-sam-medium.jpg,,https://www.famousbirthdays.com/thumbnails/worthington-sam-medium.jpg,"
18


Enrique","Iglesias,","47

Pop","Singer

",,,
783,billups-chauncey-medium.jpg,,https://www.famousbirthdays.com/thumbnails/billups-chauncey-medium.jpg,"
19


Lauryn","Hill,","47

R&B","Singer

",,,
784,bennington-chester-medium.jpg,,https://www.famousbirthdays.com/thumbnails/bennington-chester-medium.jpg,"
20


Pedro","Pascal,","47

TV","Actor

",,,
785,vulcano-sal-medium.jpg,,https://www.famousbirthdays.com/thumbnails/vulcano-sal-medium.jpg,"
21


Declan","Donnelly,","47

TV",Show,"Host

",,
786,silverstone-alicia-medium.jpg,,https://www.famousbirthdays.com/thumbnails/silverstone-alicia-medium.jpg,"
22


Bethany","Gaskin,",47,"

YouTube","Star

",,
787,gatto-joe-medium.jpg,,https://www.famousbirthdays.com/thumbnails/gatto-joe-medium.jpg,"
23


Allen","Iverson,","47

Basketball","Player

",,,
788,barber-andrea-medium.jpg,,https://www.famousbirthdays.com/thumbnails/barber-andrea-medium.jpg,"
24


Eva","Longoria,","47

TV","Actress

",,,
789,quinn-comedian-brian-medium.jpg,,https://www.famousbirthdays.com/thumbnails/quinn-comedian-brian-medium.jpg,"
25


Charlize","Theron,","47

Movie","Actress

",,,
790,murr-james-medium.jpg,,https://www.famousbirthdays.com/thumbnails/murr-james-medium.jpg,"
26


Juicy","J,","47

Rapper

",,,,
791,ronaldo-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ronaldo-medium.jpg,"
27


Anthony","McPartlin,","47

TV",Show,"Host

",,
792,ketchman-stacey-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ketchman-stacey-medium.jpg,"
28


Stefan",Karl,Stefansson,"(1975-2018)

TV","Actor

",,
793,fisher-isla-medium.jpg,,https://www.famousbirthdays.com/thumbnails/fisher-isla-medium.jpg,"
29


Alex","Rodriguez,","47

Baseball","Player

",,,
794,ganda-vice-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ganda-vice-medium.jpg,"
30


Bianca",del,"Rio,","47

Reality","Star

",,
795,mcmahon-stephanie-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mcmahon-stephanie-medium.jpg,"
31


CeeLo","Green,","47

R&B","Singer

",,,
796,burruss-kandi-medium.jpg,,https://www.famousbirthdays.com/thumbnails/burruss-kandi-medium.jpg,"
32


Jamie","Oliver,","47

Chef

",,,,
797,capshaw-jessica-medium.jpg,,https://www.famousbirthdays.com/thumbnails/capshaw-jessica-medium.jpg,"
33


M.I.A,","47

Rapper

",,,,,
798,rasheeda-medium.jpg,,https://www.famousbirthdays.com/thumbnails/rasheeda-medium.jpg,"
34


Tameka","Harris,","47

R&B","Singer

",,,
799,white-jaleel-medium.jpg,,https://www.famousbirthdays.com/thumbnails/white-jaleel-medium.jpg,"
35


Kate","Gosselin,","47

Reality","Star

",,,
800,milonakis-andy-medium.jpg,,https://www.famousbirthdays.com/thumbnails/milonakis-andy-medium.jpg,"
36


Cheyenne","Jackson,","47

Stage","Actor

",,,
801,trina-medium.jpg,,https://www.famousbirthdays.com/thumbnails/trina-medium.jpg,"
37


Sara","Ramirez,","47

Movie","Actress

",,,
802,faris-anna-medium.jpg,,https://www.famousbirthdays.com/thumbnails/faris-anna-medium.jpg,"
38


Trish","Stratus,","47

Wrestler

",,,,
803,rule-ja-medium.jpg,,https://www.famousbirthdays.com/thumbnails/rule-ja-medium.jpg,"
39


Heather",O'Rourke,"(1975-1988)

Movie","Actress

",,,
804,farrell-colin-medium.jpg,,https://www.famousbirthdays.com/thumbnails/farrell-colin-medium.jpg,"
40


Liz","Truss,","47

Politician

",,,,
805,kartel-vybz-medium.jpg,,https://www.famousbirthdays.com/thumbnails/kartel-vybz-medium.jpg,"
41


Russell","Brand,","47

Movie","Actor

",,,
806,bohen-ian-medium.jpg,,https://www.famousbirthdays.com/thumbnails/bohen-ian-medium.jpg,"
42


Zach","Braff,","47

TV","Actor

",,,
807,baker-troy-medium.jpg,,https://www.famousbirthdays.com/thumbnails/baker-troy-medium.jpg,"
43


Mark","Ronson,","47

Music","Producer

",,,
808,prinze-freddie-medium.jpg,,https://www.famousbirthdays.com/thumbnails/prinze-freddie-medium.jpg,"
44


Taika","Waititi,","47

Director

",,,,
809,bernthal-jon-medium.jpg,,https://www.famousbirthdays.com/thumbnails/bernthal-jon-medium.jpg,"
45


Linda","Cardellini,","47

TV","Actress

",,,
810,duncan-tim-medium.jpg,,https://www.famousbirthdays.com/thumbnails/duncan-tim-medium.jpg,"
46


Joey",Jordison,"(1975-2021)

Drummer

",,,,
811,jones-jim-medium.jpg,,https://www.famousbirthdays.com/thumbnails/jones-jim-medium.jpg,"
47


Evelyn","Lozada,","47

Reality","Star

",,,
812,pataky-elsa-medium.jpg,,https://www.famousbirthdays.com/thumbnails/pataky-elsa-medium.jpg,"
48


Jesse",Tyler,"Ferguson,","47

TV","Actor

",,
813,plies-medium.jpg,,https://www.famousbirthdays.com/thumbnails/plies-medium.jpg,1975,Movies,,,,,
814,hart-melissa-medium.jpg,,https://www.famousbirthdays.com/thumbnails/hart-melissa-medium.jpg,1975,Shows,,,,,
815,mustard-donald-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mustard-donald-medium.jpg,Died,in,1975,,,,
816,west-kanye-medium.jpg,,https://www.famousbirthdays.com/thumbnails/west-kanye-medium.jpg,"
1


Ryan","Reynolds,","46

Movie","Actor

",,,
817,cena-john-medium.jpg,,https://www.famousbirthdays.com/thumbnails/cena-john-medium.jpg,"
2


Chadwick",Boseman,"(1976-2020)

Movie","Actor

",,,
818,shakira-medium.jpg,,https://www.famousbirthdays.com/thumbnails/shakira-medium.jpg,"
3


Candace","Cameron-Bure,","46

TV","Actress

",,,
819,brady-tom-medium.jpg,,https://www.famousbirthdays.com/thumbnails/brady-tom-medium.jpg,"
4


Luke","Bryan,","46

Country","Singer

",,,
820,way-gerard-medium.jpg,,https://www.famousbirthdays.com/thumbnails/way-gerard-medium.jpg,"
5


Blake","Shelton,","46

Country","Singer

",,,
821,yankee-daddy-medium.jpg,,https://www.famousbirthdays.com/thumbnails/yankee-daddy-medium.jpg,"
6


Reese","Witherspoon,","46

Movie","Actress

",,,
822,lukasiak-christi-medium.jpg,,https://www.famousbirthdays.com/thumbnails/lukasiak-christi-medium.jpg,"
7


Benedict","Cumberbatch,","46

Movie","Actor

",,,
823,bloom-orlando-medium.jpg,,https://www.famousbirthdays.com/thumbnails/bloom-orlando-medium.jpg,"
8


Daniel","Gillies,","46

TV","Actor

",,,
824,mclaughlin-rhett-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mclaughlin-rhett-medium.jpg,"
9


Cillian","Murphy,","46

Movie","Actor

",,,
825,thinknoodles-medium.jpg,,https://www.famousbirthdays.com/thumbnails/thinknoodles-medium.jpg,"
10


Gabriel","Iglesias,","46

Comedian

",,,,
826,psy-medium.jpg,,https://www.famousbirthdays.com/thumbnails/psy-medium.jpg,"
11


Rick","Ross,","46

Rapper

",,,,
827,murphy-brittany-medium.jpg,,https://www.famousbirthdays.com/thumbnails/murphy-brittany-medium.jpg,"
12


Tiffany","Nelson,","46

YouTube","Star

",,,
828,mayweather-floyd-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mayweather-floyd-medium.jpg,"
13


Peyton","Manning,","46

Football","Player

",,,
829,mayer-john-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mayer-john-medium.jpg,"
14


Jonathan",Brandis,"(1976-2003)

Movie","Actor

",,,
830,hardy-tom-medium.jpg,,https://www.famousbirthdays.com/thumbnails/hardy-tom-medium.jpg,"
15


Sam","Worthington,","46

Movie","Actor

",,,
831,trainor-jerry-tvactor-medium.jpg,,https://www.famousbirthdays.com/thumbnails/trainor-jerry-tvactor-medium.jpg,"
16


Chauncey","Billups,","46

Basketball","Player

",,,
832,martin-chris-medium.jpg,,https://www.famousbirthdays.com/thumbnails/martin-chris-medium.jpg,"
17


Chester",Bennington,"(1976-2017)

Rock","Singer

",,,
833,lesnar-brock-medium.jpg,,https://www.famousbirthdays.com/thumbnails/lesnar-brock-medium.jpg,"
18


Sal","Vulcano,","46

Comedian

",,,,
834,ludacris-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ludacris-medium.jpg,"
19


Alicia","Silverstone,","46

Movie","Actress

",,,
835,chainz-2-medium.jpg,,https://www.famousbirthdays.com/thumbnails/chainz-2-medium.jpg,"
20


Joe","Gatto,","46

Comedian

",,,,
836,earles-jason-medium.jpg,,https://www.famousbirthdays.com/thumbnails/earles-jason-medium.jpg,"
21


Andrea","Barber,","46

TV","Actress

",,,
837,trump-donald-businessexecutive-medium.jpg,,https://www.famousbirthdays.com/thumbnails/trump-donald-businessexecutive-medium.jpg,"
22


Brian","Quinn,","46

Comedian

",,,,
838,singh-varli-medium.jpg,,https://www.famousbirthdays.com/thumbnails/singh-varli-medium.jpg,"
23


James","Murray,","46

Comedian

",,,,
839,ehbee-andres-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ehbee-andres-medium.jpg,"
24


Ronaldo,","46

Soccer","Player

",,,,
840,aldean-jason-medium.jpg,,https://www.famousbirthdays.com/thumbnails/aldean-jason-medium.jpg,"
25


Stacey","Ketchman,","46

TikTok","Star

",,,
841,ventimiglia-milo-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ventimiglia-milo-medium.jpg,"
26


Isla","Fisher,","46

Movie","Actress

",,,
842,styles-a.j.-medium.jpg,,https://www.famousbirthdays.com/thumbnails/styles-a.j.-medium.jpg,"
27


Vice","Ganda,","46

Comedian

",,,,
843,hardy-jeff-medium.jpg,,https://www.famousbirthdays.com/thumbnails/hardy-jeff-medium.jpg,"
28


Stephanie","McMahon,","46

Wrestler

",,,,
844,kumar-bhushan-medium.jpg,,https://www.famousbirthdays.com/thumbnails/kumar-bhushan-medium.jpg,"
29


Kandi","Burruss,","46

R&B","Singer

",,,
845,braxton-tamar-medium.jpg,,https://www.famousbirthdays.com/thumbnails/braxton-tamar-medium.jpg,"
30


Jessica","Capshaw,","46

TV","Actress

",,,
846,chastain-jessica-medium.jpg,,https://www.famousbirthdays.com/thumbnails/chastain-jessica-medium.jpg,"
31


Rasheeda,","46

Rapper

",,,,,
847,parrilla-lana-medium.jpg,,https://www.famousbirthdays.com/thumbnails/parrilla-lana-medium.jpg,"
32


Jaleel","White,","46

TV","Actor

",,,
848,4kpapi-medium.jpg,,https://www.famousbirthdays.com/thumbnails/4kpapi-medium.jpg,"
33


Andy","Milonakis,","46

TV","Actor

",,,
849,telgemeier-raina-medium.jpg,,https://www.famousbirthdays.com/thumbnails/telgemeier-raina-medium.jpg,"
34


Trina,","46

Rapper

",,,,,
850,thicke-robin-medium.jpg,,https://www.famousbirthdays.com/thumbnails/thicke-robin-medium.jpg,"
35


Anna","Faris,","46

Movie","Actress

",,,
851,dyer-danny-medium.jpg,,https://www.famousbirthdays.com/thumbnails/dyer-danny-medium.jpg,"
36


Ja","Rule,","46

Rapper

",,,,
852,gellar-s-medium.jpg,,https://www.famousbirthdays.com/thumbnails/gellar-s-medium.jpg,"
37


Colin","Farrell,","46

Movie","Actor

",,,
853,valastro-buddy-medium.jpg,,https://www.famousbirthdays.com/thumbnails/valastro-buddy-medium.jpg,"
38


Vybz","Kartel,","47

Reggae","Singer

",,,
854,gampp-yolanda-medium.jpg,,https://www.famousbirthdays.com/thumbnails/gampp-yolanda-medium.jpg,"
39


Ian","Bohen,","46

TV","Actor

",,,
855,carter-vince-medium.jpg,,https://www.famousbirthdays.com/thumbnails/carter-vince-medium.jpg,"
40


Troy","Baker,","46

Voice","Actor

",,,
856,green-john-medium.jpg,,https://www.famousbirthdays.com/thumbnails/green-john-medium.jpg,"
41


Freddie",Prinze,"Jr.,","46

Movie","Actor

",,
857,portnoy-david-medium.jpg,,https://www.famousbirthdays.com/thumbnails/portnoy-david-medium.jpg,"
42


Jon","Bernthal,","46

TV","Actor

",,,
858,jensen-rob-medium.jpg,,https://www.famousbirthdays.com/thumbnails/jensen-rob-medium.jpg,"
43


Tim","Duncan,","46

Basketball","Player

",,,
859,rich-kendal-medium.jpg,,https://www.famousbirthdays.com/thumbnails/rich-kendal-medium.jpg,"
44


Jim","Jones,","46

Rapper

",,,,
860,jeezy-young-medium.jpg,,https://www.famousbirthdays.com/thumbnails/jeezy-young-medium.jpg,"
45


Elsa","Pataky,","46

Model

",,,,
861,bomer-matt-medium.jpg,,https://www.famousbirthdays.com/thumbnails/bomer-matt-medium.jpg,"
46


Plies,","46

Rapper

",,,,,
862,aoki-steve-medium.jpg,,https://www.famousbirthdays.com/thumbnails/aoki-steve-medium.jpg,"
47


Melissa",Joan,"Hart,","46

TV","Actress

",,
863,toro-ray-medium.jpg,,https://www.famousbirthdays.com/thumbnails/toro-ray-medium.jpg,"
48


Donald","Mustard,","46

Game","Designer

",,,
864,bryant-kobe-medium.jpg,,https://www.famousbirthdays.com/thumbnails/bryant-kobe-medium.jpg,1976,Movies,,,,,
865,somerhalder-ian-medium.jpg,,https://www.famousbirthdays.com/thumbnails/somerhalder-ian-medium.jpg,1976,Shows,,,,,
866,corden-james-medium.jpg,,https://www.famousbirthdays.com/thumbnails/corden-james-medium.jpg,Died,in,1976,,,,
867,ackles-jensen-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ackles-jensen-medium.jpg,"
1


Kanye","West,","45

Rapper

",,,,
868,mowry-actress-tia-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mowry-actress-tia-medium.jpg,"
2


John","Cena,","45

Wrestler

",,,,
869,usher-medium.jpg,,https://www.famousbirthdays.com/thumbnails/usher-medium.jpg,"
3


Shakira,","45

Pop","Singer

",,,,
870,legend-john-medium.jpg,,https://www.famousbirthdays.com/thumbnails/legend-john-medium.jpg,"
4


Tom","Brady,","45

Football","Player

",,,
871,saldana-zoe-medium.jpg,,https://www.famousbirthdays.com/thumbnails/saldana-zoe-medium.jpg,"
5


Gerard","Way,","45

Rock","Singer

",,,
872,samberg-andy-medium.jpg,,https://www.famousbirthdays.com/thumbnails/samberg-andy-medium.jpg,"
6


Daddy","Yankee,","45

Reggaeton","Singer

",,,
873,franco-james-medium.jpg,,https://www.famousbirthdays.com/thumbnails/franco-james-medium.jpg,"
7


Christi","Lukasiak,","45

Reality","Star

",,,
874,kutcher-ashton-medium.jpg,,https://www.famousbirthdays.com/thumbnails/kutcher-ashton-medium.jpg,"
8


Orlando","Bloom,","46

Movie","Actor

",,,
875,mcadams-rachel-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mcadams-rachel-medium.jpg,"
9


Rhett","McLaughlin,","45

YouTube","Star

",,,
876,neal-charles-medium.jpg,,https://www.famousbirthdays.com/thumbnails/neal-charles-medium.jpg,"
10


Thinknoodles,","45

YouTube","Star

",,,,
877,cawthon-scott-medium.jpg,,https://www.famousbirthdays.com/thumbnails/cawthon-scott-medium.jpg,"
11


Psy,","45

Pop","Singer

",,,,
878,scherzinger-nicole-medium.jpg,,https://www.famousbirthdays.com/thumbnails/scherzinger-nicole-medium.jpg,"
12


Brittany",Murphy,"(1977-2009)

Movie","Actress

",,,
879,dixon-alesha-medium.jpg,,https://www.famousbirthdays.com/thumbnails/dixon-alesha-medium.jpg,"
13


Floyd",Mayweather,"Jr.,","45

Boxer

",,,
880,fonsi-luis-medium.jpg,,https://www.famousbirthdays.com/thumbnails/fonsi-luis-medium.jpg,"
14


John","Mayer,","45

Rock","Singer

",,,
881,christie-gwendoline-movieactress-medium.jpg,,https://www.famousbirthdays.com/thumbnails/christie-gwendoline-movieactress-medium.jpg,"
15


Tom","Hardy,","45

Movie","Actor

",,,
882,mowry-tamera-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mowry-tamera-medium.jpg,"
16


Jerry","Trainor,","45

TV","Actor

",,,
883,mackie-anthony-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mackie-anthony-medium.jpg,"
17


Chris","Martin,","45

Pop","Singer

",,,
884,ellis-tom-medium.jpg,,https://www.famousbirthdays.com/thumbnails/ellis-tom-medium.jpg,"
18


Brock","Lesnar,","45

Wrestler

",,,,
885,mani-mandana-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mani-mandana-medium.jpg,"
19


Ludacris,","45

Rapper

",,,,,
886,mitchell-kel-medium.jpg,,https://www.famousbirthdays.com/thumbnails/mitchell-kel-medium.jpg,"
20


2","Chainz,","45

Rapper

",,,,
887,vitar-mike-medium.jpg,,https://www.famousbirthdays.com/thumbnails/vitar-mike-medium.jpg,"
21


Jason","Earles,","45

TV","Actor

",,,
888,hilton-perez-medium.jpg,,https://www.famousbirthdays.com/thumbnails/hilton-perez-medium.jpg,"
22


Donald",Trump,"Jr.,","45	

Business","Executive

",,
