Decade,Year,Sex,Rank,Name,Count,Data_Revision_Date
10s,2012,Female,13,natalie,1290,11/7/2022
10s,2012,Female,14,elizabeth,1095,11/7/2022
10s,2012,Female,15,chloe,1092,11/7/2022
10s,2012,Female,16,evelyn,1038,11/7/2022
10s,2012,Female,17,genesis,1029,11/7/2022
10s,2012,Female,18,ashley,998,11/7/2022
10s,2012,Female,19,madison,986,11/7/2022
10s,2012,Female,19,zoe,986,11/7/2022
10s,2012,Female,21,charlotte,911,11/7/2022
10s,2012,Female,22,hailey,899,11/7/2022
10s,2012,Female,23,melanie,886,11/7/2022
10s,2012,Female,24,audrey,855,11/7/2022
10s,2012,Female,25,kimberly,850,11/7/2022
10s,2012,Male,1,jacob,2959,11/7/2022
10s,2012,Male,2,jayden,2850,11/7/2022
10s,2012,Male,3,ethan,2665,11/7/2022
10s,2012,Male,4,daniel,2661,11/7/2022
10s,2012,Male,5,matthew,2624,11/7/2022
10s,2012,Male,6,noah,2502,11/7/2022
10s,2012,Male,7,alexander,2415,11/7/2022
10s,2012,Male,8,anthony,2412,11/7/2022
10s,2012,Male,9,nathan,2230,11/7/2022
10s,2012,Male,10,david,2147,11/7/2022
10s,2012,Male,11,andrew,2138,11/7/2022
10s,2012,Male,12,michael,1988,11/7/2022
10s,2012,Male,13,aiden,1982,11/7/2022
10s,2012,Male,14,angel,1946,11/7/2022
10s,2012,Male,15,isaac,1859,11/7/2022
10s,2012,Male,16,julian,1844,11/7/2022
10s,2012,Male,17,mason,1825,11/7/2022
10s,2012,Male,18,adrian,1787,11/7/2022
10s,2012,Male,19,jonathan,1728,11/7/2022
10s,2012,Male,20,christopher,1716,11/7/2022
10s,2012,Male,21,joshua,1715,11/7/2022
10s,2012,Male,22,benjamin,1671,11/7/2022
10s,2012,Male,23,joseph,1635,11/7/2022
10s,2012,Male,24,liam,1608,11/7/2022
10s,2012,Male,25,jose,1571,11/7/2022
10s,2013,Female,1,sophia,3447,11/7/2022
10s,2013,Female,2,isabella,2777,11/7/2022
10s,2013,Female,3,mia,2586,11/7/2022
10s,2013,Female,4,emma,2477,11/7/2022
10s,2013,Female,5,emily,2280,11/7/2022
10s,2013,Female,6,olivia,2152,11/7/2022
10s,2013,Female,7,sofia,1977,11/7/2022
10s,2013,Female,8,abigail,1490,11/7/2022
10s,2013,Female,9,camila,1484,11/7/2022
10s,2013,Female,10,samantha,1403,11/7/2022
10s,2013,Female,11,victoria,1379,11/7/2022
10s,2013,Female,12,ava,1341,11/7/2022
10s,2013,Female,13,natalie,1138,11/7/2022
10s,2013,Female,14,elizabeth,1058,11/7/2022
10s,2013,Female,15,charlotte,1057,11/7/2022
10s,2013,Female,16,chloe,1044,11/7/2022
10s,2013,Female,17,genesis,1004,11/7/2022
10s,2013,Female,18,audrey,992,11/7/2022
10s,2013,Female,19,madison,973,11/7/2022
10s,2013,Female,20,evelyn,959,11/7/2022
10s,2013,Female,21,zoe,894,11/7/2022
10s,2013,Female,22,melanie,876,11/7/2022
10s,2013,Female,23,grace,870,11/7/2022
10s,2013,Female,24,alexa,824,11/7/2022
10s,2013,Female,25,scarlett,820,11/7/2022
10s,2013,Male,1,jacob,2879,11/7/2022
10s,2013,Male,2,ethan,2655,11/7/2022
10s,2013,Male,3,daniel,2598,11/7/2022
10s,2013,Male,4,jayden,2576,11/7/2022
10s,2013,Male,5,matthew,2553,11/7/2022
10s,2013,Male,6,noah,2542,11/7/2022
10s,2013,Male,7,alexander,2374,11/7/2022
10s,2013,Male,8,anthony,2225,11/7/2022
10s,2013,Male,9,nathan,2075,11/7/2022
10s,2013,Male,10,david,2039,11/7/2022
10s,2013,Male,11,michael,1969,11/7/2022
10s,2013,Male,12,andrew,1919,11/7/2022
10s,2013,Male,13,julian,1858,11/7/2022
10s,2013,Male,14,benjamin,1844,11/7/2022
10s,2013,Male,15,isaac,1763,11/7/2022
10s,2013,Male,16,aiden,1761,11/7/2022
10s,2013,Male,17,angel,1758,11/7/2022
10s,2013,Male,18,mason,1740,11/7/2022
10s,2013,Male,19,liam,1692,11/7/2022
10s,2013,Male,20,adrian,1677,11/7/2022
10s,2013,Male,21,sebastian,1661,11/7/2022
10s,2013,Male,22,dylan,1631,11/7/2022
10s,2013,Male,23,joshua,1616,11/7/2022
10s,2013,Male,24,joseph,1535,11/7/2022
10s,2013,Male,25,aaron,1519,11/7/2022
10s,2013,Male,25,jonathan,1519,11/7/2022
10s,2014,Female,1,sophia,3174,11/7/2022
10s,2014,Female,2,isabella,2713,11/7/2022
10s,2014,Female,3,emma,2675,11/7/2022
10s,2014,Female,4,mia,2619,11/7/2022
10s,2014,Female,5,olivia,2411,11/7/2022
10s,2014,Female,6,emily,2267,11/7/2022
10s,2014,Female,7,sofia,2094,11/7/2022
10s,2014,Female,8,victoria,1701,11/7/2022
10s,2014,Female,9,abigail,1524,11/7/2022
10s,2014,Female,10,camila,1482,11/7/2022
10s,2014,Female,11,ava,1434,11/7/2022
10s,2014,Female,12,samantha,1194,11/7/2022
10s,2014,Female,13,charlotte,1122,11/7/2022
10s,2014,Female,14,evelyn,1110,11/7/2022
10s,2014,Female,15,elizabeth,1085,11/7/2022
10s,2014,Female,16,natalie,1066,11/7/2022
10s,2014,Female,17,chloe,1051,11/7/2022
10s,2014,Female,18,madison,988,11/7/2022
10s,2014,Female,19,genesis,973,11/7/2022
10s,2014,Female,20,scarlett,966,11/7/2022
10s,2014,Female,21,grace,949,11/7/2022
10s,2014,Female,22,zoe,923,11/7/2022
10s,2014,Female,23,melanie,918,11/7/2022
10s,2014,Female,24,allison,905,11/7/2022
10s,2014,Female,25,audrey,902,11/7/2022
10s,2014,Male,1,noah,2766,11/7/2022
10s,2014,Male,2,jacob,2694,11/7/2022
10s,2014,Male,3,ethan,2561,11/7/2022
10s,2014,Male,4,daniel,2550,11/7/2022
10s,2014,Male,5,alexander,2485,11/7/2022
10s,2014,Male,6,matthew,2468,11/7/2022
10s,2014,Male,7,jayden,2366,11/7/2022
10s,2014,Male,8,anthony,2074,11/7/2022
10s,2014,Male,9,sebastian,2029,11/7/2022
10s,2014,Male,10,david,2004,11/7/2022
10s,2014,Male,11,michael,1989,11/7/2022
10s,2014,Male,12,julian,1906,11/7/2022
10s,2014,Male,13,andrew,1904,11/7/2022
10s,2014,Male,14,benjamin,1873,11/7/2022
10s,2014,Male,15,aiden,1867,11/7/2022
10s,2014,Male,16,nathan,1865,11/7/2022
10s,2014,Male,17,liam,1861,11/7/2022
10s,2014,Male,18,mason,1819,11/7/2022
10s,2014,Male,19,isaac,1795,11/7/2022
10s,2014,Male,20,angel,1650,11/7/2022
10s,2014,Male,21,aaron,1649,11/7/2022
10s,2014,Male,22,dylan,1647,11/7/2022
10s,2014,Male,23,james,1583,11/7/2022
10s,2014,Male,24,adrian,1576,11/7/2022
10s,2014,Male,25,logan,1546,11/7/2022
10s,2015,Female,1,sophia,2944,11/7/2022
10s,2015,Female,2,mia,2856,11/7/2022
10s,2015,Female,3,emma,2707,11/7/2022
10s,2015,Female,4,olivia,2515,11/7/2022
10s,2015,Female,5,isabella,2392,11/7/2022
10s,2015,Female,6,emily,2142,11/7/2022
10s,2015,Female,7,sofia,2014,11/7/2022
10s,2015,Female,8,abigail,1764,11/7/2022
10s,2015,Female,9,victoria,1570,11/7/2022
10s,2015,Female,10,ava,1535,11/7/2022
10s,2015,Female,11,alexa,1435,11/7/2022
10s,2015,Female,12,camila,1408,11/7/2022
10s,2015,Female,13,charlotte,1338,11/7/2022
10s,2015,Female,14,samantha,1110,11/7/2022
10s,2015,Female,15,evelyn,1063,11/7/2022
10s,2015,Female,16,scarlett,1054,11/7/2022
10s,2015,Female,17,madison,1032,11/7/2022
10s,2015,Female,18,elizabeth,992,11/7/2022
10s,2015,Female,19,penelope,989,11/7/2022
10s,2015,Female,20,zoe,957,11/7/2022
10s,2015,Female,21,chloe,950,11/7/2022
10s,2015,Female,22,natalie,938,11/7/2022
10s,2015,Female,23,avery,923,11/7/2022
10s,2015,Female,24,allison,902,11/7/2022
10s,2015,Female,25,aria,897,11/7/2022
10s,2015,Female,25,grace,897,11/7/2022
10s,2015,Male,1,noah,2754,11/7/2022
10s,2015,Male,2,jacob,2549,11/7/2022
10s,2015,Male,3,daniel,2468,11/7/2022
10s,2015,Male,4,ethan,2466,11/7/2022
10s,2015,Male,5,matthew,2423,11/7/2022
10s,2015,Male,6,alexander,2304,11/7/2022
10s,2015,Male,7,jayden,2134,11/7/2022
10s,2015,Male,8,sebastian,2073,11/7/2022
10s,2015,Male,9,liam,2023,11/7/2022
10s,2015,Male,10,david,1932,11/7/2022
10s,2015,Male,11,julian,1900,11/7/2022
10s,2015,Male,12,aiden,1896,11/7/2022
10s,2015,Male,13,michael,1857,11/7/2022
10s,2015,Male,14,nathan,1855,11/7/2022
10s,2015,Male,15,benjamin,1819,11/7/2022
10s,2015,Male,16,anthony,1766,11/7/2022
10s,2015,Male,17,isaac,1714,11/7/2022
10s,2015,Male,18,mason,1694,11/7/2022
10s,2015,Male,19,dylan,1681,11/7/2022
10s,2015,Male,20,andrew,1607,11/7/2022
10s,2015,Male,21,james,1537,11/7/2022
10s,2015,Male,22,angel,1534,11/7/2022
10s,2015,Male,23,joseph,1518,11/7/2022
10s,2015,Male,24,adrian,1517,11/7/2022
10s,2015,Male,25,elijah,1509,11/7/2022
10s,2016,Female,1,mia,2792,11/7/2022
10s,2016,Female,2,sophia,2749,11/7/2022
10s,2016,Female,3,emma,2599,11/7/2022
10s,2016,Female,4,olivia,2537,11/7/2022
10s,2016,Female,5,isabella,2346,11/7/2022
10s,2016,Female,6,emily,1948,11/7/2022
10s,2016,Female,7,sofia,1897,11/7/2022
10s,2016,Female,8,camila,1645,11/7/2022
10s,2016,Female,9,ava,1609,11/7/2022
10s,2016,Female,10,abigail,1586,11/7/2022
10s,2016,Female,11,victoria,1552,11/7/2022
10s,2016,Female,12,charlotte,1378,11/7/2022
10s,2016,Female,13,evelyn,1185,11/7/2022
10s,2016,Female,14,scarlett,1114,11/7/2022
10s,2016,Female,15,penelope,1059,11/7/2022
10s,2016,Female,16,amelia,1055,11/7/2022
10s,2016,Female,17,alexa,1025,11/7/2022
10s,2016,Female,18,elizabeth,1020,11/7/2022
10s,2016,Female,19,samantha,1009,11/7/2022
10s,2016,Female,20,aria,1004,11/7/2022
10s,2016,Female,21,chloe,978,11/7/2022
10s,2016,Female,22,avery,961,11/7/2022
10s,2016,Female,23,madison,916,11/7/2022
10s,2016,Female,24,zoe,909,11/7/2022
10s,2016,Female,25,genesis,898,11/7/2022
10s,2016,Male,1,noah,2687,11/7/2022
10s,2016,Male,2,matthew,2410,11/7/2022
10s,2016,Male,3,ethan,2329,11/7/2022
10s,2016,Male,4,daniel,2292,11/7/2022
10s,2016,Male,5,sebastian,2265,11/7/2022
10s,2016,Male,6,jacob,2260,11/7/2022
10s,2016,Male,7,alexander,2218,11/7/2022
10s,2016,Male,8,julian,2040,11/7/2022
10s,2016,Male,9,liam,2028,11/7/2022
10s,2016,Male,10,benjamin,1914,11/7/2022
10s,2016,Male,11,jayden,1850,11/7/2022
10s,2016,Male,12,mateo,1848,11/7/2022
10s,2016,Male,13,michael,1764,11/7/2022
10s,2016,Male,14,aiden,1748,11/7/2022
10s,2016,Male,15,david,1712,11/7/2022
10s,2016,Male,16,nathan,1693,11/7/2022
10s,2016,Male,17,anthony,1654,11/7/2022
10s,2016,Male,18,lucas,1635,11/7/2022
10s,2016,Male,19,james,1628,11/7/2022
10s,2016,Male,20,elijah,1568,11/7/2022
10s,2016,Male,21,isaac,1566,11/7/2022
10s,2016,Male,22,aaron,1556,11/7/2022
10s,2016,Male,23,oliver,1547,11/7/2022
10s,2016,Male,24,dylan,1531,11/7/2022
10s,2016,Male,25,mason,1521,11/7/2022
10s,2017,Female,1,emma,2734,11/7/2022
10s,2017,Female,2,mia,2581,11/7/2022
10s,2017,Female,3,olivia,2479,11/7/2022
10s,2017,Female,4,sophia,2436,11/7/2022
10s,2017,Female,5,isabella,2342,11/7/2022
10s,2017,Female,6,emily,1805,11/7/2022
10s,2017,Female,7,camila,1782,11/7/2022
10s,2017,Female,8,sofia,1677,11/7/2022
10s,2017,Female,9,abigail,1544,11/7/2022
10s,2017,Female,10,ava,1524,11/7/2022
10s,2017,Female,11,victoria,1487,11/7/2022
10s,2017,Female,12,charlotte,1387,11/7/2022
10s,2017,Female,13,evelyn,1171,11/7/2022
10s,2017,Female,14,luna,1150,11/7/2022
10s,2017,Female,15,scarlett,1104,11/7/2022
10s,2017,Female,16,penelope,1086,11/7/2022
10s,2017,Female,17,amelia,1072,11/7/2022
10s,2017,Female,18,aria,1064,11/7/2022
10s,2017,Female,19,mila,1052,11/7/2022
10s,2017,Female,20,elizabeth,967,11/7/2022
10s,2017,Female,21,chloe,949,11/7/2022
10s,2017,Female,22,zoe,886,11/7/2022
10s,2017,Female,23,grace,882,11/7/2022
10s,2017,Female,24,samantha,871,11/7/2022
10s,2017,Female,25,genesis,853,11/7/2022
10s,2017,Male,1,noah,2513,11/7/2022
10s,2017,Male,2,sebastian,2267,11/7/2022
10s,2017,Male,3,liam,2187,11/7/2022
10s,2017,Male,4,ethan,2147,11/7/2022
10s,2017,Male,5,matthew,2132,11/7/2022
10s,2017,Male,6,daniel,2088,11/7/2022
10s,2017,Male,7,jacob,2054,11/7/2022
10s,2017,Male,8,mateo,2007,11/7/2022
10s,2017,Male,9,alexander,1998,11/7/2022
10s,2017,Male,10,julian,1940,11/7/2022
10s,2017,Male,11,benjamin,1850,11/7/2022
10s,2017,Male,12,logan,1774,11/7/2022
10s,2017,Male,13,jayden,1688,11/7/2022
10s,2017,Male,14,lucas,1633,11/7/2022
10s,2017,Male,15,aiden,1632,11/7/2022
10s,2017,Male,16,oliver,1561,11/7/2022
10s,2017,Male,17,david,1553,11/7/2022
10s,2017,Male,18,aaron,1528,11/7/2022
10s,2017,Male,19,nathan,1518,11/7/2022
10s,2017,Male,20,dylan,1513,11/7/2022
10s,2017,Male,21,james,1508,11/7/2022
10s,2017,Male,22,michael,1507,11/7/2022
10s,2017,Male,23,elijah,1486,11/7/2022
10s,2017,Male,24,anthony,1439,11/7/2022
10s,2017,Male,25,isaac,1423,11/7/2022
10s,2018,Female,1,emma,2746,11/7/2022
10s,2018,Female,2,mia,2495,11/7/2022
10s,2018,Female,3,olivia,2465,11/7/2022
10s,2018,Female,4,isabella,2204,11/7/2022
10s,2018,Female,5,sophia,2158,11/7/2022
10s,2018,Female,6,camila,2086,11/7/2022
10s,2018,Female,7,sofia,1508,11/7/2022
10s,2018,Female,8,emily,1505,11/7/2022
10s,2018,Female,9,victoria,1463,11/7/2022
10s,2018,Female,10,luna,1444,11/7/2022
10s,2018,Female,11,ava,1391,11/7/2022
10s,2018,Female,12,abigail,1376,11/7/2022
10s,2018,Female,13,charlotte,1337,11/7/2022
10s,2018,Female,14,mila,1294,11/7/2022
10s,2018,Female,15,amelia,1207,11/7/2022
10s,2018,Female,16,evelyn,1157,11/7/2022
10s,2018,Female,17,aria,1080,11/7/2022
10s,2018,Female,18,penelope,1075,11/7/2022
10s,2018,Female,19,scarlett,954,11/7/2022
10s,2018,Female,20,chloe,924,11/7/2022
10s,2018,Female,21,ella,896,11/7/2022
10s,2018,Female,22,elizabeth,895,11/7/2022
10s,2018,Female,23,avery,849,11/7/2022
10s,2018,Female,24,zoe,839,11/7/2022
10s,2018,Female,25,genesis,810,11/7/2022
10s,2018,Male,1,noah,2578,11/7/2022
10s,2018,Male,2,liam,2415,11/7/2022
10s,2018,Male,3,sebastian,2217,11/7/2022
10s,2018,Male,4,mateo,2104,11/7/2022
10s,2018,Male,5,ethan,2060,11/7/2022
10s,2018,Male,6,daniel,1998,11/7/2022
10s,2018,Male,7,julian,1941,11/7/2022
10s,2018,Male,8,alexander,1908,11/7/2022
10s,2018,Male,9,benjamin,1768,11/7/2022
10s,2018,Male,10,jacob,1718,11/7/2022
10s,2018,Male,11,matthew,1703,11/7/2022
10s,2018,Male,12,lucas,1556,11/7/2022
10s,2018,Male,13,jayden,1548,11/7/2022
10s,2018,Male,14,oliver,1509,11/7/2022
10s,2018,Male,15,aiden,1479,11/7/2022
10s,2018,Male,16,james,1461,11/7/2022
10s,2018,Male,17,logan,1458,11/7/2022
10s,2018,Male,18,david,1457,11/7/2022
10s,2018,Male,19,elijah,1440,11/7/2022
10s,2018,Male,20,dylan,1371,11/7/2022
10s,2018,Male,21,michael,1354,11/7/2022
10s,2018,Male,22,nathan,1335,11/7/2022
10s,2018,Male,23,isaac,1328,11/7/2022
10s,2018,Male,24,william,1303,11/7/2022
10s,2018,Male,25,mason,1302,11/7/2022
10s,2019,Female,1,olivia,2613,11/7/2022
10s,2019,Female,2,emma,2403,11/7/2022
10s,2019,Female,3,mia,2364,11/7/2022
10s,2019,Female,4,sophia,2097,11/7/2022
10s,2019,Female,5,camila,2073,11/7/2022
10s,2019,Female,6,isabella,2018,11/7/2022
10s,2019,Female,7,luna,1509,11/7/2022
10s,2019,Female,8,emily,1473,11/7/2022
10s,2019,Female,9,ava,1420,11/7/2022
10s,2019,Female,10,sofia,1408,11/7/2022
10s,2019,Female,11,victoria,1326,11/7/2022
10s,2019,Female,12,abigail,1298,11/7/2022
10s,2019,Female,13,amelia,1278,11/7/2022
10s,2019,Female,14,charlotte,1225,11/7/2022
10s,2019,Female,15,mila,1219,11/7/2022
10s,2019,Female,16,evelyn,1167,11/7/2022
10s,2019,Female,17,penelope,1109,11/7/2022
10s,2019,Female,18,aria,1043,11/7/2022
10s,2019,Female,19,scarlett,957,11/7/2022
10s,2019,Female,20,ella,899,11/7/2022
10s,2019,Female,21,elizabeth,879,11/7/2022
10s,2019,Female,22,chloe,876,11/7/2022
10s,2019,Female,23,avery,830,11/7/2022
10s,2019,Female,24,zoe,829,11/7/2022
10s,2019,Female,25,valentina,782,11/7/2022
10s,2019,Male,1,noah,2686,11/7/2022
10s,2019,Male,2,liam,2406,11/7/2022
10s,2019,Male,3,mateo,2222,11/7/2022
10s,2019,Male,4,sebastian,2154,11/7/2022
10s,2019,Male,5,ethan,2101,11/7/2022
10s,2019,Male,6,julian,1860,11/7/2022
10s,2019,Male,7,alexander,1838,11/7/2022
10s,2019,Male,8,benjamin,1760,11/7/2022
10s,2019,Male,9,daniel,1747,11/7/2022
10s,2019,Male,10,lucas,1724,11/7/2022
10s,2019,Male,11,jacob,1661,11/7/2022
10s,2019,Male,12,oliver,1613,11/7/2022
10s,2019,Male,13,matthew,1566,11/7/2022
10s,2019,Male,14,elijah,1513,11/7/2022
10s,2019,Male,15,jayden,1413,11/7/2022
10s,2019,Male,16,aiden,1405,11/7/2022
10s,2019,Male,17,santiago,1359,11/7/2022
10s,2019,Male,18,james,1354,11/7/2022
10s,2019,Male,19,isaac,1320,11/7/2022
10s,2019,Male,20,logan,1277,11/7/2022
10s,2019,Male,21,david,1256,11/7/2022
10s,2019,Male,22,michael,1238,11/7/2022
10s,2019,Male,23,mason,1233,11/7/2022
10s,2019,Male,24,anthony,1226,11/7/2022
10s,2019,Male,25,dylan,1203,11/7/2022
20s,2020,Female,1,olivia,2352,11/7/2022
20s,2020,Female,2,camila,2192,11/7/2022
20s,2020,Female,3,emma,2117,11/7/2022
20s,2020,Female,4,mia,2047,11/7/2022
20s,2020,Female,5,sophia,2001,11/7/2022
20s,2020,Female,6,isabella,1874,11/7/2022
20s,2020,Female,7,gianna,1532,11/7/2022
20s,2020,Female,8,luna,1468,11/7/2022
20s,2020,Female,9,sofia,1282,11/7/2022
20s,2020,Female,10,amelia,1255,11/7/2022
20s,2020,Female,11,emily,1249,11/7/2022
20s,2020,Female,12,ava,1230,11/7/2022
20s,2020,Female,13,charlotte,1182,11/7/2022
20s,2020,Female,14,abigail,1067,11/7/2022
20s,2020,Female,15,victoria,1041,11/7/2022
20s,2020,Female,16,evelyn,1017,11/7/2022
20s,2020,Female,17,mila,1008,11/7/2022
20s,2020,Female,18,penelope,969,11/7/2022
20s,2020,Female,19,aria,935,11/7/2022
20s,2020,Female,20,natalia,854,11/7/2022
20s,2020,Female,21,chloe,814,11/7/2022
20s,2020,Female,22,scarlett,813,11/7/2022
20s,2020,Female,23,ella,810,11/7/2022
20s,2020,Female,24,zoe,783,11/7/2022
20s,2020,Female,25,layla,745,11/7/2022
20s,2020,Male,1,noah,2640,11/7/2022
20s,2020,Male,2,liam,2429,11/7/2022
20s,2020,Male,3,mateo,2078,11/7/2022
20s,2020,Male,4,sebastian,2000,11/7/2022
20s,2020,Male,5,julian,1688,11/7/2022
20s,2020,Male,6,ethan,1657,11/7/2022
20s,2020,Male,7,benjamin,1648,11/7/2022
20s,2020,Male,8,elijah,1595,11/7/2022
20s,2020,Male,9,alexander,1591,11/7/2022
20s,2020,Male,10,oliver,1541,11/7/2022
20s,2020,Male,11,daniel,1490,11/7/2022
20s,2020,Male,12,lucas,1355,11/7/2022
20s,2020,Male,13,matthew,1345,11/7/2022
20s,2020,Male,14,jacob,1303,11/7/2022
20s,2020,Male,15,aiden,1273,11/7/2022
20s,2020,Male,16,santiago,1215,11/7/2022
20s,2020,Male,17,jayden,1206,11/7/2022
20s,2020,Male,18,david,1165,11/7/2022
20s,2020,Male,19,james,1156,11/7/2022
20s,2020,Male,20,logan,1153,11/7/2022
20s,2020,Male,21,ezekiel,1141,11/7/2022
20s,2020,Male,22,nathan,1099,11/7/2022
20s,2020,Male,23,adrian,1093,11/7/2022
20s,2020,Male,24,dylan,1085,11/7/2022
20s,2020,Male,25,michael,1077,11/7/2022
20s,2021,Female,1,olivia,2411,11/7/2022
20s,2021,Female,2,emma,2182,11/7/2022
20s,2021,Female,3,camila,2076,11/7/2022
20s,2021,Female,4,mia,2039,11/7/2022
20s,2021,Female,5,sophia,1821,11/7/2022
20s,2021,Female,6,isabella,1662,11/7/2022
20s,2021,Female,7,luna,1466,11/7/2022
20s,2021,Female,8,amelia,1375,11/7/2022
20s,2021,Female,9,sofia,1316,11/7/2022
20s,2021,Female,10,gianna,1292,11/7/2022
20s,2021,Female,11,ava,1269,11/7/2022
20s,2021,Female,12,charlotte,1145,11/7/2022
20s,2021,Female,13,emily,1098,11/7/2022
20s,2021,Female,14,mila,1072,11/7/2022
20s,2021,Female,15,aria,1002,11/7/2022
20s,2021,Female,16,evelyn,971,11/7/2022
20s,2021,Female,17,natalia,952,11/7/2022
20s,2021,Female,18,victoria,942,11/7/2022
20s,2021,Female,19,abigail,926,11/7/2022
20s,2021,Female,20,penelope,911,11/7/2022
20s,2021,Female,21,scarlett,833,11/7/2022
20s,2021,Female,22,chloe,784,11/7/2022
20s,2021,Female,23,layla,780,11/7/2022
20s,2021,Female,24,maya,776,11/7/2022
20s,2021,Female,25,zoe,770,11/7/2022
20s,2021,Male,1,noah,2621,11/7/2022
20s,2021,Male,2,liam,2487,11/7/2022
20s,2021,Male,3,mateo,2125,11/7/2022
20s,2021,Male,4,sebastian,2056,11/7/2022
20s,2021,Male,5,julian,1733,11/7/2022
20s,2021,Male,6,benjamin,1617,11/7/2022
20s,2021,Male,7,oliver,1534,11/7/2022
20s,2021,Male,8,elijah,1515,11/7/2022
20s,2021,Male,9,alexander,1495,11/7/2022
20s,2021,Male,10,daniel,1440,11/7/2022
20s,2021,Male,11,ethan,1419,11/7/2022
20s,2021,Male,12,lucas,1382,11/7/2022
20s,2021,Male,13,ezekiel,1284,11/7/2022
20s,2021,Male,14,santiago,1264,11/7/2022
20s,2021,Male,15,aiden,1241,11/7/2022
20s,2021,Male,16,jacob,1222,11/7/2022
20s,2021,Male,17,matthew,1181,11/7/2022
20s,2021,Male,18,james,1168,11/7/2022
20s,2021,Male,19,ezra,1134,11/7/2022
20s,2021,Male,20,levi,1097,11/7/2022
20s,2021,Male,21,michael,1093,11/7/2022
20s,2021,Male,22,jayden,1092,11/7/2022
20s,2021,Male,23,leo,1084,11/7/2022
20s,2021,Male,24,david,1074,11/7/2022
20s,2021,Male,25,adrian,1067,11/7/2022
