Decade,Year,Sex,Rank,Name,Count,Data_Revision_Date
80s,1989,Male,16,james,3054,11/7/2022
80s,1989,Male,17,justin,2980,11/7/2022
80s,1989,Male,18,john,2956,11/7/2022
80s,1989,Male,19,eric,2644,11/7/2022
80s,1989,Male,20,steven,2476,11/7/2022
80s,1989,Male,21,kyle,2369,11/7/2022
80s,1989,Male,22,alexander,2304,11/7/2022
80s,1989,Male,23,brian,2297,11/7/2022
80s,1989,Male,24,richard,2237,11/7/2022
80s,1989,Male,25,william,2204,11/7/2022
90s,1990,Female,1,jessica,6532,11/7/2022
90s,1990,Female,2,ashley,4464,11/7/2022
90s,1990,Female,3,stephanie,4007,11/7/2022
90s,1990,Female,4,amanda,3803,11/7/2022
90s,1990,Female,5,jennifer,3586,11/7/2022
90s,1990,Female,6,elizabeth,3121,11/7/2022
90s,1990,Female,7,sarah,2803,11/7/2022
90s,1990,Female,8,samantha,2750,11/7/2022
90s,1990,Female,9,brittany,2685,11/7/2022
90s,1990,Female,10,melissa,2422,11/7/2022
90s,1990,Female,11,michelle,2417,11/7/2022
90s,1990,Female,12,nicole,2301,11/7/2022
90s,1990,Female,13,maria,2291,11/7/2022
90s,1990,Female,14,vanessa,2206,11/7/2022
90s,1990,Female,15,lauren,2164,11/7/2022
90s,1990,Female,16,megan,1986,11/7/2022
90s,1990,Female,17,christina,1912,11/7/2022
90s,1990,Female,18,emily,1706,11/7/2022
90s,1990,Female,19,danielle,1691,11/7/2022
90s,1990,Female,20,alyssa,1630,11/7/2022
90s,1990,Female,21,rebecca,1553,11/7/2022
90s,1990,Female,22,laura,1535,11/7/2022
90s,1990,Female,23,rachel,1530,11/7/2022
90s,1990,Female,24,andrea,1426,11/7/2022
90s,1990,Female,25,amber,1415,11/7/2022
90s,1990,Male,1,michael,8093,11/7/2022
90s,1990,Male,2,christopher,6537,11/7/2022
90s,1990,Male,3,daniel,5692,11/7/2022
90s,1990,Male,4,david,5257,11/7/2022
90s,1990,Male,5,jose,4903,11/7/2022
90s,1990,Male,6,matthew,4805,11/7/2022
90s,1990,Male,7,andrew,4481,11/7/2022
90s,1990,Male,8,joshua,4223,11/7/2022
90s,1990,Male,9,jonathan,4040,11/7/2022
90s,1990,Male,10,anthony,3908,11/7/2022
90s,1990,Male,11,ryan,3615,11/7/2022
90s,1990,Male,12,robert,3561,11/7/2022
90s,1990,Male,13,joseph,3534,11/7/2022
90s,1990,Male,14,nicholas,3457,11/7/2022
90s,1990,Male,15,kevin,3262,11/7/2022
90s,1990,Male,16,james,3071,11/7/2022
90s,1990,Male,17,justin,2988,11/7/2022
90s,1990,Male,18,eric,2978,11/7/2022
90s,1990,Male,19,john,2878,11/7/2022
90s,1990,Male,20,juan,2737,11/7/2022
90s,1990,Male,21,kyle,2633,11/7/2022
90s,1990,Male,22,steven,2630,11/7/2022
90s,1990,Male,23,alexander,2536,11/7/2022
90s,1990,Male,24,brian,2325,11/7/2022
90s,1990,Male,25,luis,2268,11/7/2022
90s,1991,Female,1,jessica,6849,11/7/2022
90s,1991,Female,2,ashley,4185,11/7/2022
90s,1991,Female,3,stephanie,3981,11/7/2022
90s,1991,Female,4,jennifer,3523,11/7/2022
90s,1991,Female,5,amanda,3198,11/7/2022
90s,1991,Female,6,elizabeth,3081,11/7/2022
90s,1991,Female,7,samantha,2757,11/7/2022
90s,1991,Female,8,sarah,2700,11/7/2022
90s,1991,Female,9,melissa,2532,11/7/2022
90s,1991,Female,10,michelle,2282,11/7/2022
90s,1991,Female,11,maria,2273,11/7/2022
90s,1991,Female,12,brittany,2255,11/7/2022
90s,1991,Female,13,nicole,2170,11/7/2022
90s,1991,Female,14,vanessa,2164,11/7/2022
90s,1991,Female,15,lauren,1921,11/7/2022
90s,1991,Female,16,megan,1863,11/7/2022
90s,1991,Female,17,christina,1834,11/7/2022
90s,1991,Female,18,emily,1727,11/7/2022
90s,1991,Female,19,rachel,1634,11/7/2022
90s,1991,Female,20,danielle,1599,11/7/2022
90s,1991,Female,21,andrea,1501,11/7/2022
90s,1991,Female,22,laura,1492,11/7/2022
90s,1991,Female,23,jasmine,1482,11/7/2022
90s,1991,Female,24,rebecca,1459,11/7/2022
90s,1991,Female,25,alexandra,1457,11/7/2022
90s,1991,Male,1,michael,7456,11/7/2022
90s,1991,Male,2,christopher,5672,11/7/2022
90s,1991,Male,3,daniel,5412,11/7/2022
90s,1991,Male,4,jose,4986,11/7/2022
90s,1991,Male,5,david,4779,11/7/2022
90s,1991,Male,6,matthew,4414,11/7/2022
90s,1991,Male,7,andrew,4247,11/7/2022
90s,1991,Male,8,joshua,4222,11/7/2022
90s,1991,Male,9,anthony,4110,11/7/2022
90s,1991,Male,10,jonathan,4051,11/7/2022
90s,1991,Male,11,kevin,3526,11/7/2022
90s,1991,Male,12,joseph,3513,11/7/2022
90s,1991,Male,13,ryan,3281,11/7/2022
90s,1991,Male,14,robert,3190,11/7/2022
90s,1991,Male,15,nicholas,3188,11/7/2022
90s,1991,Male,16,james,2952,11/7/2022
90s,1991,Male,17,juan,2777,11/7/2022
90s,1991,Male,18,brandon,2736,11/7/2022
90s,1991,Male,19,eric,2732,11/7/2022
90s,1991,Male,20,alexander,2722,11/7/2022
90s,1991,Male,21,john,2668,11/7/2022
90s,1991,Male,22,justin,2575,11/7/2022
90s,1991,Male,23,kyle,2508,11/7/2022
90s,1991,Male,24,jacob,2413,11/7/2022
90s,1991,Male,25,steven,2404,11/7/2022
90s,1992,Female,1,jessica,6268,11/7/2022
90s,1992,Female,2,ashley,3926,11/7/2022
90s,1992,Female,3,stephanie,3771,11/7/2022
90s,1992,Female,4,jennifer,3356,11/7/2022
90s,1992,Female,5,elizabeth,2819,11/7/2022
90s,1992,Female,6,amanda,2776,11/7/2022
90s,1992,Female,7,sarah,2647,11/7/2022
90s,1992,Female,8,samantha,2501,11/7/2022
90s,1992,Female,9,michelle,2343,11/7/2022
90s,1992,Female,10,nicole,2315,11/7/2022
90s,1992,Female,11,maria,2273,11/7/2022
90s,1992,Female,12,melissa,2272,11/7/2022
90s,1992,Female,13,vanessa,2165,11/7/2022
90s,1992,Female,14,emily,1848,11/7/2022
90s,1992,Female,15,lauren,1824,11/7/2022
90s,1992,Female,16,brittany,1789,11/7/2022
90s,1992,Female,17,megan,1627,11/7/2022
90s,1992,Female,18,danielle,1618,11/7/2022
90s,1992,Female,19,andrea,1583,11/7/2022
90s,1992,Female,20,chelsea,1533,11/7/2022
90s,1992,Female,21,christina,1499,11/7/2022
90s,1992,Female,22,rachel,1475,11/7/2022
90s,1992,Female,23,alexandra,1463,11/7/2022
90s,1992,Female,24,rebecca,1406,11/7/2022
90s,1992,Female,25,katherine,1405,11/7/2022
90s,1992,Male,1,michael,6488,11/7/2022
90s,1992,Male,2,daniel,5303,11/7/2022
90s,1992,Male,3,christopher,5102,11/7/2022
90s,1992,Male,4,jose,4980,11/7/2022
90s,1992,Male,5,david,4748,11/7/2022
90s,1992,Male,6,andrew,4112,11/7/2022
90s,1992,Male,7,matthew,4008,11/7/2022
90s,1992,Male,8,anthony,3949,11/7/2022
90s,1992,Male,9,jonathan,3817,11/7/2022
90s,1992,Male,10,joshua,3725,11/7/2022
90s,1992,Male,11,kevin,3489,11/7/2022
90s,1992,Male,12,joseph,3179,11/7/2022
90s,1992,Male,13,ryan,3120,11/7/2022
90s,1992,Male,14,brandon,3108,11/7/2022
90s,1992,Male,15,nicholas,3053,11/7/2022
90s,1992,Male,16,juan,2838,11/7/2022
90s,1992,Male,17,robert,2824,11/7/2022
90s,1992,Male,18,alexander,2811,11/7/2022
90s,1992,Male,19,christian,2809,11/7/2022
90s,1992,Male,20,james,2685,11/7/2022
90s,1992,Male,21,john,2567,11/7/2022
90s,1992,Male,22,jacob,2500,11/7/2022
90s,1992,Male,23,eric,2496,11/7/2022
90s,1992,Male,23,tyler,2496,11/7/2022
90s,1992,Male,25,luis,2432,11/7/2022
90s,1993,Female,1,jessica,5509,11/7/2022
90s,1993,Female,2,ashley,3541,11/7/2022
90s,1993,Female,3,stephanie,3403,11/7/2022
90s,1993,Female,4,jennifer,2971,11/7/2022
90s,1993,Female,5,elizabeth,2593,11/7/2022
90s,1993,Female,6,samantha,2529,11/7/2022
90s,1993,Female,7,sarah,2521,11/7/2022
90s,1993,Female,8,amanda,2377,11/7/2022
90s,1993,Female,9,vanessa,2196,11/7/2022
90s,1993,Female,10,nicole,2163,11/7/2022
90s,1993,Female,11,michelle,2152,11/7/2022
90s,1993,Female,12,maria,2131,11/7/2022
90s,1993,Female,13,melissa,2110,11/7/2022
90s,1993,Female,14,emily,2070,11/7/2022
90s,1993,Female,15,jasmine,1883,11/7/2022
90s,1993,Female,16,taylor,1867,11/7/2022
90s,1993,Female,17,lauren,1735,11/7/2022
90s,1993,Female,18,brittany,1563,11/7/2022
90s,1993,Female,19,alexandra,1559,11/7/2022
90s,1993,Female,20,rachel,1540,11/7/2022
90s,1993,Female,21,victoria,1539,11/7/2022
90s,1993,Female,22,danielle,1533,11/7/2022
90s,1993,Female,23,andrea,1479,11/7/2022
90s,1993,Female,24,alyssa,1467,11/7/2022
90s,1993,Female,25,megan,1437,11/7/2022
90s,1993,Male,1,michael,5692,11/7/2022
90s,1993,Male,2,daniel,5190,11/7/2022
90s,1993,Male,3,jose,4924,11/7/2022
90s,1993,Male,4,christopher,4600,11/7/2022
90s,1993,Male,5,david,4337,11/7/2022
90s,1993,Male,6,andrew,3911,11/7/2022
90s,1993,Male,7,anthony,3821,11/7/2022
90s,1993,Male,8,matthew,3743,11/7/2022
90s,1993,Male,9,joshua,3683,11/7/2022
90s,1993,Male,10,kevin,3570,11/7/2022
90s,1993,Male,11,jonathan,3507,11/7/2022
90s,1993,Male,12,ryan,3128,11/7/2022
90s,1993,Male,13,nicholas,3096,11/7/2022
90s,1993,Male,14,joseph,3091,11/7/2022
90s,1993,Male,15,brandon,3013,11/7/2022
90s,1993,Male,16,alexander,2793,11/7/2022
90s,1993,Male,17,christian,2768,11/7/2022
90s,1993,Male,18,jacob,2753,11/7/2022
90s,1993,Male,19,juan,2651,11/7/2022
90s,1993,Male,20,robert,2622,11/7/2022
90s,1993,Male,21,luis,2522,11/7/2022
90s,1993,Male,22,tyler,2460,11/7/2022
90s,1993,Male,23,john,2405,11/7/2022
90s,1993,Male,24,james,2349,11/7/2022
90s,1993,Male,25,eric,2194,11/7/2022
90s,1994,Female,1,jessica,5241,11/7/2022
90s,1994,Female,2,ashley,3147,11/7/2022
90s,1994,Female,3,stephanie,2961,11/7/2022
90s,1994,Female,4,jennifer,2914,11/7/2022
90s,1994,Female,5,samantha,2433,11/7/2022
90s,1994,Female,6,elizabeth,2346,11/7/2022
90s,1994,Female,7,sarah,2239,11/7/2022
90s,1994,Female,8,emily,2165,11/7/2022
90s,1994,Female,9,amanda,2158,11/7/2022
90s,1994,Female,10,vanessa,2102,11/7/2022
90s,1994,Female,11,nicole,2090,11/7/2022
90s,1994,Female,12,maria,1965,11/7/2022
90s,1994,Female,13,kimberly,1953,11/7/2022
90s,1994,Female,14,jasmine,1912,11/7/2022
90s,1994,Female,15,melissa,1858,11/7/2022
90s,1994,Female,16,michelle,1841,11/7/2022
90s,1994,Female,17,taylor,1707,11/7/2022
90s,1994,Female,18,lauren,1521,11/7/2022
90s,1994,Female,19,alexis,1497,11/7/2022
90s,1994,Female,20,danielle,1488,11/7/2022
90s,1994,Female,21,megan,1474,11/7/2022
90s,1994,Female,22,rachel,1450,11/7/2022
90s,1994,Female,23,victoria,1423,11/7/2022
90s,1994,Female,24,alyssa,1421,11/7/2022
90s,1994,Female,25,andrea,1385,11/7/2022
90s,1994,Male,1,daniel,5044,11/7/2022
90s,1994,Male,2,michael,4998,11/7/2022
90s,1994,Male,3,jose,4717,11/7/2022
90s,1994,Male,4,christopher,4172,11/7/2022
90s,1994,Male,5,david,4005,11/7/2022
90s,1994,Male,6,anthony,3856,11/7/2022
90s,1994,Male,7,andrew,3756,11/7/2022
90s,1994,Male,8,matthew,3521,11/7/2022
90s,1994,Male,9,joshua,3509,11/7/2022
90s,1994,Male,10,kevin,3342,11/7/2022
90s,1994,Male,11,jonathan,3308,11/7/2022
90s,1994,Male,12,brandon,3258,11/7/2022
90s,1994,Male,13,joseph,3026,11/7/2022
90s,1994,Male,14,jacob,2909,11/7/2022
90s,1994,Male,15,ryan,2860,11/7/2022
90s,1994,Male,16,nicholas,2831,11/7/2022
90s,1994,Male,17,juan,2656,11/7/2022
90s,1994,Male,18,alexander,2552,11/7/2022
90s,1994,Male,19,christian,2542,11/7/2022
90s,1994,Male,20,tyler,2432,11/7/2022
90s,1994,Male,21,robert,2420,11/7/2022
90s,1994,Male,22,luis,2364,11/7/2022
90s,1994,Male,23,john,2301,11/7/2022
90s,1994,Male,24,james,2244,11/7/2022
90s,1994,Male,25,justin,2229,11/7/2022
90s,1995,Female,1,jessica,4562,11/7/2022
90s,1995,Female,2,ashley,2880,11/7/2022
90s,1995,Female,3,stephanie,2851,11/7/2022
90s,1995,Female,4,jennifer,2663,11/7/2022
90s,1995,Female,5,samantha,2413,11/7/2022
90s,1995,Female,6,emily,2318,11/7/2022
90s,1995,Female,7,sarah,2231,11/7/2022
90s,1995,Female,8,elizabeth,2196,11/7/2022
90s,1995,Female,9,amanda,2001,11/7/2022
90s,1995,Female,10,vanessa,1959,11/7/2022
90s,1995,Female,11,maria,1949,11/7/2022
90s,1995,Female,12,kimberly,1752,11/7/2022
90s,1995,Female,12,melissa,1752,11/7/2022
90s,1995,Female,14,alexis,1635,11/7/2022
90s,1995,Female,14,jasmine,1635,11/7/2022
90s,1995,Female,16,taylor,1603,11/7/2022
90s,1995,Female,17,michelle,1583,11/7/2022
90s,1995,Female,18,rachel,1441,11/7/2022
90s,1995,Female,19,megan,1435,11/7/2022
90s,1995,Female,20,lauren,1423,11/7/2022
90s,1995,Female,21,nicole,1405,11/7/2022
90s,1995,Female,22,andrea,1353,11/7/2022
90s,1995,Female,23,alyssa,1345,11/7/2022
90s,1995,Female,24,alexandra,1343,11/7/2022
90s,1995,Female,24,hannah,1343,11/7/2022
90s,1995,Male,1,daniel,4936,11/7/2022
90s,1995,Male,2,michael,4674,11/7/2022
90s,1995,Male,3,jose,4494,11/7/2022
90s,1995,Male,4,christopher,4013,11/7/2022
90s,1995,Male,5,david,3956,11/7/2022
90s,1995,Male,6,anthony,3901,11/7/2022
90s,1995,Male,7,andrew,3609,11/7/2022
90s,1995,Male,8,matthew,3502,11/7/2022
90s,1995,Male,9,joshua,3449,11/7/2022
90s,1995,Male,10,jonathan,3220,11/7/2022
90s,1995,Male,11,jacob,3106,11/7/2022
90s,1995,Male,12,joseph,3092,11/7/2022
90s,1995,Male,13,kevin,3079,11/7/2022
90s,1995,Male,14,nicholas,2963,11/7/2022
90s,1995,Male,15,brandon,2779,11/7/2022
90s,1995,Male,16,christian,2761,11/7/2022
90s,1995,Male,17,ryan,2669,11/7/2022
90s,1995,Male,18,juan,2468,11/7/2022
90s,1995,Male,19,alexander,2453,11/7/2022
90s,1995,Male,20,justin,2424,11/7/2022
90s,1995,Male,21,tyler,2385,11/7/2022
90s,1995,Male,22,robert,2213,11/7/2022
90s,1995,Male,23,luis,2174,11/7/2022
90s,1995,Male,24,austin,2145,11/7/2022
90s,1995,Male,25,jesus,2065,11/7/2022
90s,1996,Female,1,jessica,3804,11/7/2022
90s,1996,Female,2,ashley,2663,11/7/2022
90s,1996,Female,3,stephanie,2620,11/7/2022
90s,1996,Female,4,jennifer,2493,11/7/2022
90s,1996,Female,5,samantha,2450,11/7/2022
90s,1996,Female,6,emily,2448,11/7/2022
90s,1996,Female,7,sarah,2244,11/7/2022
90s,1996,Female,8,vanessa,2149,11/7/2022
90s,1996,Female,9,elizabeth,2112,11/7/2022
90s,1996,Female,10,maria,2077,11/7/2022
90s,1996,Female,11,alexis,1826,11/7/2022
90s,1996,Female,12,jasmine,1754,11/7/2022
90s,1996,Female,13,kimberly,1727,11/7/2022
90s,1996,Female,14,melissa,1719,11/7/2022
90s,1996,Female,15,amanda,1633,11/7/2022
90s,1996,Female,16,alyssa,1545,11/7/2022
90s,1996,Female,17,michelle,1488,11/7/2022
90s,1996,Female,18,hannah,1461,11/7/2022
90s,1996,Female,19,rachel,1430,11/7/2022
90s,1996,Female,20,taylor,1410,11/7/2022
90s,1996,Female,21,victoria,1360,11/7/2022
90s,1996,Female,22,andrea,1359,11/7/2022
90s,1996,Female,23,natalie,1332,11/7/2022
90s,1996,Female,24,megan,1317,11/7/2022
90s,1996,Female,25,jacqueline,1315,11/7/2022
90s,1996,Male,1,daniel,4623,11/7/2022
90s,1996,Male,2,jose,4546,11/7/2022
90s,1996,Male,3,michael,4292,11/7/2022
90s,1996,Male,4,david,3951,11/7/2022
90s,1996,Male,5,christopher,3896,11/7/2022
90s,1996,Male,6,anthony,3845,11/7/2022
90s,1996,Male,7,andrew,3540,11/7/2022
90s,1996,Male,8,jonathan,3319,11/7/2022
90s,1996,Male,9,matthew,3309,11/7/2022
90s,1996,Male,10,joshua,3308,11/7/2022
90s,1996,Male,11,joseph,3009,11/7/2022
90s,1996,Male,12,christian,2977,11/7/2022
90s,1996,Male,13,jacob,2976,11/7/2022
90s,1996,Male,14,nicholas,2829,11/7/2022
90s,1996,Male,15,brandon,2818,11/7/2022
90s,1996,Male,16,kevin,2815,11/7/2022
90s,1996,Male,17,juan,2508,11/7/2022
90s,1996,Male,18,ryan,2458,11/7/2022
90s,1996,Male,19,alexander,2258,11/7/2022
90s,1996,Male,20,justin,2253,11/7/2022
90s,1996,Male,21,luis,2237,11/7/2022
90s,1996,Male,22,austin,2096,11/7/2022
90s,1996,Male,23,tyler,2072,11/7/2022
90s,1996,Male,24,robert,2032,11/7/2022
90s,1996,Male,25,jesus,2006,11/7/2022
90s,1997,Female,1,jessica,3187,11/7/2022
90s,1997,Female,2,jennifer,2780,11/7/2022
90s,1997,Female,3,ashley,2605,11/7/2022
90s,1997,Female,4,emily,2518,11/7/2022
90s,1997,Female,5,samantha,2478,11/7/2022
90s,1997,Female,6,stephanie,2153,11/7/2022
90s,1997,Female,7,sarah,2128,11/7/2022
90s,1997,Female,8,vanessa,1979,11/7/2022
90s,1997,Female,9,elizabeth,1975,11/7/2022
90s,1997,Female,10,alexis,1883,11/7/2022
90s,1997,Female,11,maria,1821,11/7/2022
90s,1997,Female,12,jasmine,1791,11/7/2022
90s,1997,Female,13,alyssa,1725,11/7/2022
90s,1997,Female,14,melissa,1717,11/7/2022
90s,1997,Female,15,hannah,1617,11/7/2022
90s,1997,Female,16,kimberly,1574,11/7/2022
90s,1997,Female,17,victoria,1440,11/7/2022
90s,1997,Female,18,taylor,1425,11/7/2022
90s,1997,Female,19,amanda,1399,11/7/2022
90s,1997,Female,20,lauren,1355,11/7/2022
90s,1997,Female,21,natalie,1340,11/7/2022
90s,1997,Female,22,madison,1331,11/7/2022
90s,1997,Female,23,michelle,1330,11/7/2022
90s,1997,Female,24,megan,1315,11/7/2022
90s,1997,Female,25,diana,1262,11/7/2022
90s,1997,Male,1,daniel,4393,11/7/2022
90s,1997,Male,2,michael,4244,11/7/2022
90s,1997,Male,3,jose,4110,11/7/2022
90s,1997,Male,4,anthony,3854,11/7/2022
90s,1997,Male,5,christopher,3680,11/7/2022
90s,1997,Male,6,david,3669,11/7/2022
90s,1997,Male,7,andrew,3527,11/7/2022
90s,1997,Male,8,jacob,3206,11/7/2022
90s,1997,Male,9,matthew,3198,11/7/2022
90s,1997,Male,10,jonathan,3178,11/7/2022
90s,1997,Male,11,joshua,3071,11/7/2022
90s,1997,Male,12,joseph,2851,11/7/2022
90s,1997,Male,13,brandon,2818,11/7/2022
90s,1997,Male,14,nicholas,2610,11/7/2022
90s,1997,Male,15,christian,2576,11/7/2022
90s,1997,Male,16,kevin,2544,11/7/2022
90s,1997,Male,17,luis,2462,11/7/2022
90s,1997,Male,18,ryan,2344,11/7/2022
90s,1997,Male,19,juan,2324,11/7/2022
90s,1997,Male,20,alexander,2162,11/7/2022
90s,1997,Male,21,justin,2139,11/7/2022
90s,1997,Male,22,jesus,2006,11/7/2022
90s,1997,Male,23,austin,1935,11/7/2022
90s,1997,Male,24,tyler,1861,11/7/2022
90s,1997,Male,25,john,1810,11/7/2022
90s,1998,Female,1,jessica,2832,11/7/2022
90s,1998,Female,2,ashley,2696,11/7/2022
90s,1998,Female,3,samantha,2665,11/7/2022
90s,1998,Female,4,emily,2660,11/7/2022
90s,1998,Female,5,jennifer,2544,11/7/2022
90s,1998,Female,6,sarah,2129,11/7/2022
90s,1998,Female,7,alexis,2022,11/7/2022
90s,1998,Female,8,vanessa,1965,11/7/2022
90s,1998,Female,9,alyssa,1953,11/7/2022
90s,1998,Female,10,stephanie,1941,11/7/2022
90s,1998,Female,11,elizabeth,1917,11/7/2022
90s,1998,Female,12,jasmine,1702,11/7/2022
90s,1998,Female,13,hannah,1665,11/7/2022
90s,1998,Female,14,maria,1619,11/7/2022
90s,1998,Female,15,natalie,1526,11/7/2022
90s,1998,Female,16,madison,1436,11/7/2022
90s,1998,Female,17,victoria,1419,11/7/2022
90s,1998,Female,18,kimberly,1395,11/7/2022
90s,1998,Female,19,taylor,1372,11/7/2022
90s,1998,Female,20,melissa,1355,11/7/2022
90s,1998,Female,21,brianna,1327,11/7/2022
90s,1998,Female,22,diana,1318,11/7/2022
90s,1998,Female,23,amanda,1316,11/7/2022
90s,1998,Female,24,michelle,1285,11/7/2022
90s,1998,Female,25,nicole,1273,11/7/2022
90s,1998,Male,1,daniel,4311,11/7/2022
90s,1998,Male,2,jose,4265,11/7/2022
90s,1998,Male,3,michael,4118,11/7/2022
90s,1998,Male,4,anthony,3864,11/7/2022
90s,1998,Male,5,jacob,3548,11/7/2022
90s,1998,Male,6,david,3449,11/7/2022
90s,1998,Male,7,andrew,3430,11/7/2022
90s,1998,Male,8,matthew,3413,11/7/2022
90s,1998,Male,9,christopher,3386,11/7/2022
90s,1998,Male,10,joshua,3230,11/7/2022
90s,1998,Male,11,jonathan,3070,11/7/2022
90s,1998,Male,12,joseph,2938,11/7/2022
90s,1998,Male,13,nicholas,2744,11/7/2022
90s,1998,Male,14,brandon,2727,11/7/2022
90s,1998,Male,15,ryan,2423,11/7/2022
90s,1998,Male,16,christian,2353,11/7/2022
90s,1998,Male,17,juan,2349,11/7/2022
90s,1998,Male,18,luis,2299,11/7/2022
90s,1998,Male,19,alexander,2228,11/7/2022
90s,1998,Male,20,kevin,2219,11/7/2022
90s,1998,Male,21,justin,2084,11/7/2022
90s,1998,Male,22,angel,1946,11/7/2022
90s,1998,Male,23,jesus,1918,11/7/2022
90s,1998,Male,24,tyler,1814,11/7/2022
90s,1998,Male,25,robert,1781,11/7/2022
90s,1999,Female,1,emily,2805,11/7/2022
90s,1999,Female,2,samantha,2781,11/7/2022
90s,1999,Female,3,jennifer,2660,11/7/2022
90s,1999,Female,4,ashley,2593,11/7/2022
90s,1999,Female,5,jessica,2490,11/7/2022
90s,1999,Female,6,alyssa,2067,11/7/2022
90s,1999,Female,7,alexis,1966,11/7/2022
90s,1999,Female,8,sarah,1965,11/7/2022
90s,1999,Female,9,elizabeth,1844,11/7/2022
90s,1999,Female,10,vanessa,1768,11/7/2022
90s,1999,Female,11,stephanie,1754,11/7/2022
90s,1999,Female,12,hannah,1676,11/7/2022
90s,1999,Female,13,jasmine,1651,11/7/2022
90s,1999,Female,14,natalie,1645,11/7/2022
90s,1999,Female,15,maria,1569,11/7/2022
90s,1999,Female,16,victoria,1456,11/7/2022
90s,1999,Female,17,lauren,1384,11/7/2022
90s,1999,Female,18,madison,1372,11/7/2022
90s,1999,Female,19,kimberly,1348,11/7/2022
90s,1999,Female,20,brianna,1345,11/7/2022
90s,1999,Female,21,andrea,1307,11/7/2022
90s,1999,Female,22,michelle,1267,11/7/2022
90s,1999,Female,23,melissa,1251,11/7/2022
90s,1999,Female,24,nicole,1208,11/7/2022
90s,1999,Female,25,taylor,1202,11/7/2022
90s,1999,Male,1,daniel,4328,11/7/2022
90s,1999,Male,2,jose,3836,11/7/2022
90s,1999,Male,3,anthony,3786,11/7/2022
90s,1999,Male,4,michael,3721,11/7/2022
90s,1999,Male,5,andrew,3577,11/7/2022
90s,1999,Male,6,david,3459,11/7/2022
90s,1999,Male,7,jacob,3445,11/7/2022
90s,1999,Male,8,matthew,3285,11/7/2022
90s,1999,Male,9,christopher,3237,11/7/2022
90s,1999,Male,10,joshua,3117,11/7/2022
90s,1999,Male,11,jonathan,3004,11/7/2022
90s,1999,Male,12,joseph,2798,11/7/2022
90s,1999,Male,13,nicholas,2517,11/7/2022
90s,1999,Male,14,ryan,2501,11/7/2022
90s,1999,Male,15,brandon,2475,11/7/2022
90s,1999,Male,16,juan,2328,11/7/2022
90s,1999,Male,17,christian,2314,11/7/2022
90s,1999,Male,18,kevin,2302,11/7/2022
90s,1999,Male,19,luis,2271,11/7/2022
90s,1999,Male,20,alexander,2226,11/7/2022
90s,1999,Male,21,justin,2219,11/7/2022
90s,1999,Male,22,angel,2038,11/7/2022
90s,1999,Male,23,jesus,1995,11/7/2022
90s,1999,Male,24,carlos,1967,11/7/2022
90s,1999,Male,25,john,1743,11/7/2022
00s,2000,Female,1,emily,2955,11/7/2022
00s,2000,Female,2,ashley,2815,11/7/2022
00s,2000,Female,3,samantha,2576,11/7/2022
00s,2000,Female,4,jessica,2467,11/7/2022
00s,2000,Female,5,jennifer,2256,11/7/2022
00s,2000,Female,6,alyssa,2003,11/7/2022
00s,2000,Female,7,hannah,1849,11/7/2022
00s,2000,Female,8,sarah,1847,11/7/2022
00s,2000,Female,9,elizabeth,1830,11/7/2022
00s,2000,Female,10,alexis,1825,11/7/2022
00s,2000,Female,11,vanessa,1628,11/7/2022
00s,2000,Female,12,jasmine,1599,11/7/2022
00s,2000,Female,13,stephanie,1585,11/7/2022
00s,2000,Female,14,natalie,1578,11/7/2022
00s,2000,Female,15,jacqueline,1551,11/7/2022
00s,2000,Female,16,maria,1465,11/7/2022
00s,2000,Female,17,brianna,1442,11/7/2022
00s,2000,Female,18,madison,1433,11/7/2022
00s,2000,Female,19,andrea,1409,11/7/2022
00s,2000,Female,20,kimberly,1394,11/7/2022
00s,2000,Female,21,lauren,1383,11/7/2022
00s,2000,Female,22,michelle,1360,11/7/2022
00s,2000,Female,23,victoria,1288,11/7/2022
00s,2000,Female,24,destiny,1188,11/7/2022
00s,2000,Female,25,nicole,1162,11/7/2022
00s,2000,Male,1,daniel,4323,11/7/2022
00s,2000,Male,2,anthony,3823,11/7/2022
00s,2000,Male,3,jose,3773,11/7/2022
00s,2000,Male,4,andrew,3572,11/7/2022
00s,2000,Male,5,michael,3538,11/7/2022
00s,2000,Male,6,jacob,3501,11/7/2022
00s,2000,Male,7,joshua,3338,11/7/2022
00s,2000,Male,8,christopher,3311,11/7/2022
00s,2000,Male,9,david,3263,11/7/2022
00s,2000,Male,10,matthew,3238,11/7/2022
00s,2000,Male,11,jonathan,2979,11/7/2022
00s,2000,Male,12,joseph,2742,11/7/2022
00s,2000,Male,13,brandon,2614,11/7/2022
00s,2000,Male,14,nicholas,2569,11/7/2022
00s,2000,Male,15,ryan,2549,11/7/2022
00s,2000,Male,16,christian,2437,11/7/2022
00s,2000,Male,17,angel,2353,11/7/2022
00s,2000,Male,18,kevin,2351,11/7/2022
00s,2000,Male,19,luis,2285,11/7/2022
00s,2000,Male,20,juan,2215,11/7/2022
00s,2000,Male,21,alexander,2173,11/7/2022
00s,2000,Male,22,justin,2156,11/7/2022
00s,2000,Male,23,jesus,1889,11/7/2022
00s,2000,Male,24,carlos,1773,11/7/2022
00s,2000,Male,25,brian,1738,11/7/2022
00s,2001,Female,1,emily,2921,11/7/2022
