index1,img_url,index2,name,blank,,
1844,background: url(https://www.famousbirthdays.com/thumbnails/petrou-thomas-medium.jpg) no-repeat center center; background-size:cover;,1844,petrou-thomas-,,1844,"
9


GeorgeNotFound, 26

YouTube Star

"
1845,background: url(https://www.famousbirthdays.com/thumbnails/rock-bretman-medium.jpg) no-repeat center center; background-size:cover;,1845,rock-bretman-,,1845,"
10


Lil Peep (1996-2017)

Rapper

"
1846,background: url(https://www.famousbirthdays.com/thumbnails/gray-conan-medium.jpg) no-repeat center center; background-size:cover;,1846,gray-conan-,,1846,"
11


Alissa Violet, 26

Instagram Star

"
1847,background: url(https://www.famousbirthdays.com/thumbnails/iamsanna-medium.jpg) no-repeat center center; background-size:cover;,1847,iamsanna-,,1847,"
12


Cole LaBrant, 26

YouTube Star

"
1848,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,1848,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,,1848,"
13


6IX9INE, 26

Rapper

"
1849,background: url(https://www.famousbirthdays.com/thumbnails/mcclain-china-medium.jpg) no-repeat center center; background-size:cover;,1849,mcclain-china-,,1849,"
14


Wilbur Soot, 26

Twitch Star

"
1850,background: url(https://www.famousbirthdays.com/thumbnails/hallow-chandler-medium.jpg) no-repeat center center; background-size:cover;,1850,hallow-chandler-,,1850,"
15


Sam Golbach, 26

Instagram Star

"
1851,background: url(https://www.famousbirthdays.com/thumbnails/douglas-actress-katie-medium.jpg) no-repeat center center; background-size:cover;,1851,douglas-actress-katie-,,1851,"
16


Lili Reinhart, 26

TV Actress

"
1852,background: url(https://www.famousbirthdays.com/thumbnails/webber-jake-vinestar-medium.jpg) no-repeat center center; background-size:cover;,1852,webber-jake-vinestar-,,1852,"
17


Hailey Bieber, 26

Model

"
1853,background: url(https://www.famousbirthdays.com/thumbnails/thurman-hawke-maya-medium.jpg) no-repeat center center; background-size:cover;,1853,thurman-hawke-maya-,,1853,"
18


Funny Mike, 26

Comedian

"
1854,background: url(https://www.famousbirthdays.com/thumbnails/swilley-andre-medium.jpg) no-repeat center center; background-size:cover;,1854,swilley-andre-,,1854,"
19


Bella Hadid, 26

Model

"
1855,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,1855,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,,1855,"
20


Nikita Dragun, 26

TikTok Star

"
1856,background: url(https://www.famousbirthdays.com/thumbnails/harlow-jack-medium.jpg) no-repeat center center; background-size:cover;,1856,harlow-jack-,,1856,"
21


Collins Key, 26

Magician

"
1857,background: url(https://www.famousbirthdays.com/thumbnails/tfue-medium.jpg) no-repeat center center; background-size:cover;,1857,tfue-,,1857,"
22


Noah Centineo, 26

TV Actor

"
1858,background: url(https://www.famousbirthdays.com/thumbnails/berelc-paris-medium.jpg) no-repeat center center; background-size:cover;,1858,berelc-paris-,,1858,"
23


Jennie Kim, 26

Pop Singer

"
1859,background: url(https://www.famousbirthdays.com/thumbnails/underhill-jesse-medium.jpg) no-repeat center center; background-size:cover;,1859,underhill-jesse-,,1859,"
24


Sommer Ray, 26

Instagram Star

"
1860,background: url(https://www.famousbirthdays.com/thumbnails/buchanan-tanner-medium.jpg) no-repeat center center; background-size:cover;,1860,buchanan-tanner-,,1860,"
25


Playboi Carti, 26

Rapper

"
1861,background: url(https://www.famousbirthdays.com/thumbnails/meyer-peyton-medium.jpg) no-repeat center center; background-size:cover;,1861,meyer-peyton-,,1861,"
26


w2s, 26

YouTube Star

"
1862,background: url(https://www.famousbirthdays.com/thumbnails/pokediger1-medium.jpg) no-repeat center center; background-size:cover;,1862,pokediger1-,,1862,"
27


Veronica Merrell-Burriss, 26

YouTube Star

"
1863,background: url(https://www.famousbirthdays.com/thumbnails/croes-jayden-medium.jpg) no-repeat center center; background-size:cover;,1863,croes-jayden-,,1863,"
28


Tal Fishman, 26

YouTube Star

"
1864,background: url(https://www.famousbirthdays.com/thumbnails/kimberly-cindy-medium.jpg) no-repeat center center; background-size:cover;,1864,kimberly-cindy-,,1864,"
29


TheOdd1sOut, 26

YouTube Star

"
1865,background: url(https://www.famousbirthdays.com/thumbnails/carpenter-aaron-medium.jpg) no-repeat center center; background-size:cover;,1865,carpenter-aaron-,,1865,"
30


Vanessa Merrell, 26

YouTube Star

"
1866,background: url(https://www.famousbirthdays.com/thumbnails/lacy-steve-musicproducer-medium.jpg) no-repeat center center; background-size:cover;,1866,lacy-steve-musicproducer-,,1866,"
31


Hailee Steinfeld, 26

Movie Actress

"
1867,background: url(https://www.famousbirthdays.com/thumbnails/gray-maddie-tiktokstar-medium.jpg) no-repeat center center; background-size:cover;,1867,gray-maddie-tiktokstar-,,1867,"
32


Pokimane, 26

Twitch Star

"
1868,background: url(https://www.famousbirthdays.com/thumbnails/draconitedragon-medium.jpg) no-repeat center center; background-size:cover;,1868,draconitedragon-,,1868,"
33


Luke Hemmings, 26

Pop Singer

"
1869,background: url(https://www.famousbirthdays.com/thumbnails/khalid-medium.jpg) no-repeat center center; background-size:cover;,1869,khalid-,,1869,"
34


Jack Gilinsky, 26

Pop Singer

"
1870,background: url(https://www.famousbirthdays.com/thumbnails/waisglass-sara-medium.jpg) no-repeat center center; background-size:cover;,1870,waisglass-sara-,,1870,"
35


DenisDailyYT, 26

YouTube Star

"
1871,background: url(https://www.famousbirthdays.com/thumbnails/lindemann-maggie-medium.jpg) no-repeat center center; background-size:cover;,1871,lindemann-maggie-,,1871,"
36


Chance Sutton, 26

YouTube Star

"
1872,background: url(https://www.famousbirthdays.com/thumbnails/charles-james-medium.jpg) no-repeat center center; background-size:cover;,1872,charles-james-,,1872,"
37


Florence Pugh, 27

Movie Actress

"
1873,background: url(https://www.famousbirthdays.com/thumbnails/hall-bryce-medium.jpg) no-repeat center center; background-size:cover;,1873,hall-bryce-,,1873,"
38


Juanpa Zurita, 26

YouTube Star

"
1874,background: url(https://www.famousbirthdays.com/thumbnails/lopez-tony-medium.jpg) no-repeat center center; background-size:cover;,1874,lopez-tony-,,1874,"
39


JaxWritesSongs, 26

TikTok Star

"
1875,background: url(https://www.famousbirthdays.com/thumbnails/nba-youngboy-medium.jpg) no-repeat center center; background-size:cover;,1875,nba-youngboy-,,1875,"
40


Kelianne Stankus, 26

Gymnast

"
1876,background: url(https://www.famousbirthdays.com/thumbnails/dream-medium.jpg) no-repeat center center; background-size:cover;,1876,dream-,,1876,"
41


Jelly, 26

YouTube Star

"
1877,background: url(https://www.famousbirthdays.com/thumbnails/beer-madison-medium.jpg) no-repeat center center; background-size:cover;,1877,beer-madison-,,1877,"
42


WillNE, 26

YouTube Star

"
1878,background: url(https://www.famousbirthdays.com/thumbnails/carpenter-sabrina-medium.jpg) no-repeat center center; background-size:cover;,1878,carpenter-sabrina-,,1878,"
43


Kris Collins, 26

TikTok Star

"
1879,background: url(https://www.famousbirthdays.com/thumbnails/dolan-grayson-medium.jpg) no-repeat center center; background-size:cover;,1879,dolan-grayson-,,1879,"
44


Lance Stewart, 26

YouTube Star

"
1880,background: url(https://www.famousbirthdays.com/thumbnails/dolan-ethan-medium.jpg) no-repeat center center; background-size:cover;,1880,dolan-ethan-,,1880,"
45


Austin Mahone, 26

Pop Singer

"
1881,background: url(https://www.famousbirthdays.com/thumbnails/brooks-tessa-medium.jpg) no-repeat center center; background-size:cover;,1881,brooks-tessa-,,1881,"
46


Abbie Herbert, 26

TikTok Star

"
1882,background: url(https://www.famousbirthdays.com/thumbnails/lil-nas-x-medium.jpg) no-repeat center center; background-size:cover;,1882,lil-nas-x-,,1882,"
47


JackSucksAtLife, 26

YouTube Star

"
1883,background: url(https://www.famousbirthdays.com/thumbnails/jacobs-karl-medium.jpg) no-repeat center center; background-size:cover;,1883,jacobs-karl-,,1883,"
48


Chris the Meme God, 26

YouTube Star

"
1884,background: url(https://www.famousbirthdays.com/thumbnails/dobre-lucas-medium.jpg) no-repeat center center; background-size:cover;,1884,dobre-lucas-,,1884,1996 Movies
1885,background: url(https://www.famousbirthdays.com/thumbnails/avery-jack-medium.jpg) no-repeat center center; background-size:cover;,1885,avery-jack-,,1885,1996 Shows
1886,background: url(https://www.famousbirthdays.com/thumbnails/mcknight-brooklyn-medium.jpg) no-repeat center center; background-size:cover;,1886,mcknight-brooklyn-,,1886,Died in 1996
1887,background: url(https://www.famousbirthdays.com/thumbnails/boyce-cameron-medium.jpg) no-repeat center center; background-size:cover;,1887,boyce-cameron-,,1887,"
1


Kylie Jenner, 25

Reality Star

"
1888,background: url(https://www.famousbirthdays.com/thumbnails/seavey-daniel-medium.jpg) no-repeat center center; background-size:cover;,1888,seavey-daniel-,,1888,"
2


Jake Paul, 25

YouTube Star

"
1889,background: url(https://www.famousbirthdays.com/thumbnails/wodzynski-pierson-medium.jpg) no-repeat center center; background-size:cover;,1889,wodzynski-pierson-,,1889,"
3


Jungkook, 25

Pop Singer

"
1890,background: url(https://www.famousbirthdays.com/thumbnails/johnson-griffin-medium.jpg) no-repeat center center; background-size:cover;,1890,johnson-griffin-,,1890,"
4


Tayler Holder, 25

TikTok Star

"
1891,background: url(https://www.famousbirthdays.com/thumbnails/fox-tanner-medium.jpg) no-repeat center center; background-size:cover;,1891,fox-tanner-,,1891,"
5


Camila Cabello, 25

Pop Singer

"
1892,background: url(https://www.famousbirthdays.com/thumbnails/pop-smoke-medium.jpg) no-repeat center center; background-size:cover;,1892,pop-smoke-,,1892,"
6


Colby Brock, 26

Instagram Star

"
1893,background: url(https://www.famousbirthdays.com/thumbnails/simmons-sora-medium.jpg) no-repeat center center; background-size:cover;,1893,simmons-sora-,,1893,"
7


Flamingo, 25

YouTube Star

"
1894,background: url(https://www.famousbirthdays.com/thumbnails/hjevelyn-medium.jpg) no-repeat center center; background-size:cover;,1894,hjevelyn-,,1894,"
8


Bella Poarch, 25

TikTok Star

"
1895,background: url(https://www.famousbirthdays.com/thumbnails/benoftheweek-medium.jpg) no-repeat center center; background-size:cover;,1895,benoftheweek-,,1895,"
9


Ondreaz Lopez, 25

TikTok Star

"
1896,background: url(https://www.famousbirthdays.com/thumbnails/polo-g-medium.jpg) no-repeat center center; background-size:cover;,1896,polo-g-,,1896,"
10


Madelyn Cline, 25

TV Actress

"
1897,background: url(https://www.famousbirthdays.com/thumbnails/cantwell-harvey-medium.jpg) no-repeat center center; background-size:cover;,1897,cantwell-harvey-,,1897,"
11


Lexi Hensler, 25

YouTube Star

"
1898,background: url(https://www.famousbirthdays.com/thumbnails/king-joey-medium.jpg) no-repeat center center; background-size:cover;,1898,king-joey-,,1898,"
12


Blueface, 25

Rapper

"
1899,background: url(https://www.famousbirthdays.com/thumbnails/hancher-kristen-medium.jpg) no-repeat center center; background-size:cover;,1899,hancher-kristen-,,1899,"
13


Nash Grier, 25

Movie Actor

"
1900,background: url(https://www.famousbirthdays.com/thumbnails/nelson-kassadee-medium.jpg) no-repeat center center; background-size:cover;,1900,nelson-kassadee-,,1900,"
14


Lalisa Manoban, 25

Rapper

"
1901,background: url(https://www.famousbirthdays.com/thumbnails/dobre-marcus-medium.jpg) no-repeat center center; background-size:cover;,1901,dobre-marcus-,,1901,"
15


DDG, 25

Rapper

"
1902,background: url(https://www.famousbirthdays.com/thumbnails/f--lix-jo--o-medium.jpg) no-repeat center center; background-size:cover;,1902,f--lix-jo--o-,,1902,"
16


Bella Thorne, 25

TV Actress

"
1903,background: url(https://www.famousbirthdays.com/thumbnails/ynw-melly-medium.jpg) no-repeat center center; background-size:cover;,1903,ynw-melly-,,1903,"
17


KJ Apa, 25

TV Actor

"
1904,background: url(https://www.famousbirthdays.com/thumbnails/trippie-redd-medium.jpg) no-repeat center center; background-size:cover;,1904,trippie-redd-,,1904,"
18


Becky G, 25

Pop Singer

"
1905,background: url(https://www.famousbirthdays.com/thumbnails/hsieh-zach-medium.jpg) no-repeat center center; background-size:cover;,1905,hsieh-zach-,,1905,"
19


Corpse Husband, 25

YouTube Star

"
1906,background: url(https://www.famousbirthdays.com/thumbnails/mart--nez-emilio-medium.jpg) no-repeat center center; background-size:cover;,1906,mart--nez-emilio-,,1906,"
20


UnspeakableGaming, 25

YouTube Star

"
1907,background: url(https://www.famousbirthdays.com/thumbnails/morant-ja-medium.jpg) no-repeat center center; background-size:cover;,1907,morant-ja-,,1907,"
21


Roseanne Park, 25

Pop Singer

"
1908,background: url(https://www.famousbirthdays.com/thumbnails/roman-juwany-medium.jpg) no-repeat center center; background-size:cover;,1908,roman-juwany-,,1908,"
22


Chris Olsen, 25

TikTok Star

"
1909,background: url(https://www.famousbirthdays.com/thumbnails/mcknight-bailey-medium.jpg) no-repeat center center; background-size:cover;,1909,mcknight-bailey-,,1909,"
23


Jacob Elordi, 25

Movie Actor

"
1910,background: url(https://www.famousbirthdays.com/thumbnails/selman-mario-medium.jpg) no-repeat center center; background-size:cover;,1910,selman-mario-,,1910,"
24


Infinite, 25

YouTube Star

"
1911,background: url(https://www.famousbirthdays.com/thumbnails/mart--nez-iv--n-medium.jpg) no-repeat center center; background-size:cover;,1911,mart--nez-iv--n-,,1911,"
25


Simone Biles, 25

Gymnast

"
1912,background: url(https://www.famousbirthdays.com/thumbnails/rod-wave-medium.jpg) no-repeat center center; background-size:cover;,1912,rod-wave-,,1912,"
26


Biannca Prince, 25

YouTube Star

"
1913,background: url(https://www.famousbirthdays.com/thumbnails/brar-karan-medium.jpg) no-repeat center center; background-size:cover;,1913,brar-karan-,,1913,"
27


Katie Brueckner, 25

YouTube Star

"
1914,background: url(https://www.famousbirthdays.com/thumbnails/jesserthelazer-medium.jpg) no-repeat center center; background-size:cover;,1914,jesserthelazer-,,1914,"
28


Kodak Black, 25

Rapper

"
1915,background: url(https://www.famousbirthdays.com/thumbnails/nique-king-nique-medium.jpg) no-repeat center center; background-size:cover;,1915,nique-king-nique-,,1915,"
29


Hero Fiennes Tiffin, 25

Movie Actor

"
1916,background: url(https://www.famousbirthdays.com/thumbnails/delphine-belle-medium.jpg) no-repeat center center; background-size:cover;,1916,delphine-belle-,,1916,"
30


Matthew Espinosa, 25

YouTube Star

"
1917,background: url(https://www.famousbirthdays.com/thumbnails/brooker-liana-medium.jpg) no-repeat center center; background-size:cover;,1917,brooker-liana-,,1917,"
31


KreekCraft, 25

YouTube Star

"
1918,background: url(https://www.famousbirthdays.com/thumbnails/keech-daisy-medium.jpg) no-repeat center center; background-size:cover;,1918,keech-daisy-,,1918,"
32


CookieSwirlC, 25

YouTube Star

"
1919,background: url(https://www.famousbirthdays.com/thumbnails/cutkosky-ethan-medium.jpg) no-repeat center center; background-size:cover;,1919,cutkosky-ethan-,,1919,"
33


Lil Yachty, 25

Rapper

"
1920,background: url(https://www.famousbirthdays.com/thumbnails/easterling-addison-medium.jpg) no-repeat center center; background-size:cover;,1920,easterling-addison-,,1920,"
34


Kira Kosarin, 25

TV Actress

"
1921,background: url(https://www.famousbirthdays.com/thumbnails/ariel-baby-medium.jpg) no-repeat center center; background-size:cover;,1921,ariel-baby-,,1921,"
35


Olivia Holt, 25

TV Actress

"
1922,background: url(https://www.famousbirthdays.com/thumbnails/baker-maverick-medium.jpg) no-repeat center center; background-size:cover;,1922,baker-maverick-,,1922,"
36


Ivanita Lomeli, 25

Instagram Star

"
1923,background: url(https://www.famousbirthdays.com/thumbnails/lil-pump-medium.jpg) no-repeat center center; background-size:cover;,1923,lil-pump-,,1923,"
37


Bang Chan, 25

Pop Singer

"
1924,background: url(https://www.famousbirthdays.com/thumbnails/krol-benji-medium.jpg) no-repeat center center; background-size:cover;,1924,krol-benji-,,1924,"
38


Jaiden Animations, 25

YouTube Star

"
1925,background: url(https://www.famousbirthdays.com/thumbnails/jones-jordyn-medium.jpg) no-repeat center center; background-size:cover;,1925,jones-jordyn-,,1925,"
39


Zara Larsson, 25

Pop Singer

"
1926,background: url(https://www.famousbirthdays.com/thumbnails/norman-jace-medium.jpg) no-repeat center center; background-size:cover;,1926,norman-jace-,,1926,"
40


Yungblud, 25

Rock Singer

"
1927,background: url(https://www.famousbirthdays.com/thumbnails/bassett-joshua-medium.jpg) no-repeat center center; background-size:cover;,1927,bassett-joshua-,,1927,"
41


Immy Nunn (1997-2023)

TikTok Star

"
1928,background: url(https://www.famousbirthdays.com/thumbnails/davila-andrew-medium.jpg) no-repeat center center; background-size:cover;,1928,davila-andrew-,,1928,"
42


Chloë Grace Moretz, 25

Movie Actress

"
1929,background: url(https://www.famousbirthdays.com/thumbnails/austin-nick-medium.jpg) no-repeat center center; background-size:cover;,1929,austin-nick-,,1929,"
43


Nate Wyatt, 25

TikTok Star

"
1930,background: url(https://www.famousbirthdays.com/thumbnails/annon-kouvr-medium.jpg) no-repeat center center; background-size:cover;,1930,annon-kouvr-,,1930,"
44


Stassiebaby, 25

Instagram Star

"
1931,background: url(https://www.famousbirthdays.com/thumbnails/cyr-kio-medium.jpg) no-repeat center center; background-size:cover;,1931,cyr-kio-,,1931,"
45


Sydney Sweeney, 25

Movie Actress

"
1932,background: url(https://www.famousbirthdays.com/thumbnails/quackityhq-medium.jpg) no-repeat center center; background-size:cover;,1932,quackityhq-,,1932,"
46


Slogo, 25

YouTube Star

"
1933,background: url(https://www.famousbirthdays.com/thumbnails/hilliker-kalani-medium.jpg) no-repeat center center; background-size:cover;,1933,hilliker-kalani-,,1933,"
47


Armon Warren, 25

YouTube Star

"
1934,background: url(https://www.famousbirthdays.com/thumbnails/warren-alex-instagramstar-medium.jpg) no-repeat center center; background-size:cover;,1934,warren-alex-instagramstar-,,1934,"
48


H.E.R., 25

R&B Singer

"
1935,background: url(https://www.famousbirthdays.com/thumbnails/ross-adin-medium.jpg) no-repeat center center; background-size:cover;,1935,ross-adin-,,1935,1997 Movies
1936,background: url(https://www.famousbirthdays.com/thumbnails/clayton-zach-younowstar-medium.jpg) no-repeat center center; background-size:cover;,1936,clayton-zach-younowstar-,,1936,1997 Shows
1937,background: url(https://www.famousbirthdays.com/thumbnails/lame-khaby-medium.jpg) no-repeat center center; background-size:cover;,1937,lame-khaby-,,1937,Died in 1997
1938,background: url(https://www.famousbirthdays.com/thumbnails/alixearle-medium.jpg) no-repeat center center; background-size:cover;,1938,alixearle-,,1938,"
1


MrBeast, 24

YouTube Star

"
1939,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,1939,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,,1939,"
2


Brent Rivera, 25

YouTube Star

"
1940,background: url(https://www.famousbirthdays.com/thumbnails/hyland-paige-medium.jpg) no-repeat center center; background-size:cover;,1940,hyland-paige-,,1940,"
3


Xxxtentacion (1998-2018)

Rapper

"
1941,background: url(https://www.famousbirthdays.com/thumbnails/itsselmo-medium.jpg) no-repeat center center; background-size:cover;,1941,itsselmo-,,1941,"
4


Shawn Mendes, 24

Pop Singer

"
1942,background: url(https://www.famousbirthdays.com/thumbnails/grier-hayes-medium.jpg) no-repeat center center; background-size:cover;,1942,grier-hayes-,,1942,"
5


Kylian Mbappé, 24

Soccer Player

"
1943,background: url(https://www.famousbirthdays.com/thumbnails/theylovearii-medium.jpg) no-repeat center center; background-size:cover;,1943,theylovearii-,,1943,"
6


Juice WRLD (1998-2019)

Rapper

"
1944,background: url(https://www.famousbirthdays.com/thumbnails/bridget-kiera-medium.jpg) no-repeat center center; background-size:cover;,1944,bridget-kiera-,,1944,"
7


Peyton List, 24

TV Actress

"
1945,background: url(https://www.famousbirthdays.com/thumbnails/roumel-nikki-medium.jpg) no-repeat center center; background-size:cover;,1945,roumel-nikki-,,1945,"
8


Larray, 24

YouTube Star

"
1946,background: url(https://www.famousbirthdays.com/thumbnails/le-michael-medium.jpg) no-repeat center center; background-size:cover;,1946,le-michael-,,1946,"
9


Tana Mongeau, 24

YouTube Star

"
1947,background: url(https://www.famousbirthdays.com/thumbnails/waldrip-victoria-medium.jpg) no-repeat center center; background-size:cover;,1947,waldrip-victoria-,,1947,"
10


Percy Hynes White, 24

Movie Actor

"
1948,background: url(https://www.famousbirthdays.com/thumbnails/braut-haaland-erling-medium.jpg) no-repeat center center; background-size:cover;,1948,braut-haaland-erling-,,1948,"
11


Damar Hamlin, 24

Football Player

"
1949,background: url(https://www.famousbirthdays.com/thumbnails/malone-chrisean-medium.jpg) no-repeat center center; background-size:cover;,1949,malone-chrisean-,,1949,"
12


Brooke Hyland, 24

Dancer

"
1950,background: url(https://www.famousbirthdays.com/thumbnails/godwin-lauren-medium.jpg) no-repeat center center; background-size:cover;,1950,godwin-lauren-,,1950,"
13


Corbyn Besson, 24

Pop Singer

"
1951,background: url(https://www.famousbirthdays.com/thumbnails/blake-justin-medium.jpg) no-repeat center center; background-size:cover;,1951,blake-justin-,,1951,"
14


Antonia Gentry, 24

TV Actress

"
1952,background: url(https://www.famousbirthdays.com/thumbnails/barker-saffron-medium.jpg) no-repeat center center; background-size:cover;,1952,barker-saffron-,,1952,"
15


Felix Mallard, 24

Soap Opera Actor

"
1953,background: url(https://www.famousbirthdays.com/thumbnails/westbrouck-mattie-medium.jpg) no-repeat center center; background-size:cover;,1953,westbrouck-mattie-,,1953,"
16


Jonah Marais, 24

Pop Singer

"
1954,background: url(https://www.famousbirthdays.com/thumbnails/felix-lee-medium.jpg) no-repeat center center; background-size:cover;,1954,felix-lee-,,1954,"
17


Jaden Smith, 24

Movie Actor

"
1955,background: url(https://www.famousbirthdays.com/thumbnails/smith-willow-medium.jpg) no-repeat center center; background-size:cover;,1955,smith-willow-,,1955,"
18


Rudy Pankow, 24

TV Actor

"
1956,background: url(https://www.famousbirthdays.com/thumbnails/levine-baylen-medium.jpg) no-repeat center center; background-size:cover;,1956,levine-baylen-,,1956,"
19


Latto, 24

Rapper

"
1957,background: url(https://www.famousbirthdays.com/thumbnails/braungardt-tanner-medium.jpg) no-repeat center center; background-size:cover;,1957,braungardt-tanner-,,1957,"
20


Ryan Trahan, 24

YouTube Star

"
1958,background: url(https://www.famousbirthdays.com/thumbnails/cyrus-noah-medium.jpg) no-repeat center center; background-size:cover;,1958,cyrus-noah-,,1958,"
21


Thomas Petrou, 24

YouTube Star

"
1959,background: url(https://www.famousbirthdays.com/thumbnails/haschak-madison-medium.jpg) no-repeat center center; background-size:cover;,1959,haschak-madison-,,1959,"
22


Bretman Rock, 24

Instagram Star

"
1960,background: url(https://www.famousbirthdays.com/thumbnails/hayward-mia-medium.jpg) no-repeat center center; background-size:cover;,1960,hayward-mia-,,1960,"
23


Conan Gray, 24

Pop Singer

"
1961,background: url(https://www.famousbirthdays.com/thumbnails/willywonkatiktok-medium.jpg) no-repeat center center; background-size:cover;,1961,willywonkatiktok-,,1961,"
24


IamSanna, 24

YouTube Star

"
1962,background: url(https://www.famousbirthdays.com/thumbnails/swatosh-tabitha-medium.jpg) no-repeat center center; background-size:cover;,1962,swatosh-tabitha-,,1962,"
25


Devan Key, 24

Instagram Star

"
1963,background: url(https://www.famousbirthdays.com/thumbnails/big-scarr-medium.jpg) no-repeat center center; background-size:cover;,1963,big-scarr-,,1963,"
26


China Anne McClain, 24

TV Actress

"
1964,background: url(https://www.famousbirthdays.com/thumbnails/donnelly-meg-medium.jpg) no-repeat center center; background-size:cover;,1964,donnelly-meg-,,1964,"
27


Chandler Hallow, 24

YouTube Star

"
1965,background: url(https://www.famousbirthdays.com/thumbnails/haley-medium.jpg) no-repeat center center; background-size:cover;,1965,haley-,,1965,"
28


Katie Douglas, 24

TV Actress

"
1966,background: url(https://www.famousbirthdays.com/thumbnails/parupsky-sydney-medium.jpg) no-repeat center center; background-size:cover;,1966,parupsky-sydney-,,1966,"
29


Jake Webber, 24

YouTube Star

"
1967,background: url(https://www.famousbirthdays.com/thumbnails/qcp-medium.jpg) no-repeat center center; background-size:cover;,1967,qcp-,,1967,"
30


Maya Hawke, 24

TV Actress

"
1968,background: url(https://www.famousbirthdays.com/thumbnails/d-amelio-dixie-medium.jpg) no-repeat center center; background-size:cover;,1968,d-amelio-dixie-,,1968,"
31


Andre Swilley, 24

TikTok Star

"
1969,background: url(https://www.famousbirthdays.com/thumbnails/eilish-billie-medium.jpg) no-repeat center center; background-size:cover;,1969,eilish-billie-,,1969,"
32


Central Cee, 24

Rapper

"
1970,background: url(https://www.famousbirthdays.com/thumbnails/rivera-lexi-medium.jpg) no-repeat center center; background-size:cover;,1970,rivera-lexi-,,1970,"
33


Jack Harlow, 24

Rapper

"
1971,background: url(https://www.famousbirthdays.com/thumbnails/beck-noah-medium.jpg) no-repeat center center; background-size:cover;,1971,beck-noah-,,1971,"
34


Tfue, 25

Twitch Star

"
1972,background: url(https://www.famousbirthdays.com/thumbnails/chamberlain-emma-medium.jpg) no-repeat center center; background-size:cover;,1972,chamberlain-emma-,,1972,"
35


Paris Berelc, 24

TV Actress

"
1973,background: url(https://www.famousbirthdays.com/thumbnails/laverne-zoe-medium.jpg) no-repeat center center; background-size:cover;,1973,laverne-zoe-,,1973,"
36


Jesse Underhill, 24

TikTok Star

"
1974,background: url(https://www.famousbirthdays.com/thumbnails/hossler-jaden-medium.jpg) no-repeat center center; background-size:cover;,1974,hossler-jaden-,,1974,"
37


Tanner Buchanan, 24

TV Actor

"
1975,background: url(https://www.famousbirthdays.com/thumbnails/dossi-sofie-medium.jpg) no-repeat center center; background-size:cover;,1975,dossi-sofie-,,1975,"
38


Peyton Meyer, 24

TV Actor

"
1976,background: url(https://www.famousbirthdays.com/thumbnails/cenat-kai-medium.jpg) no-repeat center center; background-size:cover;,1976,cenat-kai-,,1976,"
39


Poke, 24

YouTube Star

"
1977,background: url(https://www.famousbirthdays.com/thumbnails/lukasiak-chloe-medium.jpg) no-repeat center center; background-size:cover;,1977,lukasiak-chloe-,,1977,"
40


Jayden Croes, 24

TikTok Star

"
1978,background: url(https://www.famousbirthdays.com/thumbnails/reeves-anthony-medium.jpg) no-repeat center center; background-size:cover;,1978,reeves-anthony-,,1978,"
41


Cindy Kimberly, 24

Instagram Star

"
1979,background: url(https://www.famousbirthdays.com/thumbnails/gray-blake-instagramstar-medium.jpg) no-repeat center center; background-size:cover;,1979,gray-blake-instagramstar-,,1979,"
42


Aaron Carpenter, 24

Instagram Star

"
1980,background: url(https://www.famousbirthdays.com/thumbnails/guzman-alex-medium.jpg) no-repeat center center; background-size:cover;,1980,guzman-alex-,,1980,"
43


Steve Lacy, 24

Music Producer

"
1981,background: url(https://www.famousbirthdays.com/thumbnails/frazier-nia-medium.jpg) no-repeat center center; background-size:cover;,1981,frazier-nia-,,1981,"
44


Maddie Gray, 24

TikTok Star

"
1982,background: url(https://www.famousbirthdays.com/thumbnails/herron-zach-medium.jpg) no-repeat center center; background-size:cover;,1982,herron-zach-,,1982,"
45


DraconiteDragon, 24

YouTube Star

"
1983,background: url(https://www.famousbirthdays.com/thumbnails/hudson-morgan-medium.jpg) no-repeat center center; background-size:cover;,1983,hudson-morgan-,,1983,"
46


Khalid, 24

R&B Singer

"
1984,background: url(https://www.famousbirthdays.com/thumbnails/barry-brooke-medium.jpg) no-repeat center center; background-size:cover;,1984,barry-brooke-,,1984,"
47


Sara Waisglass, 24

TV Actress

"
1985,background: url(https://www.famousbirthdays.com/thumbnails/lueders-carson-medium.jpg) no-repeat center center; background-size:cover;,1985,lueders-carson-,,1985,"
48


Maggie Lindemann, 24

Pop Singer

"
1986,background: url(https://www.famousbirthdays.com/thumbnails/orlove-cody-medium.jpg) no-repeat center center; background-size:cover;,1986,orlove-cody-,,1986,1998 Movies
1987,background: url(https://www.famousbirthdays.com/thumbnails/sapnap-medium.jpg) no-repeat center center; background-size:cover;,1987,sapnap-,,1987,1998 Shows
