,img_url,Text
750,background: url(https://www.famousbirthdays.com/thumbnails/green-ceelo-medium.jpg) no-repeat center center; background-size:cover;,"
37


Steve Nash, 48

Basketball Player

"
751,background: url(https://www.famousbirthdays.com/thumbnails/oliver-jamie-medium.jpg) no-repeat center center; background-size:cover;,"
38


Paul Scholes, 48

Soccer Player

"
752,background: url(https://www.famousbirthdays.com/thumbnails/mia-medium.jpg) no-repeat center center; background-size:cover;,"
39


Kajol, 48

Movie Actress

"
753,background: url(https://www.famousbirthdays.com/thumbnails/cottle-tameka-medium.jpg) no-repeat center center; background-size:cover;,"
40


Cara Buono, 48

TV Actress

"
754,background: url(https://www.famousbirthdays.com/thumbnails/gosselin-kate-medium.jpg) no-repeat center center; background-size:cover;,"
41


Alanis Morissette, 48

Rock Singer

"
755,background: url(https://www.famousbirthdays.com/thumbnails/jackson-cheyenne-medium.jpg) no-repeat center center; background-size:cover;,"
42


 Larsa Pippen, 48

Reality Star

"
756,background: url(https://www.famousbirthdays.com/thumbnails/ramirez-sara-medium.jpg) no-repeat center center; background-size:cover;,"
43


Duff Goldman, 48

Chef

"
757,background: url(https://www.famousbirthdays.com/thumbnails/stratus-trish-medium.jpg) no-repeat center center; background-size:cover;,"
44


Shaunie O'Neal, 48

TV Producer

"
758,background: url(https://www.famousbirthdays.com/thumbnails/orourke-heather-medium.jpg) no-repeat center center; background-size:cover;,"
45


Olivia Colman, 48

Movie Actress

"
759,background: url(https://www.famousbirthdays.com/thumbnails/truss-liz-medium.jpg) no-repeat center center; background-size:cover;,"
46


Connie Davis, 48

YouTube Star

"
760,background: url(https://www.famousbirthdays.com/thumbnails/brand-russell-medium.jpg) no-repeat center center; background-size:cover;,"
47


Vijay Chandrasekhar, 48

Movie Actor

"
761,background: url(https://www.famousbirthdays.com/thumbnails/braff-zach-medium.jpg) no-repeat center center; background-size:cover;,"
48


Alex Jones, 48

Radio Host

"
762,background: url(https://www.famousbirthdays.com/thumbnails/ronson-mark-medium.jpg) no-repeat center center; background-size:cover;,1974 Movies
763,background: url(https://www.famousbirthdays.com/thumbnails/waititi-taika-medium.jpg) no-repeat center center; background-size:cover;,1974 Shows
764,background: url(https://www.famousbirthdays.com/thumbnails/cardellini-linda-medium.jpg) no-repeat center center; background-size:cover;,Died in 1974
765,background: url(https://www.famousbirthdays.com/thumbnails/jordison-joey-medium.jpg) no-repeat center center; background-size:cover;,"
1


Sia, 47

Pop Singer

"
766,background: url(https://www.famousbirthdays.com/thumbnails/lozada-evelyn-medium.jpg) no-repeat center center; background-size:cover;,"
2


Angelina Jolie, 47

Movie Actress

"
767,background: url(https://www.famousbirthdays.com/thumbnails/ferguson-jesse-medium.jpg) no-repeat center center; background-size:cover;,"
3


DJ Khaled, 47

Music Producer

"
768,background: url(https://www.famousbirthdays.com/thumbnails/reynolds-ryan-medium.jpg) no-repeat center center; background-size:cover;,"
4


David Beckham, 47

Soccer Player

"
769,background: url(https://www.famousbirthdays.com/thumbnails/boseman-chadwick-medium.jpg) no-repeat center center; background-size:cover;,"
5


50 Cent, 47

Rapper

"
770,background: url(https://www.famousbirthdays.com/thumbnails/cameron-c-medium.jpg) no-repeat center center; background-size:cover;,"
6


Tobey Maguire, 47

Movie Actor

"
771,background: url(https://www.famousbirthdays.com/thumbnails/bryan-luke-medium.jpg) no-repeat center center; background-size:cover;,"
7


Travis Barker, 47

Drummer

"
772,background: url(https://www.famousbirthdays.com/thumbnails/shelton-blake-medium.jpg) no-repeat center center; background-size:cover;,"
8


David Harbour, 47

Movie Actor

"
773,background: url(https://www.famousbirthdays.com/thumbnails/witherspoon-reese-medium.jpg) no-repeat center center; background-size:cover;,"
9


Mel B, 47

Pop Singer

"
774,background: url(https://www.famousbirthdays.com/thumbnails/cumberbatch-benedict-medium.jpg) no-repeat center center; background-size:cover;,"
10


Kate Winslet, 47

Movie Actress

"
775,background: url(https://www.famousbirthdays.com/thumbnails/gillies-daniel-medium.jpg) no-repeat center center; background-size:cover;,"
11


Drew Barrymore, 47

Movie Actress

"
776,background: url(https://www.famousbirthdays.com/thumbnails/murphy-cillian-medium.jpg) no-repeat center center; background-size:cover;,"
12


Bradley Cooper, 48

Movie Actor

"
777,background: url(https://www.famousbirthdays.com/thumbnails/iglesias-gabriel-medium.jpg) no-repeat center center; background-size:cover;,"
13


Monty Lopez, 47

TikTok Star

"
778,background: url(https://www.famousbirthdays.com/thumbnails/ross-rick-medium.jpg) no-repeat center center; background-size:cover;,"
14


Tiger Woods, 47

Golfer

"
779,background: url(https://www.famousbirthdays.com/thumbnails/nelson-tiffany-medium.jpg) no-repeat center center; background-size:cover;,"
15


Fergie, 47

Pop Singer

"
780,background: url(https://www.famousbirthdays.com/thumbnails/manning-peyton-medium.jpg) no-repeat center center; background-size:cover;,"
16


Michael Bublé, 47

Jazz Singer

"
781,background: url(https://www.famousbirthdays.com/thumbnails/brandis-jonathan-medium.jpg) no-repeat center center; background-size:cover;,"
17


will.i.am, 47

Rapper

"
782,background: url(https://www.famousbirthdays.com/thumbnails/worthington-sam-medium.jpg) no-repeat center center; background-size:cover;,"
18


Enrique Iglesias, 47

Pop Singer

"
783,background: url(https://www.famousbirthdays.com/thumbnails/billups-chauncey-medium.jpg) no-repeat center center; background-size:cover;,"
19


Lauryn Hill, 47

R&B Singer

"
784,background: url(https://www.famousbirthdays.com/thumbnails/bennington-chester-medium.jpg) no-repeat center center; background-size:cover;,"
20


Pedro Pascal, 47

TV Actor

"
785,background: url(https://www.famousbirthdays.com/thumbnails/vulcano-sal-medium.jpg) no-repeat center center; background-size:cover;,"
21


Declan Donnelly, 47

TV Show Host

"
786,background: url(https://www.famousbirthdays.com/thumbnails/silverstone-alicia-medium.jpg) no-repeat center center; background-size:cover;,"
22


Bethany Gaskin, 47 

YouTube Star

"
787,background: url(https://www.famousbirthdays.com/thumbnails/gatto-joe-medium.jpg) no-repeat center center; background-size:cover;,"
23


Allen Iverson, 47

Basketball Player

"
788,background: url(https://www.famousbirthdays.com/thumbnails/barber-andrea-medium.jpg) no-repeat center center; background-size:cover;,"
24


Eva Longoria, 47

TV Actress

"
789,background: url(https://www.famousbirthdays.com/thumbnails/quinn-comedian-brian-medium.jpg) no-repeat center center; background-size:cover;,"
25


Charlize Theron, 47

Movie Actress

"
790,background: url(https://www.famousbirthdays.com/thumbnails/murr-james-medium.jpg) no-repeat center center; background-size:cover;,"
26


Juicy J, 47

Rapper

"
791,background: url(https://www.famousbirthdays.com/thumbnails/ronaldo-medium.jpg) no-repeat center center; background-size:cover;,"
27


Anthony McPartlin, 47

TV Show Host

"
792,background: url(https://www.famousbirthdays.com/thumbnails/ketchman-stacey-medium.jpg) no-repeat center center; background-size:cover;,"
28


Stefan Karl Stefansson (1975-2018)

TV Actor

"
793,background: url(https://www.famousbirthdays.com/thumbnails/fisher-isla-medium.jpg) no-repeat center center; background-size:cover;,"
29


Alex Rodriguez, 47

Baseball Player

"
794,background: url(https://www.famousbirthdays.com/thumbnails/ganda-vice-medium.jpg) no-repeat center center; background-size:cover;,"
30


Bianca del Rio, 47

Reality Star

"
795,background: url(https://www.famousbirthdays.com/thumbnails/mcmahon-stephanie-medium.jpg) no-repeat center center; background-size:cover;,"
31


CeeLo Green, 47

R&B Singer

"
796,background: url(https://www.famousbirthdays.com/thumbnails/burruss-kandi-medium.jpg) no-repeat center center; background-size:cover;,"
32


Jamie Oliver, 47

Chef

"
797,background: url(https://www.famousbirthdays.com/thumbnails/capshaw-jessica-medium.jpg) no-repeat center center; background-size:cover;,"
33


M.I.A, 47

Rapper

"
798,background: url(https://www.famousbirthdays.com/thumbnails/rasheeda-medium.jpg) no-repeat center center; background-size:cover;,"
34


Tameka Harris, 47

R&B Singer

"
799,background: url(https://www.famousbirthdays.com/thumbnails/white-jaleel-medium.jpg) no-repeat center center; background-size:cover;,"
35


Kate Gosselin, 47

Reality Star

"
800,background: url(https://www.famousbirthdays.com/thumbnails/milonakis-andy-medium.jpg) no-repeat center center; background-size:cover;,"
36


Cheyenne Jackson, 47

Stage Actor

"
801,background: url(https://www.famousbirthdays.com/thumbnails/trina-medium.jpg) no-repeat center center; background-size:cover;,"
37


Sara Ramirez, 47

Movie Actress

"
802,background: url(https://www.famousbirthdays.com/thumbnails/faris-anna-medium.jpg) no-repeat center center; background-size:cover;,"
38


Trish Stratus, 47

Wrestler

"
803,background: url(https://www.famousbirthdays.com/thumbnails/rule-ja-medium.jpg) no-repeat center center; background-size:cover;,"
39


Heather O'Rourke (1975-1988)

Movie Actress

"
804,background: url(https://www.famousbirthdays.com/thumbnails/farrell-colin-medium.jpg) no-repeat center center; background-size:cover;,"
40


Liz Truss, 47

Politician

"
805,background: url(https://www.famousbirthdays.com/thumbnails/kartel-vybz-medium.jpg) no-repeat center center; background-size:cover;,"
41


Russell Brand, 47

Movie Actor

"
806,background: url(https://www.famousbirthdays.com/thumbnails/bohen-ian-medium.jpg) no-repeat center center; background-size:cover;,"
42


Zach Braff, 47

TV Actor

"
807,background: url(https://www.famousbirthdays.com/thumbnails/baker-troy-medium.jpg) no-repeat center center; background-size:cover;,"
43


Mark Ronson, 47

Music Producer

"
808,background: url(https://www.famousbirthdays.com/thumbnails/prinze-freddie-medium.jpg) no-repeat center center; background-size:cover;,"
44


Taika Waititi, 47

Director

"
809,background: url(https://www.famousbirthdays.com/thumbnails/bernthal-jon-medium.jpg) no-repeat center center; background-size:cover;,"
45


Linda Cardellini, 47

TV Actress

"
810,background: url(https://www.famousbirthdays.com/thumbnails/duncan-tim-medium.jpg) no-repeat center center; background-size:cover;,"
46


Joey Jordison (1975-2021)

Drummer

"
811,background: url(https://www.famousbirthdays.com/thumbnails/jones-jim-medium.jpg) no-repeat center center; background-size:cover;,"
47


Evelyn Lozada, 47

Reality Star

"
812,background: url(https://www.famousbirthdays.com/thumbnails/pataky-elsa-medium.jpg) no-repeat center center; background-size:cover;,"
48


Jesse Tyler Ferguson, 47

TV Actor

"
813,background: url(https://www.famousbirthdays.com/thumbnails/plies-medium.jpg) no-repeat center center; background-size:cover;,1975 Movies
814,background: url(https://www.famousbirthdays.com/thumbnails/hart-melissa-medium.jpg) no-repeat center center; background-size:cover;,1975 Shows
815,background: url(https://www.famousbirthdays.com/thumbnails/mustard-donald-medium.jpg) no-repeat center center; background-size:cover;,Died in 1975
816,background: url(https://www.famousbirthdays.com/thumbnails/west-kanye-medium.jpg) no-repeat center center; background-size:cover;,"
1


Ryan Reynolds, 46

Movie Actor

"
817,background: url(https://www.famousbirthdays.com/thumbnails/cena-john-medium.jpg) no-repeat center center; background-size:cover;,"
2


Chadwick Boseman (1976-2020)

Movie Actor

"
818,background: url(https://www.famousbirthdays.com/thumbnails/shakira-medium.jpg) no-repeat center center; background-size:cover;,"
3


Candace Cameron-Bure, 46

TV Actress

"
819,background: url(https://www.famousbirthdays.com/thumbnails/brady-tom-medium.jpg) no-repeat center center; background-size:cover;,"
4


Luke Bryan, 46

Country Singer

"
820,background: url(https://www.famousbirthdays.com/thumbnails/way-gerard-medium.jpg) no-repeat center center; background-size:cover;,"
5


Blake Shelton, 46

Country Singer

"
821,background: url(https://www.famousbirthdays.com/thumbnails/yankee-daddy-medium.jpg) no-repeat center center; background-size:cover;,"
6


Reese Witherspoon, 46

Movie Actress

"
822,background: url(https://www.famousbirthdays.com/thumbnails/lukasiak-christi-medium.jpg) no-repeat center center; background-size:cover;,"
7


Benedict Cumberbatch, 46

Movie Actor

"
823,background: url(https://www.famousbirthdays.com/thumbnails/bloom-orlando-medium.jpg) no-repeat center center; background-size:cover;,"
8


Daniel Gillies, 46

TV Actor

"
824,background: url(https://www.famousbirthdays.com/thumbnails/mclaughlin-rhett-medium.jpg) no-repeat center center; background-size:cover;,"
9


Cillian Murphy, 46

Movie Actor

"
825,background: url(https://www.famousbirthdays.com/thumbnails/thinknoodles-medium.jpg) no-repeat center center; background-size:cover;,"
10


Gabriel Iglesias, 46

Comedian

"
826,background: url(https://www.famousbirthdays.com/thumbnails/psy-medium.jpg) no-repeat center center; background-size:cover;,"
11


Rick Ross, 46

Rapper

"
827,background: url(https://www.famousbirthdays.com/thumbnails/murphy-brittany-medium.jpg) no-repeat center center; background-size:cover;,"
12


Tiffany Nelson, 46

YouTube Star

"
828,background: url(https://www.famousbirthdays.com/thumbnails/mayweather-floyd-medium.jpg) no-repeat center center; background-size:cover;,"
13


Peyton Manning, 46

Football Player

"
829,background: url(https://www.famousbirthdays.com/thumbnails/mayer-john-medium.jpg) no-repeat center center; background-size:cover;,"
14


Jonathan Brandis (1976-2003)

Movie Actor

"
830,background: url(https://www.famousbirthdays.com/thumbnails/hardy-tom-medium.jpg) no-repeat center center; background-size:cover;,"
15


Sam Worthington, 46

Movie Actor

"
831,background: url(https://www.famousbirthdays.com/thumbnails/trainor-jerry-tvactor-medium.jpg) no-repeat center center; background-size:cover;,"
16


Chauncey Billups, 46

Basketball Player

"
832,background: url(https://www.famousbirthdays.com/thumbnails/martin-chris-medium.jpg) no-repeat center center; background-size:cover;,"
17


Chester Bennington (1976-2017)

Rock Singer

"
833,background: url(https://www.famousbirthdays.com/thumbnails/lesnar-brock-medium.jpg) no-repeat center center; background-size:cover;,"
18


Sal Vulcano, 46

Comedian

"
834,background: url(https://www.famousbirthdays.com/thumbnails/ludacris-medium.jpg) no-repeat center center; background-size:cover;,"
19


Alicia Silverstone, 46

Movie Actress

"
835,background: url(https://www.famousbirthdays.com/thumbnails/chainz-2-medium.jpg) no-repeat center center; background-size:cover;,"
20


Joe Gatto, 46

Comedian

"
836,background: url(https://www.famousbirthdays.com/thumbnails/earles-jason-medium.jpg) no-repeat center center; background-size:cover;,"
21


Andrea Barber, 46

TV Actress

"
837,background: url(https://www.famousbirthdays.com/thumbnails/trump-donald-businessexecutive-medium.jpg) no-repeat center center; background-size:cover;,"
22


Brian Quinn, 46

Comedian

"
838,background: url(https://www.famousbirthdays.com/thumbnails/singh-varli-medium.jpg) no-repeat center center; background-size:cover;,"
23


James Murray, 46

Comedian

"
839,background: url(https://www.famousbirthdays.com/thumbnails/ehbee-andres-medium.jpg) no-repeat center center; background-size:cover;,"
24


Ronaldo, 46

Soccer Player

"
840,background: url(https://www.famousbirthdays.com/thumbnails/aldean-jason-medium.jpg) no-repeat center center; background-size:cover;,"
25


Stacey Ketchman, 46

TikTok Star

"
841,background: url(https://www.famousbirthdays.com/thumbnails/ventimiglia-milo-medium.jpg) no-repeat center center; background-size:cover;,"
26


Isla Fisher, 46

Movie Actress

"
842,background: url(https://www.famousbirthdays.com/thumbnails/styles-a.j.-medium.jpg) no-repeat center center; background-size:cover;,"
27


Vice Ganda, 46

Comedian

"
843,background: url(https://www.famousbirthdays.com/thumbnails/hardy-jeff-medium.jpg) no-repeat center center; background-size:cover;,"
28


Stephanie McMahon, 46

Wrestler

"
844,background: url(https://www.famousbirthdays.com/thumbnails/kumar-bhushan-medium.jpg) no-repeat center center; background-size:cover;,"
29


Kandi Burruss, 46

R&B Singer

"
845,background: url(https://www.famousbirthdays.com/thumbnails/braxton-tamar-medium.jpg) no-repeat center center; background-size:cover;,"
30


Jessica Capshaw, 46

TV Actress

"
846,background: url(https://www.famousbirthdays.com/thumbnails/chastain-jessica-medium.jpg) no-repeat center center; background-size:cover;,"
31


Rasheeda, 46

Rapper

"
847,background: url(https://www.famousbirthdays.com/thumbnails/parrilla-lana-medium.jpg) no-repeat center center; background-size:cover;,"
32


Jaleel White, 46

TV Actor

"
848,background: url(https://www.famousbirthdays.com/thumbnails/4kpapi-medium.jpg) no-repeat center center; background-size:cover;,"
33


Andy Milonakis, 46

TV Actor

"
849,background: url(https://www.famousbirthdays.com/thumbnails/telgemeier-raina-medium.jpg) no-repeat center center; background-size:cover;,"
34


Trina, 46

Rapper

"
850,background: url(https://www.famousbirthdays.com/thumbnails/thicke-robin-medium.jpg) no-repeat center center; background-size:cover;,"
35


Anna Faris, 46

Movie Actress

"
851,background: url(https://www.famousbirthdays.com/thumbnails/dyer-danny-medium.jpg) no-repeat center center; background-size:cover;,"
36


Ja Rule, 46

Rapper

"
852,background: url(https://www.famousbirthdays.com/thumbnails/gellar-s-medium.jpg) no-repeat center center; background-size:cover;,"
37


Colin Farrell, 46

Movie Actor

"
853,background: url(https://www.famousbirthdays.com/thumbnails/valastro-buddy-medium.jpg) no-repeat center center; background-size:cover;,"
38


Vybz Kartel, 47

Reggae Singer

"
854,background: url(https://www.famousbirthdays.com/thumbnails/gampp-yolanda-medium.jpg) no-repeat center center; background-size:cover;,"
39


Ian Bohen, 46

TV Actor

"
855,background: url(https://www.famousbirthdays.com/thumbnails/carter-vince-medium.jpg) no-repeat center center; background-size:cover;,"
40


Troy Baker, 46

Voice Actor

"
856,background: url(https://www.famousbirthdays.com/thumbnails/green-john-medium.jpg) no-repeat center center; background-size:cover;,"
41


Freddie Prinze Jr., 46

Movie Actor

"
857,background: url(https://www.famousbirthdays.com/thumbnails/portnoy-david-medium.jpg) no-repeat center center; background-size:cover;,"
42


Jon Bernthal, 46

TV Actor

"
858,background: url(https://www.famousbirthdays.com/thumbnails/jensen-rob-medium.jpg) no-repeat center center; background-size:cover;,"
43


Tim Duncan, 46

Basketball Player

"
859,background: url(https://www.famousbirthdays.com/thumbnails/rich-kendal-medium.jpg) no-repeat center center; background-size:cover;,"
44


Jim Jones, 46

Rapper

"
860,background: url(https://www.famousbirthdays.com/thumbnails/jeezy-young-medium.jpg) no-repeat center center; background-size:cover;,"
45


Elsa Pataky, 46

Model

"
861,background: url(https://www.famousbirthdays.com/thumbnails/bomer-matt-medium.jpg) no-repeat center center; background-size:cover;,"
46


Plies, 46

Rapper

"
862,background: url(https://www.famousbirthdays.com/thumbnails/aoki-steve-medium.jpg) no-repeat center center; background-size:cover;,"
47


Melissa Joan Hart, 46

TV Actress

"
863,background: url(https://www.famousbirthdays.com/thumbnails/toro-ray-medium.jpg) no-repeat center center; background-size:cover;,"
48


Donald Mustard, 46

Game Designer

"
864,background: url(https://www.famousbirthdays.com/thumbnails/bryant-kobe-medium.jpg) no-repeat center center; background-size:cover;,1976 Movies
865,background: url(https://www.famousbirthdays.com/thumbnails/somerhalder-ian-medium.jpg) no-repeat center center; background-size:cover;,1976 Shows
866,background: url(https://www.famousbirthdays.com/thumbnails/corden-james-medium.jpg) no-repeat center center; background-size:cover;,Died in 1976
867,background: url(https://www.famousbirthdays.com/thumbnails/ackles-jensen-medium.jpg) no-repeat center center; background-size:cover;,"
1


Kanye West, 45

Rapper

"
868,background: url(https://www.famousbirthdays.com/thumbnails/mowry-actress-tia-medium.jpg) no-repeat center center; background-size:cover;,"
2


John Cena, 45

Wrestler

"
869,background: url(https://www.famousbirthdays.com/thumbnails/usher-medium.jpg) no-repeat center center; background-size:cover;,"
3


Shakira, 45

Pop Singer

"
870,background: url(https://www.famousbirthdays.com/thumbnails/legend-john-medium.jpg) no-repeat center center; background-size:cover;,"
4


Tom Brady, 45

Football Player

"
871,background: url(https://www.famousbirthdays.com/thumbnails/saldana-zoe-medium.jpg) no-repeat center center; background-size:cover;,"
5


Gerard Way, 45

Rock Singer

"
872,background: url(https://www.famousbirthdays.com/thumbnails/samberg-andy-medium.jpg) no-repeat center center; background-size:cover;,"
6


Daddy Yankee, 45

Reggaeton Singer

"
873,background: url(https://www.famousbirthdays.com/thumbnails/franco-james-medium.jpg) no-repeat center center; background-size:cover;,"
7


Christi Lukasiak, 45

Reality Star

"
874,background: url(https://www.famousbirthdays.com/thumbnails/kutcher-ashton-medium.jpg) no-repeat center center; background-size:cover;,"
8


Orlando Bloom, 46

Movie Actor

"
875,background: url(https://www.famousbirthdays.com/thumbnails/mcadams-rachel-medium.jpg) no-repeat center center; background-size:cover;,"
9


Rhett McLaughlin, 45

YouTube Star

"
876,background: url(https://www.famousbirthdays.com/thumbnails/neal-charles-medium.jpg) no-repeat center center; background-size:cover;,"
10


Thinknoodles, 45

YouTube Star

"
877,background: url(https://www.famousbirthdays.com/thumbnails/cawthon-scott-medium.jpg) no-repeat center center; background-size:cover;,"
11


Psy, 45

Pop Singer

"
878,background: url(https://www.famousbirthdays.com/thumbnails/scherzinger-nicole-medium.jpg) no-repeat center center; background-size:cover;,"
12


Brittany Murphy (1977-2009)

Movie Actress

"
879,background: url(https://www.famousbirthdays.com/thumbnails/dixon-alesha-medium.jpg) no-repeat center center; background-size:cover;,"
13


Floyd Mayweather Jr., 45

Boxer

"
880,background: url(https://www.famousbirthdays.com/thumbnails/fonsi-luis-medium.jpg) no-repeat center center; background-size:cover;,"
14


John Mayer, 45

Rock Singer

"
881,background: url(https://www.famousbirthdays.com/thumbnails/christie-gwendoline-movieactress-medium.jpg) no-repeat center center; background-size:cover;,"
15


Tom Hardy, 45

Movie Actor

"
882,background: url(https://www.famousbirthdays.com/thumbnails/mowry-tamera-medium.jpg) no-repeat center center; background-size:cover;,"
16


Jerry Trainor, 45

TV Actor

"
883,background: url(https://www.famousbirthdays.com/thumbnails/mackie-anthony-medium.jpg) no-repeat center center; background-size:cover;,"
17


Chris Martin, 45

Pop Singer

"
884,background: url(https://www.famousbirthdays.com/thumbnails/ellis-tom-medium.jpg) no-repeat center center; background-size:cover;,"
18


Brock Lesnar, 45

Wrestler

"
885,background: url(https://www.famousbirthdays.com/thumbnails/mani-mandana-medium.jpg) no-repeat center center; background-size:cover;,"
19


Ludacris, 45

Rapper

"
886,background: url(https://www.famousbirthdays.com/thumbnails/mitchell-kel-medium.jpg) no-repeat center center; background-size:cover;,"
20


2 Chainz, 45

Rapper

"
887,background: url(https://www.famousbirthdays.com/thumbnails/vitar-mike-medium.jpg) no-repeat center center; background-size:cover;,"
21


Jason Earles, 45

TV Actor

"
888,background: url(https://www.famousbirthdays.com/thumbnails/hilton-perez-medium.jpg) no-repeat center center; background-size:cover;,"
22


Donald Trump Jr., 45	

Business Executive

"
889,background: url(https://www.famousbirthdays.com/thumbnails/zelenskyy-volodymyr-medium.jpg) no-repeat center center; background-size:cover;,"
23


Varli Singh, 45

TikTok Star

"
890,background: url(https://www.famousbirthdays.com/thumbnails/punk-cm-medium.jpg) no-repeat center center; background-size:cover;,"
24


Papa Bee, 45

YouTube Star

"
891,background: url(https://www.famousbirthdays.com/thumbnails/price-katie-medium.jpg) no-repeat center center; background-size:cover;,"
25


Jason Aldean, 45

Country Singer

"
892,background: url(https://www.famousbirthdays.com/thumbnails/jones-january-medium.jpg) no-repeat center center; background-size:cover;,"
26


Milo Ventimiglia, 45

TV Actor

"
893,background: url(https://www.famousbirthdays.com/thumbnails/heigl-katherine-medium.jpg) no-repeat center center; background-size:cover;,"
27


AJ Styles, 45

Wrestler

"
894,background: url(https://www.famousbirthdays.com/thumbnails/furtado-nelly-medium.jpg) no-repeat center center; background-size:cover;,"
28


Jeff Hardy, 45

Wrestler

"
895,background: url(https://www.famousbirthdays.com/thumbnails/hader-bill-medium.jpg) no-repeat center center; background-size:cover;,"
29


Bhushan Kumar, 45

Film Producer

"
896,background: url(https://www.famousbirthdays.com/thumbnails/gaines-joanna-medium.jpg) no-repeat center center; background-size:cover;,"
30


Tamar Braxton, 45

R&B Singer

"
897,background: url(https://www.famousbirthdays.com/thumbnails/gibson-tyrese-medium.jpg) no-repeat center center; background-size:cover;,"
31


Jessica Chastain, 45

Movie Actress

"
898,background: url(https://www.famousbirthdays.com/thumbnails/diplo-medium.jpg) no-repeat center center; background-size:cover;,"
32


Lana Parrilla, 45

TV Actress

"
899,background: url(https://www.famousbirthdays.com/thumbnails/williams-dianna-medium.jpg) no-repeat center center; background-size:cover;,"
33


4kpapi, 45

Instagram Star

"
900,background: url(https://www.famousbirthdays.com/thumbnails/cook-a.j.-medium.jpg) no-repeat center center; background-size:cover;,"
34


Raina Telgemeier, 45

Cartoonist

"
901,background: url(https://www.famousbirthdays.com/thumbnails/rodriguez-michelle-medium.jpg) no-repeat center center; background-size:cover;,"
35


Robin Thicke, 45

R&B Singer

"
902,background: url(https://www.famousbirthdays.com/thumbnails/holmes-katie-medium.jpg) no-repeat center center; background-size:cover;,"
36


Danny Dyer, 45

TV Actor

"
903,background: url(https://www.famousbirthdays.com/thumbnails/pacquiao-manny-medium.jpg) no-repeat center center; background-size:cover;,"
37


Sarah Michelle Gellar, 45

TV Actress

"
904,background: url(https://www.famousbirthdays.com/thumbnails/barsi-judith-medium.jpg) no-repeat center center; background-size:cover;,"
38


Buddy Valastro, 45

Chef

"
905,background: url(https://www.famousbirthdays.com/thumbnails/goodwin-ginnifer-medium.jpg) no-repeat center center; background-size:cover;,"
39


Yolanda Gampp, 45

YouTube Star

"
906,background: url(https://www.famousbirthdays.com/thumbnails/grace-topher-medium.jpg) no-repeat center center; background-size:cover;,"
40


Vince Carter, 45

Basketball Player

"
907,background: url(https://www.famousbirthdays.com/thumbnails/long-justin-medium.jpg) no-repeat center center; background-size:cover;,"
41


John Green, 45

Young Adult Author

"
908,background: url(https://www.famousbirthdays.com/thumbnails/superpop-grim-medium.jpg) no-repeat center center; background-size:cover;,"
42


Dave Portnoy, 45

Entrepreneur

"
909,background: url(https://www.famousbirthdays.com/thumbnails/thompson-kenan-medium.jpg) no-repeat center center; background-size:cover;,"
43


Rob Jensen, 45

YouTube Star

"
910,background: url(https://www.famousbirthdays.com/thumbnails/dallas-josh-medium.jpg) no-repeat center center; background-size:cover;,"
44


Kendal Rich, 45

YouTube Star

"
911,background: url(https://www.famousbirthdays.com/thumbnails/davis-matthew-medium.jpg) no-repeat center center; background-size:cover;,"
45


Jeezy, 45

Rapper

"
912,background: url(https://www.famousbirthdays.com/thumbnails/kardashian-kourtney-medium.jpg) no-repeat center center; background-size:cover;,"
46


Matt Bomer, 45

TV Actor

"
913,background: url(https://www.famousbirthdays.com/thumbnails/hart-kevin-medium.jpg) no-repeat center center; background-size:cover;,"
47


Steve Aoki, 45

DJ

"
914,background: url(https://www.famousbirthdays.com/thumbnails/pratt-chris-medium.jpg) no-repeat center center; background-size:cover;,"
48


Ray Toro, 45

Guitarist

"
915,background: url(https://www.famousbirthdays.com/thumbnails/levine-adam-medium.jpg) no-repeat center center; background-size:cover;,1977 Movies
916,background: url(https://www.famousbirthdays.com/thumbnails/aaliyah-medium.jpg) no-repeat center center; background-size:cover;,1977 Shows
917,background: url(https://www.famousbirthdays.com/thumbnails/pink-medium.jpg) no-repeat center center; background-size:cover;,Died in 1977
918,background: url(https://www.famousbirthdays.com/thumbnails/easterling-sheri-medium.jpg) no-repeat center center; background-size:cover;,"
1


Kobe Bryant (1978-2020)

Basketball Player

"
919,background: url(https://www.famousbirthdays.com/thumbnails/ledger-heath-medium.jpg) no-repeat center center; background-size:cover;,"
2


Ian Somerhalder, 44

TV Actor

"
920,background: url(https://www.famousbirthdays.com/thumbnails/skylander-mom-medium.jpg) no-repeat center center; background-size:cover;,"
3


James Corden, 44

Comedian

"
921,background: url(https://www.famousbirthdays.com/thumbnails/hudson-kate-medium.jpg) no-repeat center center; background-size:cover;,"
4


Jensen Ackles, 44

TV Actor

"
922,background: url(https://www.famousbirthdays.com/thumbnails/momoa-jason-medium.jpg) no-repeat center center; background-size:cover;,"
5


Tia Mowry, 44

TV Actress

"
923,background: url(https://www.famousbirthdays.com/thumbnails/barnes-cooper-medium.jpg) no-repeat center center; background-size:cover;,"
6


Usher, 44

R&B Singer

"
924,background: url(https://www.famousbirthdays.com/thumbnails/krasinski-john-medium.jpg) no-repeat center center; background-size:cover;,"
7


John Legend, 44

R&B Singer

"
925,background: url(https://www.famousbirthdays.com/thumbnails/yo-ne-medium.jpg) no-repeat center center; background-size:cover;,"
8


Zoe Saldaña, 44

Movie Actress

"
926,background: url(https://www.famousbirthdays.com/thumbnails/boo-gangsta-medium.jpg) no-repeat center center; background-size:cover;,"
9


Andy Samberg, 44

TV Actor

"
