,img_url,Text
2406,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
10


That Girl Lay Lay, 15

Rapper

"
2407,background: url(https://www.famousbirthdays.com/thumbnails/maxwell-addy-medium.jpg) no-repeat center center; background-size:cover;,"
11


NayVee Nelson, 15

YouTube Star

"
2408,background: url(https://www.famousbirthdays.com/thumbnails/kade-skye-medium.jpg) no-repeat center center; background-size:cover;,"
12


Ariana Greenblatt, 15

TV Actress

"
2409,background: url(https://www.famousbirthdays.com/thumbnails/yeager-payton-medium.jpg) no-repeat center center; background-size:cover;,"
13


Miguel Cazarez Mora, 15

Movie Actor

"
2410,background: url(https://www.famousbirthdays.com/thumbnails/roberts-kaido-medium.jpg) no-repeat center center; background-size:cover;,"
14


Nicolette Durazzo, 15

Dancer

"
2411,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
15


Liza Anokhina, 15

TikTok Star

"
2412,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
16


therealcacagirl, 15

TikTok Star

"
2413,background: url(https://www.famousbirthdays.com/thumbnails/maddy-jkrew-medium.jpg) no-repeat center center; background-size:cover;,"
17


Angelica Hale, 15

Pop Singer

"
2414,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
18


Ami Charlize, 15

TikTok Star

"
2415,background: url(https://www.famousbirthdays.com/thumbnails/johnston-elise-medium.jpg) no-repeat center center; background-size:cover;,"
19


Emery Bingham, 15

YouTube Star

"
2416,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
20


Malachi Barton, 15

TV Actor

"
2417,background: url(https://www.famousbirthdays.com/thumbnails/james-jordyn-medium.jpg) no-repeat center center; background-size:cover;,"
21


Badkidmirah, 15

Instagram Star

"
2418,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
22


Grace Conder, 15

YouTube Star

"
2419,background: url(https://www.famousbirthdays.com/thumbnails/butler-brock-medium.jpg) no-repeat center center; background-size:cover;,"
23


Sarah Dorothy Little, 15

TikTok Star

"
2420,background: url(https://www.famousbirthdays.com/thumbnails/johnson-olivia-medium.jpg) no-repeat center center; background-size:cover;,"
24


Corinne Joy, 15

Dancer

"
2421,background: url(https://www.famousbirthdays.com/thumbnails/foster-kingston-medium.jpg) no-repeat center center; background-size:cover;,"
25


Jessalyn Grace, 15

YouTube Star

"
2422,background: url(https://www.famousbirthdays.com/thumbnails/schaeffer-wolfgang-medium.jpg) no-repeat center center; background-size:cover;,"
26


Jodie Woods, 16

Instagram Star

"
2423,background: url(https://www.famousbirthdays.com/thumbnails/samuel-emanuella-medium.jpg) no-repeat center center; background-size:cover;,"
27


PrettyLuhHazel, 15

TikTok Star

"
2424,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
28


SaiDee Nelson, 15

YouTube Star

"
2425,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
29


Cohen Muse, 15

TikTok Star

"
2426,background: url(https://www.famousbirthdays.com/thumbnails/jean-lilia-medium.jpg) no-repeat center center; background-size:cover;,"
30


Ynw Bslime, 15

Rapper

"
2427,background: url(https://www.famousbirthdays.com/thumbnails/prince-brooklynn-medium.jpg) no-repeat center center; background-size:cover;,"
31


Alisson Gonzalez-Riveron, 15

YouTube Star

"
2428,background: url(https://www.famousbirthdays.com/thumbnails/benitez-sebastian-medium.jpg) no-repeat center center; background-size:cover;,"
32


Addi Shaw, 15

TikTok Star

"
2429,background: url(https://www.famousbirthdays.com/thumbnails/anis-sienna-medium.jpg) no-repeat center center; background-size:cover;,"
33


Sarah Georgiana, 15

Dancer

"
2430,background: url(https://www.famousbirthdays.com/thumbnails/allan-mia-medium.jpg) no-repeat center center; background-size:cover;,"
34


Scarlett Estevez, 15

Movie Actress

"
2431,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
35


Hayden Haas, 15

TV Actor

"
2432,background: url(https://www.famousbirthdays.com/thumbnails/booth-paxton-medium.jpg) no-repeat center center; background-size:cover;,"
36


Kaycee in Wonderland, 15

YouTube Star

"
2433,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
37


FaZe H1ghSky1, 15

eSports Player

"
2434,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
38


Most Hated Kylah, 15

TikTok Star

"
2435,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
39


Bailey Ballinger, 15

YouTube Star

"
2436,background: url(https://www.famousbirthdays.com/thumbnails/jiffpom-medium.jpg) no-repeat center center; background-size:cover;,"
40


Bryce James, 15

Family Member

"
2437,background: url(https://www.famousbirthdays.com/thumbnails/rader-symphony-medium.jpg) no-repeat center center; background-size:cover;,"
41


Emerson O'Dell, 15

TikTok Star

"
2438,background: url(https://www.famousbirthdays.com/thumbnails/allan-ella-medium.jpg) no-repeat center center; background-size:cover;,"
42


Abby Franke, 15

YouTube Star

"
2439,background: url(https://www.famousbirthdays.com/thumbnails/roberts-isabelle-medium.jpg) no-repeat center center; background-size:cover;,"
43


Elias Harger, 15

TV Actor

"
2440,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
44


Enzo Lopez, 15

Instagram Star

"
2441,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
45


August Maturo, 15

TV Actor

"
2442,background: url(https://www.famousbirthdays.com/thumbnails/oh-shiitake-mushrooms-leanna-medium.jpg) no-repeat center center; background-size:cover;,"
46


Mariah Jade, 15

TikTok Star

"
2443,background: url(https://www.famousbirthdays.com/thumbnails/cali-kira-medium.jpg) no-repeat center center; background-size:cover;,"
47


Rhett LeRoy, 15

YouTube Star

"
2444,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
48


Jadyn Xavier, 16

TikTok Star

"
2445,background: url(https://www.famousbirthdays.com/thumbnails/armstrong-ryan-medium.jpg) no-repeat center center; background-size:cover;,2007 Movies
2446,background: url(https://www.famousbirthdays.com/thumbnails/mastodon-gavin-medium.jpg) no-repeat center center; background-size:cover;,2007 Shows
2447,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,Died in 2007
2448,background: url(https://www.famousbirthdays.com/thumbnails/ryan-s-world-medium.jpg) no-repeat center center; background-size:cover;,"
1


Coco Quinn, 14

Dancer

"
2449,background: url(https://www.famousbirthdays.com/thumbnails/nelson-paislee-medium.jpg) no-repeat center center; background-size:cover;,"
2


Hayley LeBlanc, 14

YouTube Star

"
2450,background: url(https://www.famousbirthdays.com/thumbnails/fgteev-chase-medium.jpg) no-repeat center center; background-size:cover;,"
3


Emily Dobson, 14

Dancer

"
2451,background: url(https://www.famousbirthdays.com/thumbnails/mcgraw-violet-medium.jpg) no-repeat center center; background-size:cover;,"
4


Lilliana Ketchman, 14

Dancer

"
2452,background: url(https://www.famousbirthdays.com/thumbnails/la-torraca-diesel-medium.jpg) no-repeat center center; background-size:cover;,"
5


RonaldOMG, 14

YouTube Star

"
2453,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
6


Payton Delu Myler, 14

YouTube Star

"
2454,background: url(https://www.famousbirthdays.com/thumbnails/nelson-delaynee-medium.jpg) no-repeat center center; background-size:cover;,"
7


Madeleine McGraw, 14

TV Actress

"
2455,background: url(https://www.famousbirthdays.com/thumbnails/bennett-amyah-medium.jpg) no-repeat center center; background-size:cover;,"
8


Claire Rock Smith, 14

YouTube Star

"
2456,background: url(https://www.famousbirthdays.com/thumbnails/fizz-sienna-medium.jpg) no-repeat center center; background-size:cover;,"
9


Emily Ha, 14

Instagram Star

"
2457,background: url(https://www.famousbirthdays.com/thumbnails/ortiz-diezel-medium.jpg) no-repeat center center; background-size:cover;,"
10


Mia Talerico, 14

TV Actress

"
2458,background: url(https://www.famousbirthdays.com/thumbnails/atwood-kane-medium.jpg) no-repeat center center; background-size:cover;,"
11


Sariyah Yaya Panton, 14

YouTube Star

"
2459,background: url(https://www.famousbirthdays.com/thumbnails/clark-maya-medium.jpg) no-repeat center center; background-size:cover;,"
12


Sky Brown, 14

Skateboarder

"
2460,background: url(https://www.famousbirthdays.com/thumbnails/karnation-so-cool-medium.jpg) no-repeat center center; background-size:cover;,"
13


FGTeeV Mike, 14

YouTube Star

"
2461,background: url(https://www.famousbirthdays.com/thumbnails/yeager-jordyn-medium.jpg) no-repeat center center; background-size:cover;,"
14


JillianTubeHD, 14

YouTube Star

"
2462,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
15


Raegan Revord, 15

TV Actress

"
2463,background: url(https://www.famousbirthdays.com/thumbnails/from-francesca-and-leah-leah-medium.jpg) no-repeat center center; background-size:cover;,"
16


Wyatt Bennett, 14

YouTube Star

"
2464,background: url(https://www.famousbirthdays.com/thumbnails/leroy-perri-medium.jpg) no-repeat center center; background-size:cover;,"
17


Delina Hillock, 14

YouTube Star

"
2465,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
18


Evangeline Lomelino, 14

YouTube Star

"
2466,background: url(https://www.famousbirthdays.com/thumbnails/twosisterstoystyle-evelyn-medium.jpg) no-repeat center center; background-size:cover;,"
19


Paxton Myler, 14

YouTube Star

"
2467,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
20


Francesca from Francesca and Leah, 14

YouTube Star

"
2468,background: url(https://www.famousbirthdays.com/thumbnails/busby-blayke-medium.jpg) no-repeat center center; background-size:cover;,"
21


Bad Kid Kam, 14

Instagram Star

"
2469,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
22


Jiji Wonder, 14

YouTube Star

"
2470,background: url(https://www.famousbirthdays.com/thumbnails/morales-destiny-medium.jpg) no-repeat center center; background-size:cover;,"
23


Taylor Yeager, 14

YouTube Star

"
2471,background: url(https://www.famousbirthdays.com/thumbnails/lavenderblossom-medium.jpg) no-repeat center center; background-size:cover;,"
24


Meesha Garbett, 14

Movie Actress

"
2472,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
25


Iain Armitage, 14

TV Actor

"
2473,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
26


Giada Ryann, 14

YouTube Star

"
2474,background: url(https://www.famousbirthdays.com/thumbnails/herron-reese-medium.jpg) no-repeat center center; background-size:cover;,"
27


Aydah Vlach, 14

YouTube Star

"
2475,background: url(https://www.famousbirthdays.com/thumbnails/nayeli-lo-vera-medium.jpg) no-repeat center center; background-size:cover;,"
28


Jazmyn Bieber, 14

Instagram Star

"
2476,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
29


BadKid Dejah, 14

Instagram Star

"
2477,background: url(https://www.famousbirthdays.com/thumbnails/franke-russell-medium.jpg) no-repeat center center; background-size:cover;,"
30


Isla Stanford, 14

Instagram Star

"
2478,background: url(https://www.famousbirthdays.com/thumbnails/beckham-harper-medium.jpg) no-repeat center center; background-size:cover;,"
31


Ben Grosskopf, 14

TikTok Star

"
2479,background: url(https://www.famousbirthdays.com/thumbnails/miss-charli-medium.jpg) no-repeat center center; background-size:cover;,"
32


Ella Gross, 14

Model

"
2480,background: url(https://www.famousbirthdays.com/thumbnails/sopo-parker-medium.jpg) no-repeat center center; background-size:cover;,"
33


London Bleu Angel, 14

Instagram Star

"
2481,background: url(https://www.famousbirthdays.com/thumbnails/mills-tilly-medium.jpg) no-repeat center center; background-size:cover;,"
34


Jackson Robert Scott, 14

Movie Actor

"
2482,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
35


Bella Blu, 14

Gymnast

"
2483,background: url(https://www.famousbirthdays.com/thumbnails/cannon-monroe-medium.jpg) no-repeat center center; background-size:cover;,"
36


Brinley Rich, 14

YouTube Star

"
2484,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
37


Priscilla JKrew, 14

YouTube Star

"
2485,background: url(https://www.famousbirthdays.com/thumbnails/atkin-lux-medium.jpg) no-repeat center center; background-size:cover;,"
38


Alexandra Leona Bryant, 14

Model

"
2486,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
39


Tessa Alesia, 14

TikTok Star

"
2487,background: url(https://www.famousbirthdays.com/thumbnails/smith-kamryn-medium.jpg) no-repeat center center; background-size:cover;,"
40


Bad Kid Jakari, 14

Instagram Star

"
2488,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
41


Karolina Protsenko, 14

Violinist

"
2489,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
42


Callum B, 14

YouTube Star

"
2490,background: url(https://www.famousbirthdays.com/thumbnails/hart-willow-medium.jpg) no-repeat center center; background-size:cover;,"
43


Annelise CGTeen, 14

YouTube Star

"
2491,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
44


Mimi Land, 14

YouTube Star

"
2492,background: url(https://www.famousbirthdays.com/thumbnails/elizabeth-swims-medium.jpg) no-repeat center center; background-size:cover;,"
45


Namiko Love Browner, 14

Family Member

"
2493,background: url(https://www.famousbirthdays.com/thumbnails/hampton-ben-medium.jpg) no-repeat center center; background-size:cover;,"
46


Ryler Bingham, 14

YouTube Star

"
2494,background: url(https://www.famousbirthdays.com/thumbnails/soul-anayah-medium.jpg) no-repeat center center; background-size:cover;,"
47


Annaka Fourneret, 14

TV Actress

"
2495,background: url(https://www.famousbirthdays.com/thumbnails/hoellein-cody-medium.jpg) no-repeat center center; background-size:cover;,"
48


Rocco Piazza, 14

YouTube Star

"
2496,background: url(https://www.famousbirthdays.com/thumbnails/soutas-everleigh-medium.jpg) no-repeat center center; background-size:cover;,2008 Movies
2497,background: url(https://www.famousbirthdays.com/thumbnails/disick-penelope-medium.jpg) no-repeat center center; background-size:cover;,2008 Shows
2498,background: url(https://www.famousbirthdays.com/thumbnails/carter-blue-medium.jpg) no-repeat center center; background-size:cover;,Died in 2008
2499,background: url(https://www.famousbirthdays.com/thumbnails/foley-ava-medium.jpg) no-repeat center center; background-size:cover;,"
1


Txunamy, 13

Instagram Star

"
2500,background: url(https://www.famousbirthdays.com/thumbnails/bennett-cora-medium.jpg) no-repeat center center; background-size:cover;,"
2


Salish Matter, 13

Instagram Star

"
2501,background: url(https://www.famousbirthdays.com/thumbnails/conder-sophie-medium.jpg) no-repeat center center; background-size:cover;,"
3


Biggy Norris, 13

YouTube Star

"
2502,background: url(https://www.famousbirthdays.com/thumbnails/roque-kaden-medium.jpg) no-repeat center center; background-size:cover;,"
4


Chelsea Lascher, 13

TikTok Star

"
2503,background: url(https://www.famousbirthdays.com/thumbnails/panton-dj-medium.jpg) no-repeat center center; background-size:cover;,"
5


Jazzy Skye, 13

YouTube Star

"
2504,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
6


Alisha Weir, 13

TV Actress

"
2505,background: url(https://www.famousbirthdays.com/thumbnails/crosby-claire-medium.jpg) no-repeat center center; background-size:cover;,"
7


Walker Scobell, 14

Movie Actor

"
2506,background: url(https://www.famousbirthdays.com/thumbnails/curry-riley-medium.jpg) no-repeat center center; background-size:cover;,"
8


Mason Disick, 13

Reality Star

"
2507,background: url(https://www.famousbirthdays.com/thumbnails/ingham-isla-medium.jpg) no-repeat center center; background-size:cover;,"
9


Clara Lukasiak, 13

Reality Star

"
2508,background: url(https://www.famousbirthdays.com/thumbnails/maxwell-maya-medium.jpg) no-repeat center center; background-size:cover;,"
10


Luke Nelson, 13

YouTube Star

"
2509,background: url(https://www.famousbirthdays.com/thumbnails/saccone-joly-emilia-medium.jpg) no-repeat center center; background-size:cover;,"
11


Dylan Gilmer, 13

Rapper

"
2510,background: url(https://www.famousbirthdays.com/thumbnails/in-wonderland-rachel-medium.jpg) no-repeat center center; background-size:cover;,"
12


Trinity Jo-Li Bliss, 13

Movie Actress

"
2511,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
13


Jack Skye, 13

YouTube Star

"
2512,background: url(https://www.famousbirthdays.com/thumbnails/johnston-caleb-medium.jpg) no-repeat center center; background-size:cover;,"
14


Shiloh Nelson, 13

Movie Actress

"
2513,background: url(https://www.famousbirthdays.com/thumbnails/sekora-medium.jpg) no-repeat center center; background-size:cover;,"
15


Ryder Tully, 13

Pop Singer

"
2514,background: url(https://www.famousbirthdays.com/thumbnails/kids-roma-show-medium.jpg) no-repeat center center; background-size:cover;,"
16


Kaileia Dixon, 13

Dancer

"
2515,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
17


Braylon Hall, 13

Family Member

"
2516,background: url(https://www.famousbirthdays.com/thumbnails/kyky2012-medium.jpg) no-repeat center center; background-size:cover;,"
18


Lexy Kolker, 13

TV Actress

"
2517,background: url(https://www.famousbirthdays.com/thumbnails/fatu-sophie-medium.jpg) no-repeat center center; background-size:cover;,"
19


Leonidas So Cool, 13

Family Member

"
2518,background: url(https://www.famousbirthdays.com/thumbnails/rabe-lexi-medium.jpg) no-repeat center center; background-size:cover;,"
20


Reese LeRoy, 13

YouTube Star

"
2519,background: url(https://www.famousbirthdays.com/thumbnails/tannerites-az-medium.jpg) no-repeat center center; background-size:cover;,"
21


Esmé Ingham, 13

YouTube Star

"
2520,background: url(https://www.famousbirthdays.com/thumbnails/blair-vivien-medium.jpg) no-repeat center center; background-size:cover;,"
22


 Shaun Dixon, 13

TV Actor

"
2521,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
23


Julie Franke, 14

YouTube Star

"
2522,background: url(https://www.famousbirthdays.com/thumbnails/moreau-logan-medium.jpg) no-repeat center center; background-size:cover;,"
24


Emily Gonzalez, 13

YouTube Star

"
2523,background: url(https://www.famousbirthdays.com/thumbnails/harris-mykal-michelle-medium.jpg) no-repeat center center; background-size:cover;,"
25


Peyton Evans, 13

Dancer

"
2524,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
26


Sima Hesri, 13

Family Member

"
2525,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
27


YaYa Gosselin, 13

TV Actress

"
2526,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
28


Lorenzo Greer, 13

YouTube Star

"
2527,background: url(https://www.famousbirthdays.com/thumbnails/caspian-slyfox-medium.jpg) no-repeat center center; background-size:cover;,"
29


Cammy Sopo, 13

YouTube Star

"
2528,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
30


The CeCe Show, 13

Instagram Star

"
2529,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
31


Skylynn Floyd, 13

YouTube Star

"
2530,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
32


Lily LaBrant, 13

YouTube Star

"
2531,background: url(https://www.famousbirthdays.com/thumbnails/gee-dorothy-medium.jpg) no-repeat center center; background-size:cover;,"
33


Jaxon Bieber, 13

Instagram Star

"
2532,background: url(https://www.famousbirthdays.com/thumbnails/rester-emma-medium.jpg) no-repeat center center; background-size:cover;,"
34


Ahvianna Lee, 13

YouTube Star

"
2533,background: url(https://www.famousbirthdays.com/thumbnails/price-tinsley-medium.jpg) no-repeat center center; background-size:cover;,"
35


Isaac Ordonez, 13

TV Actor

"
2534,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
36


Timmy Hicks, 13

TikTok Star

"
2535,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
37


Lizzy Tannerites, 13

YouTube Star

"
2536,background: url(https://www.famousbirthdays.com/thumbnails/rojas-diesel-medium.jpg) no-repeat center center; background-size:cover;,"
38


Emily Mae Harper, 13

YouTube Star

"
2537,background: url(https://www.famousbirthdays.com/thumbnails/roque-kyson-medium.jpg) no-repeat center center; background-size:cover;,"
39


Kapri Rich, 13

YouTube Star

"
2538,background: url(https://www.famousbirthdays.com/thumbnails/stevenson-king-medium.jpg) no-repeat center center; background-size:cover;,"
40


Jacob Ballinger, 13

YouTube Star

"
2539,background: url(https://www.famousbirthdays.com/thumbnails/morgan-willow-medium.jpg) no-repeat center center; background-size:cover;,"
41


Ellie Ana, 13

YouTube Star

"
2540,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
42


Sedona Fun Kids, 13

YouTube Star

"
2541,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
43


Julia Butters, 13

TV Actress

"
2542,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
44


Olivia Hoellein, 13

YouTube Star

"
2543,background: url(https://www.famousbirthdays.com/thumbnails/lopez-priscilla-musical-lystar-medium.jpg) no-repeat center center; background-size:cover;,"
45


Carlaylee HD, 13

YouTube Star

"
2544,background: url(https://www.famousbirthdays.com/thumbnails/west-north-medium.jpg) no-repeat center center; background-size:cover;,"
46


Lyla Grace, 13

YouTube Star

"
2545,background: url(https://www.famousbirthdays.com/thumbnails/nelson-preslee-medium.jpg) no-repeat center center; background-size:cover;,"
47


Nuala Chee, 13

Instagram Star

"
2546,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
48


Jaliyah Manuel, 13

Instagram Star

"
2547,background: url(https://www.famousbirthdays.com/thumbnails/kd-da-kid-medium.jpg) no-repeat center center; background-size:cover;,2009 Movies
2548,background: url(https://www.famousbirthdays.com/thumbnails/nelson-ellecee-medium.jpg) no-repeat center center; background-size:cover;,2009 Shows
2549,background: url(https://www.famousbirthdays.com/thumbnails/louis-george-medium.jpg) no-repeat center center; background-size:cover;,Died in 2009
2550,background: url(https://www.famousbirthdays.com/thumbnails/faye-knightly-medium.jpg) no-repeat center center; background-size:cover;,"
1


Naz Norris, 12

YouTube Star

"
2551,background: url(https://www.famousbirthdays.com/thumbnails/lanning-oliver-medium.jpg) no-repeat center center; background-size:cover;,"
2


Nidal Wonder, 12

YouTube Star

"
2552,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
3


Cristiano Ronaldo Jr., 12

Family Member

"
2553,background: url(https://www.famousbirthdays.com/thumbnails/vlach-rory-medium.jpg) no-repeat center center; background-size:cover;,"
4


Ferran The Fashion King, 12

YouTube Star

"
2554,background: url(https://www.famousbirthdays.com/thumbnails/johnson-peyton-medium.jpg) no-repeat center center; background-size:cover;,"
5


Evee Bennett, 12

YouTube Star

"
2555,background: url(https://www.famousbirthdays.com/thumbnails/franke-eve-medium.jpg) no-repeat center center; background-size:cover;,"
6


Heaven King, 12

Instagram Star

"
2556,background: url(https://www.famousbirthdays.com/thumbnails/ballinger-parker-medium.jpg) no-repeat center center; background-size:cover;,"
7


Deja Clark, 12

Instagram Star

"
2557,background: url(https://www.famousbirthdays.com/thumbnails/lopez-lucas-medium.jpg) no-repeat center center; background-size:cover;,"
8


Addy Maxwell, 12

YouTube Star

"
2558,background: url(https://www.famousbirthdays.com/thumbnails/butler-daxton-medium.jpg) no-repeat center center; background-size:cover;,"
9


Kade Skye, 12

YouTube Star

"
2559,background: url(https://www.famousbirthdays.com/thumbnails/mcclure-ava-medium.jpg) no-repeat center center; background-size:cover;,"
10


Payton Yeager, 12

YouTube Star

"
2560,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
11


Kaido Lee Roberts, 13

TV Actor

"
2561,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
12


Delfina Suárez, 12

TikTok Star

"
2562,background: url(https://www.famousbirthdays.com/thumbnails/anthony-jkrew-medium.jpg) no-repeat center center; background-size:cover;,"
13


Amie Donald, 12

Movie Actress

"
2563,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
14


Maddy JKrew, 12

YouTube Star

"
2564,background: url(https://www.famousbirthdays.com/thumbnails/mcclure-alexis-medium.jpg) no-repeat center center; background-size:cover;,"
15


Ava Clements, 12

Model

"
2565,background: url(https://www.famousbirthdays.com/thumbnails/teefey-gracie-medium.jpg) no-repeat center center; background-size:cover;,"
16


Elise Johnston, 12

YouTube Star

"
2566,background: url(https://www.famousbirthdays.com/thumbnails/familyfunpack-michael-medium.jpg) no-repeat center center; background-size:cover;,"
17


WooWoo, 12

YouTube Star

"
2567,background: url(https://www.famousbirthdays.com/thumbnails/leblanc-piper-medium.jpg) no-repeat center center; background-size:cover;,"
18


Jordyn Raya James, 12

TV Actress

"
2568,background: url(https://www.famousbirthdays.com/thumbnails/hoellein-boston-medium.jpg) no-repeat center center; background-size:cover;,"
19


Kinley Cunningham, 12

Dancer

"
2569,background: url(https://www.famousbirthdays.com/thumbnails/horan-theo-medium.jpg) no-repeat center center; background-size:cover;,"
20


Brock Butler, 12

YouTube Star

"
2570,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
21


Olivia Johnson, 12

YouTube Star

"
2571,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
22


Kingston Foster, 12

TV Actress

"
2572,background: url(https://www.famousbirthdays.com/thumbnails/rich-hampton-medium.jpg) no-repeat center center; background-size:cover;,"
23


Wolfgang Schaeffer, 12

TV Actor

"
2573,background: url(https://www.famousbirthdays.com/thumbnails/weiss-gretchen-medium.jpg) no-repeat center center; background-size:cover;,"
24


Emanuella Samuel, 12

Comedian

"
2574,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
25


Krew Bingham, 12

YouTube Star

"
2575,background: url(https://www.famousbirthdays.com/thumbnails/rader-abram-medium.jpg) no-repeat center center; background-size:cover;,"
26


The Lit Sisters Dezy, 12

YouTube Star

"
2576,background: url(https://www.famousbirthdays.com/thumbnails/kalra-aayu-medium.jpg) no-repeat center center; background-size:cover;,"
27


Lilia Jean, 12

YouTube Star

"
2577,background: url(https://www.famousbirthdays.com/thumbnails/wallace-anavaeh-medium.jpg) no-repeat center center; background-size:cover;,"
28


Brooklynn Prince, 12

Movie Actress

"
2578,background: url(https://www.famousbirthdays.com/thumbnails/mini-peach-medium.jpg) no-repeat center center; background-size:cover;,"
29


Sebastian Benitez, 12

YouTube Star

"
2579,background: url(https://www.famousbirthdays.com/thumbnails/dunn-bella-medium.jpg) no-repeat center center; background-size:cover;,"
30


Anis Sienna, 12

YouTube Star

"
2580,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
31


Mia Allan, 12

TV Actress

"
2581,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
32


Karissa Eve, 12

YouTube Star

"
2582,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
33


Paxton Booth, 12

TV Actor

"
2583,background: url(https://www.famousbirthdays.com/faces/large-default.jpg) no-repeat center center; background-size:cover;,"
34


Leah Rose Clements, 12

Model

"
