"Year","Sex","Rank","Name","Count","Data_Revision_Date"
2008,Male,8,JOSHUA,2745,11/07/2022
2008,Male,9,CHRISTOPHER,2607,11/07/2022
2008,Male,10,JOSE,2574,11/07/2022
2008,Male,11,MATTHEW,2535,11/07/2022
2008,Male,12,ETHAN,2518,11/07/2022
2008,Male,13,NATHAN,2516,11/07/2022
2008,Male,14,MICHAEL,2505,11/07/2022
2008,Male,15,JONATHAN,2306,11/07/2022
2008,Male,16,JOSEPH,2208,11/07/2022
2008,Male,17,DIEGO,2146,11/07/2022
2008,Male,18,ADRIAN,2140,11/07/2022
2008,Male,19,JAYDEN,2050,11/07/2022
2008,Male,20,BRANDON,2013,11/07/2022
2008,Male,21,ISAAC,1964,11/07/2022
2008,Male,22,NOAH,1933,11/07/2022
2008,Male,23,KEVIN,1915,11/07/2022
2008,Male,24,CHRISTIAN,1882,11/07/2022
2008,Male,25,RYAN,1831,11/07/2022
2009,Female,1,ISABELLA,3156,11/07/2022
2009,Female,2,SOPHIA,2653,11/07/2022
2009,Female,3,EMILY,2536,11/07/2022
2009,Female,4,MIA,2102,11/07/2022
2009,Female,5,SAMANTHA,1832,11/07/2022
2009,Female,6,NATALIE,1729,11/07/2022
2009,Female,7,EMMA,1708,11/07/2022
2009,Female,8,ASHLEY,1618,11/07/2022
2009,Female,9,ABIGAIL,1552,11/07/2022
2009,Female,10,OLIVIA,1550,11/07/2022
2009,Female,11,AVA,1338,11/07/2022
2009,Female,12,ELIZABETH,1306,11/07/2022
2009,Female,13,CHLOE,1304,11/07/2022
2009,Female,14,VALERIA,1252,11/07/2022
2009,Female,15,SOFIA,1231,11/07/2022
2009,Female,16,MADISON,1216,11/07/2022
2009,Female,17,ALYSSA,1204,11/07/2022
2009,Female,18,BRIANNA,1189,11/07/2022
2009,Female,19,KIMBERLY,1119,11/07/2022
2009,Female,20,CAMILA,1053,11/07/2022
2009,Female,21,ANDREA,1050,11/07/2022
2009,Female,22,ALEXA,1026,11/07/2022
2009,Female,23,VICTORIA,1002,11/07/2022
2009,Female,24,ALEXIS,980,11/07/2022
2009,Female,24,EVELYN,980,11/07/2022
2009,Male,1,DANIEL,3390,11/07/2022
2009,Male,2,ANTHONY,3077,11/07/2022
2009,Male,3,ANGEL,3034,11/07/2022
2009,Male,4,JACOB,2954,11/07/2022
2009,Male,5,ALEXANDER,2875,11/07/2022
2009,Male,6,ETHAN,2667,11/07/2022
2009,Male,7,DAVID,2625,11/07/2022
2009,Male,8,ANDREW,2580,11/07/2022
2009,Male,9,MATTHEW,2420,11/07/2022
2009,Male,10,JOSHUA,2407,11/07/2022
2009,Male,11,CHRISTOPHER,2386,11/07/2022
2009,Male,12,MICHAEL,2338,11/07/2022
2009,Male,13,NATHAN,2334,11/07/2022
2009,Male,14,JAYDEN,2262,11/07/2022
2009,Male,15,JOSE,2177,11/07/2022
2009,Male,16,ADRIAN,2099,11/07/2022
2009,Male,17,JOSEPH,2091,11/07/2022
2009,Male,18,JONATHAN,2057,11/07/2022
2009,Male,19,NOAH,2050,11/07/2022
2009,Male,20,ISAAC,1855,11/07/2022
2009,Male,21,AIDEN,1803,11/07/2022
2009,Male,22,CHRISTIAN,1762,11/07/2022
2009,Male,23,JULIAN,1759,11/07/2022
2009,Male,24,DIEGO,1749,11/07/2022
2009,Male,25,BRANDON,1720,11/07/2022
2010,Female,1,ISABELLA,3354,11/07/2022
2010,Female,2,SOPHIA,3352,11/07/2022
2010,Female,3,EMILY,2385,11/07/2022
2010,Female,4,MIA,2008,11/07/2022
2010,Female,5,EMMA,1774,11/07/2022
2010,Female,6,SAMANTHA,1669,11/07/2022
2010,Female,7,OLIVIA,1630,11/07/2022
2010,Female,8,ABIGAIL,1617,11/07/2022
2010,Female,9,NATALIE,1466,11/07/2022
2010,Female,10,AVA,1403,11/07/2022
2010,Female,11,SOFIA,1395,11/07/2022
2010,Female,12,CHLOE,1366,11/07/2022
2010,Female,13,ASHLEY,1312,11/07/2022
2010,Female,14,CAMILA,1218,11/07/2022
2010,Female,15,ELIZABETH,1119,11/07/2022
2010,Female,16,VICTORIA,1071,11/07/2022
2010,Female,17,ALYSSA,1065,11/07/2022
2010,Female,18,BRIANNA,1052,11/07/2022
2010,Female,19,MADISON,1034,11/07/2022
2010,Female,20,KIMBERLY,1002,11/07/2022
2010,Female,21,ALEXA,991,11/07/2022
2010,Female,22,VALERIA,981,11/07/2022
2010,Female,23,EVELYN,976,11/07/2022
2010,Female,24,HAILEY,912,11/07/2022
2010,Female,25,BELLA,902,11/07/2022
2010,Male,1,JACOB,3335,11/07/2022
2010,Male,2,DANIEL,3132,11/07/2022
2010,Male,3,ANTHONY,2850,11/07/2022
2010,Male,4,ALEXANDER,2593,11/07/2022
2010,Male,5,ANGEL,2553,11/07/2022
2010,Male,6,ETHAN,2457,11/07/2022
2010,Male,7,JAYDEN,2431,11/07/2022
2010,Male,8,DAVID,2412,11/07/2022
2010,Male,9,ANDREW,2372,11/07/2022
2010,Male,10,NATHAN,2262,11/07/2022
2010,Male,11,MATTHEW,2216,11/07/2022
2010,Male,12,JOSHUA,2121,11/07/2022
2010,Male,13,NOAH,2114,11/07/2022
2010,Male,14,MICHAEL,2088,11/07/2022
2010,Male,15,CHRISTOPHER,2027,11/07/2022
2010,Male,16,JONATHAN,1987,11/07/2022
2010,Male,17,ADRIAN,1964,11/07/2022
2010,Male,18,JOSE,1936,11/07/2022
2010,Male,19,AIDEN,1935,11/07/2022
2010,Male,20,JULIAN,1904,11/07/2022
2010,Male,21,JOSEPH,1853,11/07/2022
2010,Male,22,ISAAC,1765,11/07/2022
2010,Male,23,GABRIEL,1635,11/07/2022
2010,Male,24,CHRISTIAN,1594,11/07/2022
2010,Male,25,BRANDON,1562,11/07/2022
2011,Female,1,SOPHIA,3549,11/07/2022
2011,Female,2,ISABELLA,3049,11/07/2022
2011,Female,3,EMILY,2389,11/07/2022
2011,Female,4,MIA,2301,11/07/2022
2011,Female,5,EMMA,2113,11/07/2022
2011,Female,6,OLIVIA,1785,11/07/2022
2011,Female,7,SOFIA,1566,11/07/2022
2011,Female,8,ABIGAIL,1556,11/07/2022
2011,Female,9,SAMANTHA,1544,11/07/2022
2011,Female,10,NATALIE,1488,11/07/2022
2011,Female,11,CAMILA,1449,11/07/2022
2011,Female,12,AVA,1373,11/07/2022
2011,Female,13,VICTORIA,1279,11/07/2022
2011,Female,14,CHLOE,1272,11/07/2022
2011,Female,15,ELIZABETH,1199,11/07/2022
2011,Female,16,ASHLEY,1152,11/07/2022
2011,Female,17,MADISON,1104,11/07/2022
2011,Female,18,EVELYN,1058,11/07/2022
2011,Female,19,KIMBERLY,989,11/07/2022
2011,Female,20,ALYSSA,932,11/07/2022
2011,Female,20,ANDREA,932,11/07/2022
2011,Female,22,HAILEY,929,11/07/2022
2011,Female,23,ELLA,913,11/07/2022
2011,Female,24,ALEXA,905,11/07/2022
2011,Female,25,ZOE,899,11/07/2022
2011,Male,1,JACOB,3153,11/07/2022
2011,Male,2,DANIEL,2885,11/07/2022
2011,Male,3,JAYDEN,2744,11/07/2022
2011,Male,4,ANTHONY,2677,11/07/2022
2011,Male,5,MATTHEW,2459,11/07/2022
2011,Male,6,ALEXANDER,2454,11/07/2022
2011,Male,7,ETHAN,2384,11/07/2022
2011,Male,8,DAVID,2293,11/07/2022
2011,Male,9,ANDREW,2278,11/07/2022
2011,Male,10,NATHAN,2242,11/07/2022
2011,Male,11,NOAH,2215,11/07/2022
2011,Male,12,ANGEL,2161,11/07/2022
2011,Male,13,MICHAEL,2095,11/07/2022
2011,Male,14,JULIAN,1933,11/07/2022
2011,Male,15,JOSHUA,1906,11/07/2022
2011,Male,16,AIDEN,1903,11/07/2022
2011,Male,17,JONATHAN,1869,11/07/2022
2011,Male,18,ISAAC,1863,11/07/2022
2011,Male,19,MASON,1830,11/07/2022
2011,Male,20,ADRIAN,1810,11/07/2022
2011,Male,21,CHRISTOPHER,1773,11/07/2022
2011,Male,22,JOSEPH,1759,11/07/2022
2011,Male,23,JOSE,1671,11/07/2022
2011,Male,24,BENJAMIN,1587,11/07/2022
2011,Male,25,AARON,1530,11/07/2022
2012,Female,1,SOPHIA,3621,11/07/2022
2012,Female,2,ISABELLA,3085,11/07/2022
2012,Female,3,EMMA,2437,11/07/2022
2012,Female,4,EMILY,2419,11/07/2022
2012,Female,5,MIA,2315,11/07/2022
2012,Female,6,OLIVIA,1899,11/07/2022
2012,Female,7,SOFIA,1679,11/07/2022
2012,Female,8,ABIGAIL,1642,11/07/2022
2012,Female,9,SAMANTHA,1444,11/07/2022
2012,Female,10,CAMILA,1412,11/07/2022
2012,Female,11,AVA,1405,11/07/2022
2012,Female,12,VICTORIA,1305,11/07/2022
2012,Female,13,NATALIE,1290,11/07/2022
2012,Female,14,ELIZABETH,1095,11/07/2022
2012,Female,15,CHLOE,1092,11/07/2022
2012,Female,16,EVELYN,1038,11/07/2022
2012,Female,17,GENESIS,1029,11/07/2022
2012,Female,18,ASHLEY,998,11/07/2022
2012,Female,19,MADISON,986,11/07/2022
2012,Female,19,ZOE,986,11/07/2022
2012,Female,21,CHARLOTTE,911,11/07/2022
2012,Female,22,HAILEY,899,11/07/2022
2012,Female,23,MELANIE,886,11/07/2022
2012,Female,24,AUDREY,855,11/07/2022
2012,Female,25,KIMBERLY,850,11/07/2022
2012,Male,1,JACOB,2959,11/07/2022
2012,Male,2,JAYDEN,2850,11/07/2022
2012,Male,3,ETHAN,2665,11/07/2022
2012,Male,4,DANIEL,2661,11/07/2022
2012,Male,5,MATTHEW,2624,11/07/2022
2012,Male,6,NOAH,2502,11/07/2022
2012,Male,7,ALEXANDER,2415,11/07/2022
2012,Male,8,ANTHONY,2412,11/07/2022
2012,Male,9,NATHAN,2230,11/07/2022
2012,Male,10,DAVID,2147,11/07/2022
2012,Male,11,ANDREW,2138,11/07/2022
2012,Male,12,MICHAEL,1988,11/07/2022
2012,Male,13,AIDEN,1982,11/07/2022
2012,Male,14,ANGEL,1946,11/07/2022
2012,Male,15,ISAAC,1859,11/07/2022
2012,Male,16,JULIAN,1844,11/07/2022
2012,Male,17,MASON,1825,11/07/2022
2012,Male,18,ADRIAN,1787,11/07/2022
2012,Male,19,JONATHAN,1728,11/07/2022
2012,Male,20,CHRISTOPHER,1716,11/07/2022
2012,Male,21,JOSHUA,1715,11/07/2022
2012,Male,22,BENJAMIN,1671,11/07/2022
2012,Male,23,JOSEPH,1635,11/07/2022
2012,Male,24,LIAM,1608,11/07/2022
2012,Male,25,JOSE,1571,11/07/2022
2013,Female,1,SOPHIA,3447,11/07/2022
2013,Female,2,ISABELLA,2777,11/07/2022
2013,Female,3,MIA,2586,11/07/2022
2013,Female,4,EMMA,2477,11/07/2022
2013,Female,5,EMILY,2280,11/07/2022
2013,Female,6,OLIVIA,2152,11/07/2022
2013,Female,7,SOFIA,1977,11/07/2022
2013,Female,8,ABIGAIL,1490,11/07/2022
2013,Female,9,CAMILA,1484,11/07/2022
2013,Female,10,SAMANTHA,1403,11/07/2022
2013,Female,11,VICTORIA,1379,11/07/2022
2013,Female,12,AVA,1341,11/07/2022
2013,Female,13,NATALIE,1138,11/07/2022
2013,Female,14,ELIZABETH,1058,11/07/2022
2013,Female,15,CHARLOTTE,1057,11/07/2022
2013,Female,16,CHLOE,1044,11/07/2022
2013,Female,17,GENESIS,1004,11/07/2022
2013,Female,18,AUDREY,992,11/07/2022
2013,Female,19,MADISON,973,11/07/2022
2013,Female,20,EVELYN,959,11/07/2022
2013,Female,21,ZOE,894,11/07/2022
2013,Female,22,MELANIE,876,11/07/2022
2013,Female,23,GRACE,870,11/07/2022
2013,Female,24,ALEXA,824,11/07/2022
2013,Female,25,SCARLETT,820,11/07/2022
2013,Male,1,JACOB,2879,11/07/2022
2013,Male,2,ETHAN,2655,11/07/2022
2013,Male,3,DANIEL,2598,11/07/2022
2013,Male,4,JAYDEN,2576,11/07/2022
2013,Male,5,MATTHEW,2553,11/07/2022
2013,Male,6,NOAH,2542,11/07/2022
2013,Male,7,ALEXANDER,2374,11/07/2022
2013,Male,8,ANTHONY,2225,11/07/2022
2013,Male,9,NATHAN,2075,11/07/2022
2013,Male,10,DAVID,2039,11/07/2022
2013,Male,11,MICHAEL,1969,11/07/2022
2013,Male,12,ANDREW,1919,11/07/2022
2013,Male,13,JULIAN,1858,11/07/2022
2013,Male,14,BENJAMIN,1844,11/07/2022
2013,Male,15,ISAAC,1763,11/07/2022
2013,Male,16,AIDEN,1761,11/07/2022
2013,Male,17,ANGEL,1758,11/07/2022
2013,Male,18,MASON,1740,11/07/2022
2013,Male,19,LIAM,1692,11/07/2022
2013,Male,20,ADRIAN,1677,11/07/2022
2013,Male,21,SEBASTIAN,1661,11/07/2022
2013,Male,22,DYLAN,1631,11/07/2022
2013,Male,23,JOSHUA,1616,11/07/2022
2013,Male,24,JOSEPH,1535,11/07/2022
2013,Male,25,AARON,1519,11/07/2022
2013,Male,25,JONATHAN,1519,11/07/2022
2014,Female,1,SOPHIA,3174,11/07/2022
2014,Female,2,ISABELLA,2713,11/07/2022
2014,Female,3,EMMA,2675,11/07/2022
2014,Female,4,MIA,2619,11/07/2022
2014,Female,5,OLIVIA,2411,11/07/2022
2014,Female,6,EMILY,2267,11/07/2022
2014,Female,7,SOFIA,2094,11/07/2022
2014,Female,8,VICTORIA,1701,11/07/2022
2014,Female,9,ABIGAIL,1524,11/07/2022
2014,Female,10,CAMILA,1482,11/07/2022
2014,Female,11,AVA,1434,11/07/2022
2014,Female,12,SAMANTHA,1194,11/07/2022
2014,Female,13,CHARLOTTE,1122,11/07/2022
2014,Female,14,EVELYN,1110,11/07/2022
2014,Female,15,ELIZABETH,1085,11/07/2022
2014,Female,16,NATALIE,1066,11/07/2022
2014,Female,17,CHLOE,1051,11/07/2022
2014,Female,18,MADISON,988,11/07/2022
2014,Female,19,GENESIS,973,11/07/2022
2014,Female,20,SCARLETT,966,11/07/2022
2014,Female,21,GRACE,949,11/07/2022
2014,Female,22,ZOE,923,11/07/2022
2014,Female,23,MELANIE,918,11/07/2022
2014,Female,24,ALLISON,905,11/07/2022
2014,Female,25,AUDREY,902,11/07/2022
2014,Male,1,NOAH,2766,11/07/2022
2014,Male,2,JACOB,2694,11/07/2022
2014,Male,3,ETHAN,2561,11/07/2022
2014,Male,4,DANIEL,2550,11/07/2022
2014,Male,5,ALEXANDER,2485,11/07/2022
2014,Male,6,MATTHEW,2468,11/07/2022
2014,Male,7,JAYDEN,2366,11/07/2022
2014,Male,8,ANTHONY,2074,11/07/2022
2014,Male,9,SEBASTIAN,2029,11/07/2022
2014,Male,10,DAVID,2004,11/07/2022
2014,Male,11,MICHAEL,1989,11/07/2022
2014,Male,12,JULIAN,1906,11/07/2022
2014,Male,13,ANDREW,1904,11/07/2022
2014,Male,14,BENJAMIN,1873,11/07/2022
2014,Male,15,AIDEN,1867,11/07/2022
2014,Male,16,NATHAN,1865,11/07/2022
2014,Male,17,LIAM,1861,11/07/2022
2014,Male,18,MASON,1819,11/07/2022
2014,Male,19,ISAAC,1795,11/07/2022
2014,Male,20,ANGEL,1650,11/07/2022
2014,Male,21,AARON,1649,11/07/2022
2014,Male,22,DYLAN,1647,11/07/2022
2014,Male,23,JAMES,1583,11/07/2022
2014,Male,24,ADRIAN,1576,11/07/2022
2014,Male,25,LOGAN,1546,11/07/2022
2015,Female,1,SOPHIA,2944,11/07/2022
2015,Female,2,MIA,2856,11/07/2022
2015,Female,3,EMMA,2707,11/07/2022
2015,Female,4,OLIVIA,2515,11/07/2022
2015,Female,5,ISABELLA,2392,11/07/2022
2015,Female,6,EMILY,2142,11/07/2022
2015,Female,7,SOFIA,2014,11/07/2022
2015,Female,8,ABIGAIL,1764,11/07/2022
2015,Female,9,VICTORIA,1570,11/07/2022
2015,Female,10,AVA,1535,11/07/2022
2015,Female,11,ALEXA,1435,11/07/2022
2015,Female,12,CAMILA,1408,11/07/2022
2015,Female,13,CHARLOTTE,1338,11/07/2022
2015,Female,14,SAMANTHA,1110,11/07/2022
2015,Female,15,EVELYN,1063,11/07/2022
2015,Female,16,SCARLETT,1054,11/07/2022
2015,Female,17,MADISON,1032,11/07/2022
2015,Female,18,ELIZABETH,992,11/07/2022
2015,Female,19,PENELOPE,989,11/07/2022
2015,Female,20,ZOE,957,11/07/2022
2015,Female,21,CHLOE,950,11/07/2022
2015,Female,22,NATALIE,938,11/07/2022
2015,Female,23,AVERY,923,11/07/2022
2015,Female,24,ALLISON,902,11/07/2022
2015,Female,25,ARIA,897,11/07/2022
2015,Female,25,GRACE,897,11/07/2022
2015,Male,1,NOAH,2754,11/07/2022
2015,Male,2,JACOB,2549,11/07/2022
2015,Male,3,DANIEL,2468,11/07/2022
2015,Male,4,ETHAN,2466,11/07/2022
2015,Male,5,MATTHEW,2423,11/07/2022
2015,Male,6,ALEXANDER,2304,11/07/2022
2015,Male,7,JAYDEN,2134,11/07/2022
2015,Male,8,SEBASTIAN,2073,11/07/2022
2015,Male,9,LIAM,2023,11/07/2022
2015,Male,10,DAVID,1932,11/07/2022
2015,Male,11,JULIAN,1900,11/07/2022
2015,Male,12,AIDEN,1896,11/07/2022
2015,Male,13,MICHAEL,1857,11/07/2022
2015,Male,14,NATHAN,1855,11/07/2022
2015,Male,15,BENJAMIN,1819,11/07/2022
2015,Male,16,ANTHONY,1766,11/07/2022
2015,Male,17,ISAAC,1714,11/07/2022
2015,Male,18,MASON,1694,11/07/2022
2015,Male,19,DYLAN,1681,11/07/2022
2015,Male,20,ANDREW,1607,11/07/2022
2015,Male,21,JAMES,1537,11/07/2022
2015,Male,22,ANGEL,1534,11/07/2022
2015,Male,23,JOSEPH,1518,11/07/2022
2015,Male,24,ADRIAN,1517,11/07/2022
2015,Male,25,ELIJAH,1509,11/07/2022
2016,Female,1,MIA,2792,11/07/2022
2016,Female,2,SOPHIA,2749,11/07/2022
2016,Female,3,EMMA,2599,11/07/2022
2016,Female,4,OLIVIA,2537,11/07/2022
2016,Female,5,ISABELLA,2346,11/07/2022
2016,Female,6,EMILY,1948,11/07/2022
2016,Female,7,SOFIA,1897,11/07/2022
2016,Female,8,CAMILA,1645,11/07/2022
2016,Female,9,AVA,1609,11/07/2022
2016,Female,10,ABIGAIL,1586,11/07/2022
2016,Female,11,VICTORIA,1552,11/07/2022
2016,Female,12,CHARLOTTE,1378,11/07/2022
2016,Female,13,EVELYN,1185,11/07/2022
2016,Female,14,SCARLETT,1114,11/07/2022
2016,Female,15,PENELOPE,1059,11/07/2022
2016,Female,16,AMELIA,1055,11/07/2022
2016,Female,17,ALEXA,1025,11/07/2022
2016,Female,18,ELIZABETH,1020,11/07/2022
2016,Female,19,SAMANTHA,1009,11/07/2022
2016,Female,20,ARIA,1004,11/07/2022
2016,Female,21,CHLOE,978,11/07/2022
2016,Female,22,AVERY,961,11/07/2022
2016,Female,23,MADISON,916,11/07/2022
2016,Female,24,ZOE,909,11/07/2022
2016,Female,25,GENESIS,898,11/07/2022
2016,Male,1,NOAH,2687,11/07/2022
2016,Male,2,MATTHEW,2410,11/07/2022
2016,Male,3,ETHAN,2329,11/07/2022
2016,Male,4,DANIEL,2292,11/07/2022
2016,Male,5,SEBASTIAN,2265,11/07/2022
2016,Male,6,JACOB,2260,11/07/2022
2016,Male,7,ALEXANDER,2218,11/07/2022
2016,Male,8,JULIAN,2040,11/07/2022
2016,Male,9,LIAM,2028,11/07/2022
2016,Male,10,BENJAMIN,1914,11/07/2022
2016,Male,11,JAYDEN,1850,11/07/2022
2016,Male,12,MATEO,1848,11/07/2022
2016,Male,13,MICHAEL,1764,11/07/2022
2016,Male,14,AIDEN,1748,11/07/2022
2016,Male,15,DAVID,1712,11/07/2022
2016,Male,16,NATHAN,1693,11/07/2022
2016,Male,17,ANTHONY,1654,11/07/2022
2016,Male,18,LUCAS,1635,11/07/2022
2016,Male,19,JAMES,1628,11/07/2022
2016,Male,20,ELIJAH,1568,11/07/2022
2016,Male,21,ISAAC,1566,11/07/2022
2016,Male,22,AARON,1556,11/07/2022
2016,Male,23,OLIVER,1547,11/07/2022
2016,Male,24,DYLAN,1531,11/07/2022
2016,Male,25,MASON,1521,11/07/2022
2017,Female,1,EMMA,2734,11/07/2022
2017,Female,2,MIA,2581,11/07/2022
2017,Female,3,OLIVIA,2479,11/07/2022
2017,Female,4,SOPHIA,2436,11/07/2022
2017,Female,5,ISABELLA,2342,11/07/2022
2017,Female,6,EMILY,1805,11/07/2022
2017,Female,7,CAMILA,1782,11/07/2022
2017,Female,8,SOFIA,1677,11/07/2022
2017,Female,9,ABIGAIL,1544,11/07/2022
2017,Female,10,AVA,1524,11/07/2022
2017,Female,11,VICTORIA,1487,11/07/2022
2017,Female,12,CHARLOTTE,1387,11/07/2022
2017,Female,13,EVELYN,1171,11/07/2022
2017,Female,14,LUNA,1150,11/07/2022
2017,Female,15,SCARLETT,1104,11/07/2022
2017,Female,16,PENELOPE,1086,11/07/2022
2017,Female,17,AMELIA,1072,11/07/2022
2017,Female,18,ARIA,1064,11/07/2022
2017,Female,19,MILA,1052,11/07/2022
2017,Female,20,ELIZABETH,967,11/07/2022
2017,Female,21,CHLOE,949,11/07/2022
2017,Female,22,ZOE,886,11/07/2022
2017,Female,23,GRACE,882,11/07/2022
2017,Female,24,SAMANTHA,871,11/07/2022
2017,Female,25,GENESIS,853,11/07/2022
2017,Male,1,NOAH,2513,11/07/2022
2017,Male,2,SEBASTIAN,2267,11/07/2022
2017,Male,3,LIAM,2187,11/07/2022
2017,Male,4,ETHAN,2147,11/07/2022
2017,Male,5,MATTHEW,2132,11/07/2022
2017,Male,6,DANIEL,2088,11/07/2022
2017,Male,7,JACOB,2054,11/07/2022
2017,Male,8,MATEO,2007,11/07/2022
2017,Male,9,ALEXANDER,1998,11/07/2022
2017,Male,10,JULIAN,1940,11/07/2022
2017,Male,11,BENJAMIN,1850,11/07/2022
2017,Male,12,LOGAN,1774,11/07/2022
2017,Male,13,JAYDEN,1688,11/07/2022
2017,Male,14,LUCAS,1633,11/07/2022
2017,Male,15,AIDEN,1632,11/07/2022
2017,Male,16,OLIVER,1561,11/07/2022
2017,Male,17,DAVID,1553,11/07/2022
2017,Male,18,AARON,1528,11/07/2022
2017,Male,19,NATHAN,1518,11/07/2022
2017,Male,20,DYLAN,1513,11/07/2022
2017,Male,21,JAMES,1508,11/07/2022
2017,Male,22,MICHAEL,1507,11/07/2022
2017,Male,23,ELIJAH,1486,11/07/2022
2017,Male,24,ANTHONY,1439,11/07/2022
2017,Male,25,ISAAC,1423,11/07/2022
2018,Female,1,EMMA,2746,11/07/2022
2018,Female,2,MIA,2495,11/07/2022
2018,Female,3,OLIVIA,2465,11/07/2022
2018,Female,4,ISABELLA,2204,11/07/2022
2018,Female,5,SOPHIA,2158,11/07/2022
2018,Female,6,CAMILA,2086,11/07/2022
2018,Female,7,SOFIA,1508,11/07/2022
2018,Female,8,EMILY,1505,11/07/2022
2018,Female,9,VICTORIA,1463,11/07/2022
2018,Female,10,LUNA,1444,11/07/2022
2018,Female,11,AVA,1391,11/07/2022
2018,Female,12,ABIGAIL,1376,11/07/2022
2018,Female,13,CHARLOTTE,1337,11/07/2022
2018,Female,14,MILA,1294,11/07/2022
2018,Female,15,AMELIA,1207,11/07/2022
2018,Female,16,EVELYN,1157,11/07/2022
2018,Female,17,ARIA,1080,11/07/2022
2018,Female,18,PENELOPE,1075,11/07/2022
2018,Female,19,SCARLETT,954,11/07/2022
2018,Female,20,CHLOE,924,11/07/2022
2018,Female,21,ELLA,896,11/07/2022
2018,Female,22,ELIZABETH,895,11/07/2022
2018,Female,23,AVERY,849,11/07/2022
2018,Female,24,ZOE,839,11/07/2022
2018,Female,25,GENESIS,810,11/07/2022
2018,Male,1,NOAH,2578,11/07/2022
2018,Male,2,LIAM,2415,11/07/2022
2018,Male,3,SEBASTIAN,2217,11/07/2022
2018,Male,4,MATEO,2104,11/07/2022
2018,Male,5,ETHAN,2060,11/07/2022
2018,Male,6,DANIEL,1998,11/07/2022
2018,Male,7,JULIAN,1941,11/07/2022
2018,Male,8,ALEXANDER,1908,11/07/2022
2018,Male,9,BENJAMIN,1768,11/07/2022
2018,Male,10,JACOB,1718,11/07/2022
2018,Male,11,MATTHEW,1703,11/07/2022
2018,Male,12,LUCAS,1556,11/07/2022
2018,Male,13,JAYDEN,1548,11/07/2022
2018,Male,14,OLIVER,1509,11/07/2022
2018,Male,15,AIDEN,1479,11/07/2022
2018,Male,16,JAMES,1461,11/07/2022
2018,Male,17,LOGAN,1458,11/07/2022
2018,Male,18,DAVID,1457,11/07/2022
2018,Male,19,ELIJAH,1440,11/07/2022
2018,Male,20,DYLAN,1371,11/07/2022
2018,Male,21,MICHAEL,1354,11/07/2022
2018,Male,22,NATHAN,1335,11/07/2022
2018,Male,23,ISAAC,1328,11/07/2022
2018,Male,24,WILLIAM,1303,11/07/2022
2018,Male,25,MASON,1302,11/07/2022
2019,Female,1,OLIVIA,2613,11/07/2022
2019,Female,2,EMMA,2403,11/07/2022
2019,Female,3,MIA,2364,11/07/2022
2019,Female,4,SOPHIA,2097,11/07/2022
2019,Female,5,CAMILA,2073,11/07/2022
2019,Female,6,ISABELLA,2018,11/07/2022
2019,Female,7,LUNA,1509,11/07/2022
2019,Female,8,EMILY,1473,11/07/2022
2019,Female,9,AVA,1420,11/07/2022
2019,Female,10,SOFIA,1408,11/07/2022
2019,Female,11,VICTORIA,1326,11/07/2022
2019,Female,12,ABIGAIL,1298,11/07/2022
2019,Female,13,AMELIA,1278,11/07/2022
2019,Female,14,CHARLOTTE,1225,11/07/2022
2019,Female,15,MILA,1219,11/07/2022
2019,Female,16,EVELYN,1167,11/07/2022
2019,Female,17,PENELOPE,1109,11/07/2022
2019,Female,18,ARIA,1043,11/07/2022
2019,Female,19,SCARLETT,957,11/07/2022
2019,Female,20,ELLA,899,11/07/2022
2019,Female,21,ELIZABETH,879,11/07/2022
2019,Female,22,CHLOE,876,11/07/2022
2019,Female,23,AVERY,830,11/07/2022
2019,Female,24,ZOE,829,11/07/2022
2019,Female,25,VALENTINA,782,11/07/2022
2019,Male,1,NOAH,2686,11/07/2022
2019,Male,2,LIAM,2406,11/07/2022
2019,Male,3,MATEO,2222,11/07/2022
2019,Male,4,SEBASTIAN,2154,11/07/2022
2019,Male,5,ETHAN,2101,11/07/2022
2019,Male,6,JULIAN,1860,11/07/2022
2019,Male,7,ALEXANDER,1838,11/07/2022
2019,Male,8,BENJAMIN,1760,11/07/2022
2019,Male,9,DANIEL,1747,11/07/2022
2019,Male,10,LUCAS,1724,11/07/2022
2019,Male,11,JACOB,1661,11/07/2022
2019,Male,12,OLIVER,1613,11/07/2022
2019,Male,13,MATTHEW,1566,11/07/2022
2019,Male,14,ELIJAH,1513,11/07/2022
2019,Male,15,JAYDEN,1413,11/07/2022
2019,Male,16,AIDEN,1405,11/07/2022
2019,Male,17,SANTIAGO,1359,11/07/2022
2019,Male,18,JAMES,1354,11/07/2022
2019,Male,19,ISAAC,1320,11/07/2022
2019,Male,20,LOGAN,1277,11/07/2022
2019,Male,21,DAVID,1256,11/07/2022
2019,Male,22,MICHAEL,1238,11/07/2022
2019,Male,23,MASON,1233,11/07/2022
2019,Male,24,ANTHONY,1226,11/07/2022
2019,Male,25,DYLAN,1203,11/07/2022
2020,Female,1,OLIVIA,2352,11/07/2022
2020,Female,2,CAMILA,2192,11/07/2022
2020,Female,3,EMMA,2117,11/07/2022
2020,Female,4,MIA,2047,11/07/2022
2020,Female,5,SOPHIA,2001,11/07/2022
2020,Female,6,ISABELLA,1874,11/07/2022
2020,Female,7,GIANNA,1532,11/07/2022
2020,Female,8,LUNA,1468,11/07/2022
2020,Female,9,SOFIA,1282,11/07/2022
