"Year","Sex","Rank","Name","Count","Data_Revision_Date"
1997,Female,11,MARIA,1821,11/07/2022
1997,Female,12,JASMINE,1791,11/07/2022
1997,Female,13,ALYSSA,1725,11/07/2022
1997,Female,14,MELISSA,1717,11/07/2022
1997,Female,15,HANNAH,1617,11/07/2022
1997,Female,16,KIMBERLY,1574,11/07/2022
1997,Female,17,VICTORIA,1440,11/07/2022
1997,Female,18,TAYLOR,1425,11/07/2022
1997,Female,19,AMANDA,1399,11/07/2022
1997,Female,20,LAUREN,1355,11/07/2022
1997,Female,21,NATALIE,1340,11/07/2022
1997,Female,22,MADISON,1331,11/07/2022
1997,Female,23,MICHELLE,1330,11/07/2022
1997,Female,24,MEGAN,1315,11/07/2022
1997,Female,25,DIANA,1262,11/07/2022
1997,Male,1,DANIEL,4393,11/07/2022
1997,Male,2,MICHAEL,4244,11/07/2022
1997,Male,3,JOSE,4110,11/07/2022
1997,Male,4,ANTHONY,3854,11/07/2022
1997,Male,5,CHRISTOPHER,3680,11/07/2022
1997,Male,6,DAVID,3669,11/07/2022
1997,Male,7,ANDREW,3527,11/07/2022
1997,Male,8,JACOB,3206,11/07/2022
1997,Male,9,MATTHEW,3198,11/07/2022
1997,Male,10,JONATHAN,3178,11/07/2022
1997,Male,11,JOSHUA,3071,11/07/2022
1997,Male,12,JOSEPH,2851,11/07/2022
1997,Male,13,BRANDON,2818,11/07/2022
1997,Male,14,NICHOLAS,2610,11/07/2022
1997,Male,15,CHRISTIAN,2576,11/07/2022
1997,Male,16,KEVIN,2544,11/07/2022
1997,Male,17,LUIS,2462,11/07/2022
1997,Male,18,RYAN,2344,11/07/2022
1997,Male,19,JUAN,2324,11/07/2022
1997,Male,20,ALEXANDER,2162,11/07/2022
1997,Male,21,JUSTIN,2139,11/07/2022
1997,Male,22,JESUS,2006,11/07/2022
1997,Male,23,AUSTIN,1935,11/07/2022
1997,Male,24,TYLER,1861,11/07/2022
1997,Male,25,JOHN,1810,11/07/2022
1998,Female,1,JESSICA,2832,11/07/2022
1998,Female,2,ASHLEY,2696,11/07/2022
1998,Female,3,SAMANTHA,2665,11/07/2022
1998,Female,4,EMILY,2660,11/07/2022
1998,Female,5,JENNIFER,2544,11/07/2022
1998,Female,6,SARAH,2129,11/07/2022
1998,Female,7,ALEXIS,2022,11/07/2022
1998,Female,8,VANESSA,1965,11/07/2022
1998,Female,9,ALYSSA,1953,11/07/2022
1998,Female,10,STEPHANIE,1941,11/07/2022
1998,Female,11,ELIZABETH,1917,11/07/2022
1998,Female,12,JASMINE,1702,11/07/2022
1998,Female,13,HANNAH,1665,11/07/2022
1998,Female,14,MARIA,1619,11/07/2022
1998,Female,15,NATALIE,1526,11/07/2022
1998,Female,16,MADISON,1436,11/07/2022
1998,Female,17,VICTORIA,1419,11/07/2022
1998,Female,18,KIMBERLY,1395,11/07/2022
1998,Female,19,TAYLOR,1372,11/07/2022
1998,Female,20,MELISSA,1355,11/07/2022
1998,Female,21,BRIANNA,1327,11/07/2022
1998,Female,22,DIANA,1318,11/07/2022
1998,Female,23,AMANDA,1316,11/07/2022
1998,Female,24,MICHELLE,1285,11/07/2022
1998,Female,25,NICOLE,1273,11/07/2022
1998,Male,1,DANIEL,4311,11/07/2022
1998,Male,2,JOSE,4265,11/07/2022
1998,Male,3,MICHAEL,4118,11/07/2022
1998,Male,4,ANTHONY,3864,11/07/2022
1998,Male,5,JACOB,3548,11/07/2022
1998,Male,6,DAVID,3449,11/07/2022
1998,Male,7,ANDREW,3430,11/07/2022
1998,Male,8,MATTHEW,3413,11/07/2022
1998,Male,9,CHRISTOPHER,3386,11/07/2022
1998,Male,10,JOSHUA,3230,11/07/2022
1998,Male,11,JONATHAN,3070,11/07/2022
1998,Male,12,JOSEPH,2938,11/07/2022
1998,Male,13,NICHOLAS,2744,11/07/2022
1998,Male,14,BRANDON,2727,11/07/2022
1998,Male,15,RYAN,2423,11/07/2022
1998,Male,16,CHRISTIAN,2353,11/07/2022
1998,Male,17,JUAN,2349,11/07/2022
1998,Male,18,LUIS,2299,11/07/2022
1998,Male,19,ALEXANDER,2228,11/07/2022
1998,Male,20,KEVIN,2219,11/07/2022
1998,Male,21,JUSTIN,2084,11/07/2022
1998,Male,22,ANGEL,1946,11/07/2022
1998,Male,23,JESUS,1918,11/07/2022
1998,Male,24,TYLER,1814,11/07/2022
1998,Male,25,ROBERT,1781,11/07/2022
1999,Female,1,EMILY,2805,11/07/2022
1999,Female,2,SAMANTHA,2781,11/07/2022
1999,Female,3,JENNIFER,2660,11/07/2022
1999,Female,4,ASHLEY,2593,11/07/2022
1999,Female,5,JESSICA,2490,11/07/2022
1999,Female,6,ALYSSA,2067,11/07/2022
1999,Female,7,ALEXIS,1966,11/07/2022
1999,Female,8,SARAH,1965,11/07/2022
1999,Female,9,ELIZABETH,1844,11/07/2022
1999,Female,10,VANESSA,1768,11/07/2022
1999,Female,11,STEPHANIE,1754,11/07/2022
1999,Female,12,HANNAH,1676,11/07/2022
1999,Female,13,JASMINE,1651,11/07/2022
1999,Female,14,NATALIE,1645,11/07/2022
1999,Female,15,MARIA,1569,11/07/2022
1999,Female,16,VICTORIA,1456,11/07/2022
1999,Female,17,LAUREN,1384,11/07/2022
1999,Female,18,MADISON,1372,11/07/2022
1999,Female,19,KIMBERLY,1348,11/07/2022
1999,Female,20,BRIANNA,1345,11/07/2022
1999,Female,21,ANDREA,1307,11/07/2022
1999,Female,22,MICHELLE,1267,11/07/2022
1999,Female,23,MELISSA,1251,11/07/2022
1999,Female,24,NICOLE,1208,11/07/2022
1999,Female,25,TAYLOR,1202,11/07/2022
1999,Male,1,DANIEL,4328,11/07/2022
1999,Male,2,JOSE,3836,11/07/2022
1999,Male,3,ANTHONY,3786,11/07/2022
1999,Male,4,MICHAEL,3721,11/07/2022
1999,Male,5,ANDREW,3577,11/07/2022
1999,Male,6,DAVID,3459,11/07/2022
1999,Male,7,JACOB,3445,11/07/2022
1999,Male,8,MATTHEW,3285,11/07/2022
1999,Male,9,CHRISTOPHER,3237,11/07/2022
1999,Male,10,JOSHUA,3117,11/07/2022
1999,Male,11,JONATHAN,3004,11/07/2022
1999,Male,12,JOSEPH,2798,11/07/2022
1999,Male,13,NICHOLAS,2517,11/07/2022
1999,Male,14,RYAN,2501,11/07/2022
1999,Male,15,BRANDON,2475,11/07/2022
1999,Male,16,JUAN,2328,11/07/2022
1999,Male,17,CHRISTIAN,2314,11/07/2022
1999,Male,18,KEVIN,2302,11/07/2022
1999,Male,19,LUIS,2271,11/07/2022
1999,Male,20,ALEXANDER,2226,11/07/2022
1999,Male,21,JUSTIN,2219,11/07/2022
1999,Male,22,ANGEL,2038,11/07/2022
1999,Male,23,JESUS,1995,11/07/2022
1999,Male,24,CARLOS,1967,11/07/2022
1999,Male,25,JOHN,1743,11/07/2022
2000,Female,1,EMILY,2955,11/07/2022
2000,Female,2,ASHLEY,2815,11/07/2022
2000,Female,3,SAMANTHA,2576,11/07/2022
2000,Female,4,JESSICA,2467,11/07/2022
2000,Female,5,JENNIFER,2256,11/07/2022
2000,Female,6,ALYSSA,2003,11/07/2022
2000,Female,7,HANNAH,1849,11/07/2022
2000,Female,8,SARAH,1847,11/07/2022
2000,Female,9,ELIZABETH,1830,11/07/2022
2000,Female,10,ALEXIS,1825,11/07/2022
2000,Female,11,VANESSA,1628,11/07/2022
2000,Female,12,JASMINE,1599,11/07/2022
2000,Female,13,STEPHANIE,1585,11/07/2022
2000,Female,14,NATALIE,1578,11/07/2022
2000,Female,15,JACQUELINE,1551,11/07/2022
2000,Female,16,MARIA,1465,11/07/2022
2000,Female,17,BRIANNA,1442,11/07/2022
2000,Female,18,MADISON,1433,11/07/2022
2000,Female,19,ANDREA,1409,11/07/2022
2000,Female,20,KIMBERLY,1394,11/07/2022
2000,Female,21,LAUREN,1383,11/07/2022
2000,Female,22,MICHELLE,1360,11/07/2022
2000,Female,23,VICTORIA,1288,11/07/2022
2000,Female,24,DESTINY,1188,11/07/2022
2000,Female,25,NICOLE,1162,11/07/2022
2000,Male,1,DANIEL,4323,11/07/2022
2000,Male,2,ANTHONY,3823,11/07/2022
2000,Male,3,JOSE,3773,11/07/2022
2000,Male,4,ANDREW,3572,11/07/2022
2000,Male,5,MICHAEL,3538,11/07/2022
2000,Male,6,JACOB,3501,11/07/2022
2000,Male,7,JOSHUA,3338,11/07/2022
2000,Male,8,CHRISTOPHER,3311,11/07/2022
2000,Male,9,DAVID,3263,11/07/2022
2000,Male,10,MATTHEW,3238,11/07/2022
2000,Male,11,JONATHAN,2979,11/07/2022
2000,Male,12,JOSEPH,2742,11/07/2022
2000,Male,13,BRANDON,2614,11/07/2022
2000,Male,14,NICHOLAS,2569,11/07/2022
2000,Male,15,RYAN,2549,11/07/2022
2000,Male,16,CHRISTIAN,2437,11/07/2022
2000,Male,17,ANGEL,2353,11/07/2022
2000,Male,18,KEVIN,2351,11/07/2022
2000,Male,19,LUIS,2285,11/07/2022
2000,Male,20,JUAN,2215,11/07/2022
2000,Male,21,ALEXANDER,2173,11/07/2022
2000,Male,22,JUSTIN,2156,11/07/2022
2000,Male,23,JESUS,1889,11/07/2022
2000,Male,24,CARLOS,1773,11/07/2022
2000,Male,25,BRIAN,1738,11/07/2022
2001,Female,1,EMILY,2921,11/07/2022
2001,Female,2,ASHLEY,2707,11/07/2022
2001,Female,3,SAMANTHA,2518,11/07/2022
2001,Female,4,JESSICA,2226,11/07/2022
2001,Female,5,ALYSSA,2051,11/07/2022
2001,Female,6,JENNIFER,2015,11/07/2022
2001,Female,7,NATALIE,1715,11/07/2022
2001,Female,8,ELIZABETH,1681,11/07/2022
2001,Female,9,ALEXIS,1662,11/07/2022
2001,Female,10,JASMINE,1651,11/07/2022
2001,Female,11,SARAH,1592,11/07/2022
2001,Female,12,MADISON,1590,11/07/2022
2001,Female,13,HANNAH,1572,11/07/2022
2001,Female,14,ANDREA,1511,11/07/2022
2001,Female,15,STEPHANIE,1503,11/07/2022
2001,Female,16,ISABELLA,1474,11/07/2022
2001,Female,17,VANESSA,1440,11/07/2022
2001,Female,18,BRIANNA,1399,11/07/2022
2001,Female,19,KIMBERLY,1361,11/07/2022
2001,Female,20,MARIA,1357,11/07/2022
2001,Female,21,KAYLA,1205,11/07/2022
2001,Female,22,DESTINY,1200,11/07/2022
2001,Female,22,JACQUELINE,1200,11/07/2022
2001,Female,24,MICHELLE,1193,11/07/2022
2001,Female,25,VICTORIA,1188,11/07/2022
2001,Male,1,DANIEL,4142,11/07/2022
2001,Male,2,ANTHONY,3801,11/07/2022
2001,Male,3,ANDREW,3420,11/07/2022
2001,Male,4,JOSE,3419,11/07/2022
2001,Male,5,JACOB,3363,11/07/2022
2001,Male,6,DAVID,3323,11/07/2022
2001,Male,7,MICHAEL,3266,11/07/2022
2001,Male,8,JOSHUA,3196,11/07/2022
2001,Male,9,MATTHEW,3069,11/07/2022
2001,Male,10,CHRISTOPHER,3006,11/07/2022
2001,Male,11,JONATHAN,2853,11/07/2022
2001,Male,12,JOSEPH,2708,11/07/2022
2001,Male,13,ANGEL,2492,11/07/2022
2001,Male,14,KEVIN,2391,11/07/2022
2001,Male,15,CHRISTIAN,2324,11/07/2022
2001,Male,16,NICHOLAS,2309,11/07/2022
2001,Male,17,RYAN,2308,11/07/2022
2001,Male,18,BRANDON,2265,11/07/2022
2001,Male,19,LUIS,2136,11/07/2022
2001,Male,20,JESUS,2082,11/07/2022
2001,Male,21,ALEXANDER,2065,11/07/2022
2001,Male,22,JUSTIN,2005,11/07/2022
2001,Male,23,JUAN,1983,11/07/2022
2001,Male,24,CARLOS,1916,11/07/2022
2001,Male,25,GABRIEL,1758,11/07/2022
2002,Female,1,EMILY,3011,11/07/2022
2002,Female,2,ASHLEY,2670,11/07/2022
2002,Female,3,SAMANTHA,2535,11/07/2022
2002,Female,4,JESSICA,1994,11/07/2022
2002,Female,5,JENNIFER,1977,11/07/2022
2002,Female,6,ISABELLA,1873,11/07/2022
2002,Female,7,ALYSSA,1869,11/07/2022
2002,Female,8,ELIZABETH,1699,11/07/2022
2002,Female,9,JASMINE,1659,11/07/2022
2002,Female,10,NATALIE,1638,11/07/2022
2002,Female,11,ALEXIS,1581,11/07/2022
2002,Female,12,SARAH,1549,11/07/2022
2002,Female,13,MADISON,1527,11/07/2022
2002,Female,14,HANNAH,1485,11/07/2022
2002,Female,15,STEPHANIE,1463,11/07/2022
2002,Female,16,BRIANNA,1453,11/07/2022
2002,Female,17,ANDREA,1340,11/07/2022
2002,Female,18,SOPHIA,1323,11/07/2022
2002,Female,19,MARIA,1306,11/07/2022
2002,Female,20,EMMA,1287,11/07/2022
2002,Female,21,MICHELLE,1277,11/07/2022
2002,Female,22,VANESSA,1258,11/07/2022
2002,Female,23,VICTORIA,1211,11/07/2022
2002,Female,24,KIMBERLY,1206,11/07/2022
2002,Female,24,LESLIE,1206,11/07/2022
2002,Male,1,DANIEL,4101,11/07/2022
2002,Male,2,ANTHONY,3755,11/07/2022
2002,Male,3,JOSE,3546,11/07/2022
2002,Male,4,ANDREW,3523,11/07/2022
2002,Male,5,JACOB,3358,11/07/2022
2002,Male,6,JOSHUA,3348,11/07/2022
2002,Male,7,MICHAEL,3205,11/07/2022
2002,Male,8,DAVID,3173,11/07/2022
2002,Male,9,MATTHEW,3071,11/07/2022
2002,Male,10,ANGEL,2912,11/07/2022
2002,Male,11,CHRISTOPHER,2886,11/07/2022
2002,Male,12,JONATHAN,2719,11/07/2022
2002,Male,13,JOSEPH,2676,11/07/2022
2002,Male,14,ALEXANDER,2382,11/07/2022
2002,Male,15,KEVIN,2344,11/07/2022
2002,Male,16,RYAN,2281,11/07/2022
2002,Male,17,BRANDON,2257,11/07/2022
2002,Male,17,CHRISTIAN,2257,11/07/2022
2002,Male,19,ETHAN,2252,11/07/2022
2002,Male,20,NICHOLAS,2190,11/07/2022
2002,Male,21,JUAN,2047,11/07/2022
2002,Male,22,LUIS,1984,11/07/2022
2002,Male,23,JESUS,1976,11/07/2022
2002,Male,24,NATHAN,1934,11/07/2022
2002,Male,25,JUSTIN,1926,11/07/2022
2003,Female,1,EMILY,3398,11/07/2022
2003,Female,2,ASHLEY,2732,11/07/2022
2003,Female,3,SAMANTHA,2571,11/07/2022
2003,Female,4,ISABELLA,2173,11/07/2022
2003,Female,5,ALYSSA,1920,11/07/2022
2003,Female,6,EMMA,1832,11/07/2022
2003,Female,7,NATALIE,1817,11/07/2022
2003,Female,8,JESSICA,1756,11/07/2022
2003,Female,9,JENNIFER,1697,11/07/2022
2003,Female,10,ELIZABETH,1666,11/07/2022
2003,Female,11,JASMINE,1608,11/07/2022
2003,Female,12,ALEXIS,1549,11/07/2022
2003,Female,13,SOPHIA,1527,11/07/2022
2003,Female,14,MADISON,1454,11/07/2022
2003,Female,15,SARAH,1417,11/07/2022
2003,Female,16,KIMBERLY,1410,11/07/2022
2003,Female,17,HANNAH,1375,11/07/2022
2003,Female,18,STEPHANIE,1330,11/07/2022
2003,Female,19,VANESSA,1327,11/07/2022
2003,Female,20,ANDREA,1320,11/07/2022
2003,Female,21,BRIANNA,1295,11/07/2022
2003,Female,22,ABIGAIL,1264,11/07/2022
2003,Female,23,MARIA,1249,11/07/2022
2003,Female,24,MICHELLE,1239,11/07/2022
2003,Female,25,MIA,1226,11/07/2022
2003,Male,1,DANIEL,4017,11/07/2022
2003,Male,2,ANTHONY,3918,11/07/2022
2003,Male,3,ANDREW,3443,11/07/2022
2003,Male,4,JOSE,3363,11/07/2022
2003,Male,5,JACOB,3347,11/07/2022
2003,Male,6,DAVID,3344,11/07/2022
2003,Male,7,ANGEL,3241,11/07/2022
2003,Male,8,JOSHUA,3202,11/07/2022
2003,Male,9,MICHAEL,3087,11/07/2022
2003,Male,10,MATTHEW,2967,11/07/2022
2003,Male,11,CHRISTOPHER,2785,11/07/2022
2003,Male,12,JOSEPH,2704,11/07/2022
2003,Male,13,JONATHAN,2697,11/07/2022
2003,Male,14,RYAN,2560,11/07/2022
2003,Male,15,ALEXANDER,2365,11/07/2022
2003,Male,16,BRANDON,2361,11/07/2022
2003,Male,17,KEVIN,2265,11/07/2022
2003,Male,18,ETHAN,2228,11/07/2022
2003,Male,19,NATHAN,2113,11/07/2022
2003,Male,20,JUAN,2072,11/07/2022
2003,Male,21,LUIS,2063,11/07/2022
2003,Male,22,CHRISTIAN,2060,11/07/2022
2003,Male,23,NICHOLAS,2003,11/07/2022
2003,Male,24,GABRIEL,1967,11/07/2022
2003,Male,25,JESUS,1891,11/07/2022
2004,Female,1,EMILY,3395,11/07/2022
2004,Female,2,ASHLEY,2927,11/07/2022
2004,Female,3,SAMANTHA,2479,11/07/2022
2004,Female,4,ISABELLA,2443,11/07/2022
2004,Female,5,NATALIE,1942,11/07/2022
2004,Female,6,ALYSSA,1806,11/07/2022
2004,Female,7,EMMA,1742,11/07/2022
2004,Female,8,SOPHIA,1715,11/07/2022
2004,Female,9,JESSICA,1705,11/07/2022
2004,Female,10,JASMINE,1666,11/07/2022
2004,Female,11,ELIZABETH,1595,11/07/2022
2004,Female,12,MADISON,1575,11/07/2022
2004,Female,13,JENNIFER,1486,11/07/2022
2004,Female,14,KIMBERLY,1460,11/07/2022
2004,Female,15,ALEXIS,1437,11/07/2022
2004,Female,16,ANDREA,1376,11/07/2022
2004,Female,17,ABIGAIL,1318,11/07/2022
2004,Female,18,HANNAH,1315,11/07/2022
2004,Female,19,SARAH,1305,11/07/2022
2004,Female,20,VANESSA,1302,11/07/2022
2004,Female,21,MIA,1272,11/07/2022
2004,Female,22,STEPHANIE,1249,11/07/2022
2004,Female,23,BRIANNA,1223,11/07/2022
2004,Female,24,MICHELLE,1154,11/07/2022
2004,Female,25,OLIVIA,1149,11/07/2022
2004,Male,1,DANIEL,4162,11/07/2022
2004,Male,2,ANTHONY,3799,11/07/2022
2004,Male,3,ANDREW,3471,11/07/2022
2004,Male,4,JOSE,3391,11/07/2022
2004,Male,5,JACOB,3330,11/07/2022
2004,Male,6,JOSHUA,3292,11/07/2022
2004,Male,7,DAVID,3248,11/07/2022
2004,Male,8,ANGEL,3241,11/07/2022
2004,Male,9,MATTHEW,2855,11/07/2022
2004,Male,10,MICHAEL,2847,11/07/2022
2004,Male,11,CHRISTOPHER,2758,11/07/2022
2004,Male,12,JONATHAN,2546,11/07/2022
2004,Male,13,RYAN,2509,11/07/2022
2004,Male,14,ALEXANDER,2446,11/07/2022
2004,Male,15,JOSEPH,2429,11/07/2022
2004,Male,16,ETHAN,2365,11/07/2022
2004,Male,17,NATHAN,2305,11/07/2022
2004,Male,18,BRANDON,2207,11/07/2022
2004,Male,19,KEVIN,2136,11/07/2022
2004,Male,20,JUAN,2111,11/07/2022
2004,Male,21,CHRISTIAN,2030,11/07/2022
2004,Male,22,JESUS,2016,11/07/2022
2004,Male,23,NICHOLAS,1998,11/07/2022
2004,Male,24,DIEGO,1983,11/07/2022
2004,Male,25,LUIS,1961,11/07/2022
2005,Female,1,EMILY,3276,11/07/2022
2005,Female,2,ASHLEY,2777,11/07/2022
2005,Female,3,SAMANTHA,2489,11/07/2022
2005,Female,4,ISABELLA,2344,11/07/2022
2005,Female,5,MIA,2184,11/07/2022
2005,Female,6,NATALIE,2040,11/07/2022
2005,Female,7,SOPHIA,1885,11/07/2022
2005,Female,8,EMMA,1633,11/07/2022
2005,Female,9,ALYSSA,1617,11/07/2022
2005,Female,10,MADISON,1525,11/07/2022
2005,Female,11,JASMINE,1521,11/07/2022
2005,Female,12,ELIZABETH,1486,11/07/2022
2005,Female,13,JESSICA,1410,11/07/2022
2005,Female,14,KIMBERLY,1399,11/07/2022
2005,Female,15,ABIGAIL,1372,11/07/2022
2005,Female,16,BRIANNA,1351,11/07/2022
2005,Female,17,JENNIFER,1292,11/07/2022
2005,Female,18,AVA,1227,11/07/2022
2005,Female,19,HANNAH,1218,11/07/2022
2005,Female,20,SARAH,1212,11/07/2022
2005,Female,21,ALEXIS,1204,11/07/2022
2005,Female,22,ANDREA,1203,11/07/2022
2005,Female,23,ANGELINA,1179,11/07/2022
2005,Female,24,VANESSA,1154,11/07/2022
2005,Female,25,STEPHANIE,1153,11/07/2022
2005,Male,1,DANIEL,3902,11/07/2022
2005,Male,2,ANTHONY,3721,11/07/2022
2005,Male,3,ANGEL,3551,11/07/2022
2005,Male,4,DAVID,3253,11/07/2022
2005,Male,5,JOSHUA,3209,11/07/2022
2005,Male,6,JOSE,3203,11/07/2022
2005,Male,7,ANDREW,3139,11/07/2022
2005,Male,8,JACOB,3097,11/07/2022
2005,Male,9,MATTHEW,2850,11/07/2022
2005,Male,10,MICHAEL,2742,11/07/2022
2005,Male,11,JONATHAN,2635,11/07/2022
2005,Male,12,CHRISTOPHER,2589,11/07/2022
2005,Male,13,JOSEPH,2534,11/07/2022
2005,Male,14,ALEXANDER,2448,11/07/2022
2005,Male,15,NATHAN,2401,11/07/2022
2005,Male,16,ETHAN,2361,11/07/2022
2005,Male,17,RYAN,2331,11/07/2022
2005,Male,18,DIEGO,2307,11/07/2022
2005,Male,19,JUAN,2219,11/07/2022
2005,Male,20,KEVIN,2195,11/07/2022
2005,Male,21,BRANDON,2115,11/07/2022
2005,Male,22,CHRISTIAN,2014,11/07/2022
2005,Male,23,LUIS,2003,11/07/2022
2005,Male,24,JESUS,1968,11/07/2022
2005,Male,25,GABRIEL,1950,11/07/2022
2006,Female,1,EMILY,3088,11/07/2022
2006,Female,2,ISABELLA,2786,11/07/2022
2006,Female,3,ASHLEY,2605,11/07/2022
2006,Female,4,MIA,2440,11/07/2022
2006,Female,5,SAMANTHA,2336,11/07/2022
2006,Female,6,NATALIE,2223,11/07/2022
2006,Female,7,SOPHIA,1967,11/07/2022
2006,Female,8,EMMA,1544,11/07/2022
2006,Female,9,ABIGAIL,1477,11/07/2022
2006,Female,10,AVA,1469,11/07/2022
2006,Female,11,MADISON,1435,11/07/2022
2006,Female,12,ELIZABETH,1424,11/07/2022
2006,Female,13,ALYSSA,1398,11/07/2022
2006,Female,14,BRIANNA,1393,11/07/2022
2006,Female,14,KIMBERLY,1393,11/07/2022
2006,Female,16,JASMINE,1382,11/07/2022
2006,Female,17,ANDREA,1317,11/07/2022
2006,Female,18,JESSICA,1259,11/07/2022
2006,Female,19,ALEXA,1241,11/07/2022
2006,Female,20,OLIVIA,1209,11/07/2022
2006,Female,21,HANNAH,1205,11/07/2022
2006,Female,22,VALERIA,1203,11/07/2022
2006,Female,23,ANGELINA,1157,11/07/2022
2006,Female,24,SARAH,1154,11/07/2022
2006,Female,25,JOCELYN,1143,11/07/2022
2006,Male,1,DANIEL,3810,11/07/2022
2006,Male,2,ANTHONY,3770,11/07/2022
2006,Male,3,ANGEL,3720,11/07/2022
2006,Male,4,JACOB,3190,11/07/2022
2006,Male,5,DAVID,3135,11/07/2022
2006,Male,6,ANDREW,3120,11/07/2022
2006,Male,7,JOSE,3112,11/07/2022
2006,Male,8,JOSHUA,3009,11/07/2022
2006,Male,9,CHRISTOPHER,2869,11/07/2022
2006,Male,10,DIEGO,2748,11/07/2022
2006,Male,11,MATTHEW,2739,11/07/2022
2006,Male,12,MICHAEL,2718,11/07/2022
2006,Male,13,JONATHAN,2625,11/07/2022
2006,Male,14,ALEXANDER,2487,11/07/2022
2006,Male,15,NATHAN,2444,11/07/2022
2006,Male,16,ETHAN,2391,11/07/2022
2006,Male,17,JOSEPH,2359,11/07/2022
2006,Male,18,CHRISTIAN,2196,11/07/2022
2006,Male,19,ADRIAN,2108,11/07/2022
2006,Male,20,JUAN,2080,11/07/2022
2006,Male,21,LUIS,2077,11/07/2022
2006,Male,22,BRANDON,2068,11/07/2022
2006,Male,23,RYAN,2049,11/07/2022
2006,Male,24,KEVIN,2046,11/07/2022
2006,Male,25,JESUS,1950,11/07/2022
2007,Female,1,EMILY,2954,11/07/2022
2007,Female,2,ISABELLA,2918,11/07/2022
2007,Female,3,SOPHIA,2596,11/07/2022
2007,Female,4,ASHLEY,2517,11/07/2022
2007,Female,5,SAMANTHA,2366,11/07/2022
2007,Female,6,MIA,2060,11/07/2022
2007,Female,7,NATALIE,1908,11/07/2022
2007,Female,8,EMMA,1628,11/07/2022
2007,Female,9,ALYSSA,1556,11/07/2022
2007,Female,10,JOCELYN,1516,11/07/2022
2007,Female,11,ELIZABETH,1507,11/07/2022
2007,Female,12,AVA,1480,11/07/2022
2007,Female,13,ABIGAIL,1432,11/07/2022
2007,Female,14,KIMBERLY,1409,11/07/2022
2007,Female,15,MADISON,1349,11/07/2022
2007,Female,16,OLIVIA,1335,11/07/2022
2007,Female,17,BRIANNA,1331,11/07/2022
2007,Female,18,SOFIA,1318,11/07/2022
2007,Female,19,JASMINE,1300,11/07/2022
2007,Female,20,ANDREA,1269,11/07/2022
2007,Female,21,VANESSA,1209,11/07/2022
2007,Female,22,HANNAH,1172,11/07/2022
2007,Female,23,CHLOE,1168,11/07/2022
2007,Female,24,ALEXA,1158,11/07/2022
2007,Female,25,VICTORIA,1141,11/07/2022
2007,Male,1,DANIEL,3848,11/07/2022
2007,Male,2,ANTHONY,3773,11/07/2022
2007,Male,3,ANGEL,3539,11/07/2022
2007,Male,4,DAVID,3111,11/07/2022
2007,Male,5,JACOB,3108,11/07/2022
2007,Male,6,ANDREW,3015,11/07/2022
2007,Male,7,CHRISTOPHER,2978,11/07/2022
2007,Male,8,JOSHUA,2870,11/07/2022
2007,Male,9,JOSE,2853,11/07/2022
2007,Male,10,DIEGO,2620,11/07/2022
2007,Male,11,ALEXANDER,2599,11/07/2022
2007,Male,12,MATTHEW,2574,11/07/2022
2007,Male,13,MICHAEL,2548,11/07/2022
2007,Male,14,ETHAN,2511,11/07/2022
2007,Male,15,JONATHAN,2493,11/07/2022
2007,Male,16,NATHAN,2452,11/07/2022
2007,Male,17,JOSEPH,2292,11/07/2022
2007,Male,18,ADRIAN,2150,11/07/2022
2007,Male,19,BRANDON,2146,11/07/2022
2007,Male,20,KEVIN,2084,11/07/2022
2007,Male,21,CHRISTIAN,2059,11/07/2022
2007,Male,22,LUIS,2011,11/07/2022
2007,Male,23,RYAN,1974,11/07/2022
2007,Male,24,ISAAC,1973,11/07/2022
2007,Male,25,NOAH,1936,11/07/2022
2008,Female,1,ISABELLA,2780,11/07/2022
2008,Female,2,EMILY,2770,11/07/2022
2008,Female,3,SOPHIA,2565,11/07/2022
2008,Female,4,SAMANTHA,2255,11/07/2022
2008,Female,5,ASHLEY,2039,11/07/2022
2008,Female,6,NATALIE,1875,11/07/2022
2008,Female,7,MIA,1844,11/07/2022
2008,Female,8,EMMA,1738,11/07/2022
2008,Female,9,ABIGAIL,1570,11/07/2022
2008,Female,10,AVA,1468,11/07/2022
2008,Female,11,OLIVIA,1418,11/07/2022
2008,Female,12,MADISON,1410,11/07/2022
2008,Female,13,ELIZABETH,1409,11/07/2022
2008,Female,14,VALERIA,1374,11/07/2022
2008,Female,15,ALYSSA,1357,11/07/2022
2008,Female,16,CHLOE,1355,11/07/2022
2008,Female,17,SOFIA,1328,11/07/2022
2008,Female,18,KIMBERLY,1318,11/07/2022
2008,Female,19,BRIANNA,1230,11/07/2022
2008,Female,20,VICTORIA,1145,11/07/2022
2008,Female,21,ANDREA,1110,11/07/2022
2008,Female,22,CAMILA,1100,11/07/2022
2008,Female,23,JOCELYN,1089,11/07/2022
2008,Female,24,JASMINE,1040,11/07/2022
2008,Female,25,VANESSA,1030,11/07/2022
2008,Male,1,DANIEL,3734,11/07/2022
2008,Male,2,ANTHONY,3624,11/07/2022
2008,Male,3,ANGEL,3194,11/07/2022
2008,Male,4,JACOB,3016,11/07/2022
2008,Male,5,DAVID,2908,11/07/2022
2008,Male,6,ALEXANDER,2865,11/07/2022
2008,Male,7,ANDREW,2829,11/07/2022
